民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,461549.0,253299.0,,,,
停業單位稅前淨利（淨損）,-6614.0,-7838.0,,,,
本期稅前淨利（淨損）,454935.0,245461.0,,,,
折舊費用,415544.0,379736.0,,,,
攤銷費用,13621.0,9696.0,,,,
呆帳費用提列（轉列收入）數,-835.0,-374.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-69812.0,91408.0,,,,
利息費用,71892.0,63637.0,,,,
利息收入,-38118.0,-37506.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-999.0,0.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,-356.0,6651.0,,,,
處分投資損失（利益）,-21775.0,-48800.0,,,,
非金融資產減損損失,-156068.0,75773.0,,,,
其他項目,15095.0,18911.0,,,,
收益費損項目合計,228189.0,559132.0,,,,
持有供交易之金融資產（增加）減少,-2321063.0,-171073.0,,,,
應收票據（增加）減少,316553.0,50068.0,,,,
應收帳款（增加）減少,490228.0,-28751.0,,,,
應收帳款－關係人（增加）減少,-29279.0,26779.0,,,,
其他應收款（增加）減少,106516.0,-71615.0,,,,
存貨（增加）減少,1470100.0,-1218586.0,,,,
預付款項（增加）減少,47701.0,-342897.0,,,,
其他流動資產（增加）減少,-448675.0,-45881.0,,,,
與營業活動相關之資產之淨變動合計,-367919.0,-1801956.0,,,,
應付票據增加（減少）,-18718.0,14484.0,,,,
應付帳款增加（減少）,-131114.0,-995954.0,,,,
其他應付款增加（減少）,-115260.0,-234532.0,,,,
負債準備增加（減少）,-9886.0,-14951.0,,,,
其他流動負債增加（減少）,158534.0,77966.0,,,,
淨確定福利負債增加(減少),-24428.0,-26801.0,,,,
與營業活動相關之負債之淨變動合計,-140872.0,-1179788.0,,,,
與營業活動相關之資產及負債之淨變動合計,-508791.0,-2981744.0,,,,
調整項目合計,-280602.0,-2422612.0,,,,
營運產生之現金流入（流出）,174333.0,-2177151.0,,,,
收取之利息,47502.0,41318.0,,,,
支付之利息,-74695.0,-67627.0,,,,
退還（支付）之所得稅,-12366.0,-6779.0,,,,
營業活動之淨現金流入（流出）,134774.0,-2210239.0,,,,
投資活動之現金流量,,,,,,
處分備供出售金融資產,32439.0,91014.0,,,,
處分無活絡市場之債務工具投資,1410784.0,987017.0,,,,
取得以成本衡量之金融資產,-7207.0,0.0,,,,
處分以成本衡量之金融資產,57034.0,14.0,,,,
對子公司之收購（扣除所取得之現金）,0.0,-214500.0,,,,
取得不動產、廠房及設備,-1125700.0,-790314.0,,,,
處分不動產、廠房及設備,4686.0,4133.0,,,,
存出保證金減少,10759.0,18657.0,,,,
取得無形資產,-104.0,-16200.0,,,,
其他非流動資產增加,-53172.0,324182.0,,,,
投資活動之淨現金流入（流出）,329519.0,404003.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,-1080006.0,1578469.0,,,,
應付短期票券增加,178278.0,449383.0,,,,
發行公司債,1996343.0,0.0,,,,
償還公司債,-500000.0,0.0,,,,
舉借長期借款,1619000.0,944555.0,,,,
償還長期借款,-1504422.0,-62863.0,,,,
存入保證金增加,-1442.0,-2593.0,,,,
其他非流動負債增加,-1427.0,233.0,,,,
非控制權益變動,5851.0,4549.0,,,,
其他籌資活動,0.0,7006.0,,,,
籌資活動之淨現金流入（流出）,712175.0,2918739.0,,,,
匯率變動對現金及約當現金之影響,-65949.0,114832.0,,,,
本期現金及約當現金增加（減少）數,1110519.0,1227335.0,,,,
期初現金及約當現金餘額,7485579.0,8679752.0,,,,
期末現金及約當現金餘額,8596098.0,9907087.0,,,,
資產負債表帳列之現金及約當現金,8596098.0,9907087.0,,,,
