民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,13595.0,6663.0,,,,
本期稅前淨利（淨損）,13595.0,6663.0,,,,
折舊費用,2792.0,2911.0,,,,
攤銷費用,2923.0,2268.0,,,,
利息費用,1.0,46.0,,,,
利息收入,-1029.0,-952.0,,,,
處分其他資產損失（利益）,0.0,-8.0,,,,
收益費損項目合計,4687.0,4265.0,,,,
應收票據（增加）減少,0.0,1080.0,,,,
應收帳款－關係人（增加）減少,-52955.0,-41226.0,,,,
其他應收款－關係人（增加）減少,1154.0,0.0,,,,
存貨（增加）減少,-865.0,11394.0,,,,
其他流動資產（增加）減少,717.0,1563.0,,,,
與營業活動相關之資產之淨變動合計,-51949.0,-27189.0,,,,
應付票據增加（減少）,10752.0,6993.0,,,,
應付帳款增加（減少）,16199.0,-7698.0,,,,
應付帳款－關係人增加（減少）,881.0,225.0,,,,
其他應付款增加（減少）,-1202.0,-10441.0,,,,
其他流動負債增加（減少）,702.0,-609.0,,,,
與營業活動相關之負債之淨變動合計,27332.0,-11530.0,,,,
與營業活動相關之資產及負債之淨變動合計,-24617.0,-38719.0,,,,
調整項目合計,-19930.0,-34454.0,,,,
營運產生之現金流入（流出）,-6335.0,-27791.0,,,,
收取之利息,1029.0,953.0,,,,
支付之利息,-1.0,-30.0,,,,
退還（支付）之所得稅,-256.0,-29.0,,,,
營業活動之淨現金流入（流出）,-5563.0,-26897.0,,,,
投資活動之現金流量,,,,,,
取得不動產、廠房及設備,-2655.0,-4419.0,,,,
存出保證金減少,356.0,16178.0,,,,
其他應收款－關係人減少,829.0,-2435.0,,,,
其他非流動資產增加,-2352.0,-2342.0,,,,
預付設備款減少,0.0,252.0,,,,
投資活動之淨現金流入（流出）,-3822.0,7234.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,0.0,10000.0,,,,
存入保證金增加,133.0,-97.0,,,,
籌資活動之淨現金流入（流出）,133.0,9903.0,,,,
匯率變動對現金及約當現金之影響,-2.0,4.0,,,,
本期現金及約當現金增加（減少）數,-9254.0,-9756.0,,,,
期初現金及約當現金餘額,212693.0,183474.0,,,,
期末現金及約當現金餘額,203439.0,173718.0,,,,
資產負債表帳列之現金及約當現金,203439.0,173718.0,,,,
