會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,166760.0,362831.0,505569.0,583305.0
本期稅前淨利（淨損）,166760.0,362831.0,505569.0,583305.0
折舊費用,40390.0,80802.0,122398.0,167257.0
攤銷費用,390.0,769.0,1196.0,1792.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-18345.0,-18345.0,-18345.0,-18345.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,752.0,191.0,-3402.0,-9591.0
利息費用,2152.0,4477.0,6840.0,9712.0
利息收入,-82.0,-542.0,-1955.0,-4507.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-3659.0,-22645.0,-38294.0,-51100.0
處分及報廢不動產、廠房及設備損失（利益）,21598.0,44707.0,68438.0,695.0
收益費損項目合計,0.0,3000.0,3000.0,95913.0
強制透過損益按公允價值衡量之金融資產（增加）減少,0.0,0.0,0.0,3000.0
合約資產（增加）減少,342.0,162.0,370.0,-88.0
應收票據（增加）減少,39511.0,58119.0,85524.0,348.0
應收帳款（增加）減少,7817.0,-2265.0,-499.0,81592.0
應收帳款－關係人（增加）減少,-755.0,-4774.0,-505.0,14884.0
其他應收款（增加）減少,-13401.0,28137.0,-11498.0,6090.0
存貨（增加）減少,-38532.0,-424.0,616.0,-66103.0
預付款項（增加）減少,176.0,0.0,528.0,-4109.0
其他營業資產（增加）減少,-4842.0,352.0,77536.0,704.0
與營業活動相關之資產之淨變動合計,-994.0,82307.0,-18451.0,36318.0
合約負債增加（減少）,-607.0,-66515.0,709.0,-20040.0
應付票據增加（減少）,20249.0,709.0,6058.0,68.0
應付帳款增加（減少）,-21846.0,51893.0,-21158.0,65496.0
其他應付款增加（減少）,1111.0,10217.0,249.0,31884.0
其他流動負債增加（減少）,-2087.0,495.0,-32593.0,538.0
與營業活動相關之負債之淨變動合計,-6929.0,-3201.0,44943.0,77946.0
與營業活動相關之資產及負債之淨變動合計,14669.0,79106.0,113381.0,114264.0
調整項目合計,181429.0,123813.0,618950.0,210177.0
營運產生之現金流入（流出）,20.0,486644.0,2347.0,793482.0
收取之利息,-2105.0,542.0,37848.0,4507.0
收取之股利,-4995.0,-4501.0,-6739.0,37848.0
支付之利息,174349.0,-35211.0,-84688.0,-10210.0
退還（支付）之所得稅,,447474.0,567718.0,-91848.0
營業活動之淨現金流入（流出）,0.0,,,733779.0
投資活動之現金流量,-111456.0,0.0,0.0,
取得採用權益法之投資,0.0,-205193.0,-249790.0,0.0
取得不動產、廠房及設備,-109.0,-5.0,-12.0,-374664.0
存出保證金減少,-111565.0,0.0,0.0,0.0
取得無形資產,,-330.0,-924.0,-1520.0
投資活動之淨現金流入（流出）,70000.0,-205528.0,-250726.0,-376184.0
籌資活動之現金流量,219770.0,,,
短期借款增加,450000.0,0.0,0.0,0.0
短期借款減少,-600000.0,-150000.0,49943.0,-50000.0
舉借長期借款,-538.0,0.0,1300000.0,1600000.0
償還長期借款,139232.0,-1080.0,-1450000.0,-1700000.0
租賃本金償還,2047.0,-151080.0,-1637.0,-2211.0
發放現金股利,204063.0,703.0,-100828.0,-100828.0
非控制權益變動,195250.0,91569.0,-202522.0,-279.0
籌資活動之淨現金流入（流出）,399313.0,195250.0,1930.0,-253318.0
匯率變動對現金及約當現金之影響,399313.0,286819.0,116400.0,1087.0
