會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,4758074.0,100.0,5149487.0,100.0,5054272.0,100.0,20478405.0,100.0
營業成本合計,3388982.0,71.23,3729056.0,72.42,3806398.0,75.31,15133045.0,73.9
營業毛利（毛損）,1369092.0,28.77,1420431.0,27.58,1247874.0,24.69,5345360.0,26.1
營業毛利（毛損）淨額,1369092.0,28.77,1420431.0,27.58,1247874.0,24.69,5345360.0,26.1
營業費用,,,,,,,,
推銷費用,591701.0,12.44,683827.0,13.28,689834.0,13.65,2631829.0,12.85
管理費用,363354.0,7.64,354142.0,6.88,342357.0,6.77,1434192.0,7.0
研究發展費用,87804.0,1.85,113149.0,2.2,101435.0,2.01,382610.0,1.87
預期信用減損損失（利益）,1110.0,0.02,-3919.0,-0.08,3996.0,0.08,3587.0,0.02
營業費用合計,1043969.0,21.94,1147199.0,22.28,1137622.0,22.51,4452218.0,21.74
營業利益（損失）,325123.0,6.83,273232.0,5.31,110252.0,2.18,893142.0,4.36
營業外收入及支出,,,,,,,,
利息收入,56671.0,1.19,60488.0,1.17,59888.0,1.18,237284.0,1.16
其他收入,19737.0,0.41,60477.0,1.17,26133.0,0.52,158199.0,0.77
其他利益及損失淨額,6207.0,0.13,16965.0,0.33,5078.0,0.1,-1730.0,-0.01
財務成本淨額,50774.0,1.07,50779.0,0.99,54923.0,1.09,213457.0,1.04
營業外收入及支出合計,31841.0,0.67,87151.0,1.69,36176.0,0.72,180296.0,0.88
稅前淨利（淨損）,356964.0,7.5,360383.0,7.0,146428.0,2.9,1073438.0,5.24
所得稅費用（利益）合計,127465.0,2.68,140273.0,2.72,39941.0,0.79,381721.0,1.86
繼續營業單位本期淨利（淨損）,229499.0,4.82,220110.0,4.27,106487.0,2.11,691717.0,3.38
本期淨利（淨損）,229499.0,4.82,220110.0,4.27,106487.0,2.11,691717.0,3.38
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-731.0,-0.02,-3582.0,-0.07,-5043.0,-0.1,21361.0,0.1
不重分類至損益之項目：,-731.0,-0.02,0.0,0.0,0.0,0.0,-8917.0,-0.04
國外營運機構財務報表換算之兌換差額,632913.0,13.3,-3582.0,-0.07,-5043.0,-0.1,0.0,0.0
與可能重分類之項目相關之所得稅,0.0,0.0,-303357.0,-5.89,113711.0,2.25,12444.0,0.06
後續可能重分類至損益之項目：,632913.0,13.3,0.0,0.0,0.0,0.0,389518.0,1.9
其他綜合損益（淨額）,632182.0,13.29,-303357.0,-5.89,113711.0,2.25,0.0,0.0
本期綜合損益總額,861681.0,18.11,-306939.0,-5.96,108668.0,2.15,389518.0,1.9
淨利（損）歸屬於：,,,-86829.0,-1.69,215155.0,4.26,401962.0,1.96
母公司業主（淨利∕損）,186700.0,3.92,,,,,1093679.0,5.34
非控制權益（淨利∕損）,42799.0,0.9,161846.0,3.14,98776.0,1.95,,
母公司業主（綜合損益）,716350.0,15.06,58264.0,1.13,7711.0,0.15,559669.0,2.73
非控制權益（綜合損益）,145331.0,3.05,-102506.0,-1.99,186143.0,3.68,132048.0,0.64
基本每股盈餘,,,15677.0,0.3,29012.0,0.57,920667.0,4.5
基本每股盈餘,0.75,,,,,,173012.0,0.84
稀釋每股盈餘,,,0.65,,0.4,,,
稀釋每股盈餘,0.75,,,,,,2.26,
