會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1493532.0,100.0,1972675.0,100.0,1787523.0,100.0,7709152.0,100.0
營業成本合計,1202353.0,80.5,1669029.0,84.61,1491042.0,83.41,6418988.0,83.26
營業毛利（毛損）,291179.0,19.5,303646.0,15.39,296481.0,16.59,1290164.0,16.74
未實現銷貨（損）益,0.0,0.0,417.0,0.02,730.0,0.04,1262.0,0.02
已實現銷貨（損）益,226.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
營業毛利（毛損）淨額,291405.0,19.51,303229.0,15.37,295751.0,16.55,1288902.0,16.72
營業費用,,,,,,,,
推銷費用,90176.0,6.04,78228.0,3.97,127318.0,7.12,454330.0,5.89
管理費用,44287.0,2.97,48380.0,2.45,43833.0,2.45,201797.0,2.62
研究發展費用,29959.0,2.01,28030.0,1.42,31981.0,1.79,125220.0,1.62
預期信用減損損失（利益）,3601.0,0.24,600.0,0.03,779.0,0.04,10602.0,0.14
營業費用合計,168023.0,11.25,155238.0,7.87,203911.0,11.41,791949.0,10.27
營業利益（損失）,123382.0,8.26,147991.0,7.5,91840.0,5.14,496953.0,6.45
營業外收入及支出,,,,,,,,
利息收入,311.0,0.02,975.0,0.05,1732.0,0.1,4025.0,0.05
其他收入,5052.0,0.34,4041.0,0.2,10432.0,0.58,24299.0,0.32
其他利益及損失淨額,11032.0,0.74,11936.0,0.61,31113.0,1.74,25182.0,0.33
財務成本淨額,5519.0,0.37,6028.0,0.31,7234.0,0.4,28912.0,0.38
採用權益法認列之關聯企業及合資損益之份額淨額,18284.0,1.22,15394.0,0.78,14612.0,0.82,70649.0,0.92
營業外收入及支出合計,29160.0,1.95,26318.0,1.33,50655.0,2.83,95243.0,1.24
稅前淨利（淨損）,152542.0,10.21,174309.0,8.84,142495.0,7.97,592196.0,7.68
所得稅費用（利益）合計,21695.0,1.45,22049.0,1.12,12073.0,0.68,66316.0,0.86
繼續營業單位本期淨利（淨損）,130847.0,8.76,152260.0,7.72,130422.0,7.3,525880.0,6.82
本期淨利（淨損）,130847.0,8.76,152260.0,7.72,130422.0,7.3,525880.0,6.82
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-1728.0,-0.12,-7988.0,-0.4,-64671.0,-3.62,27378.0,0.36
不重分類至損益之項目：,-1728.0,-0.12,-7988.0,-0.4,-64671.0,-3.62,-77683.0,-1.01
國外營運機構財務報表換算之兌換差額,6865.0,0.46,-3545.0,-0.18,-371.0,-0.02,2061.0,0.03
後續可能重分類至損益之項目：,6865.0,0.46,-3545.0,-0.18,893.0,0.05,164.0,0.0
其他綜合損益（淨額）,5137.0,0.34,-11533.0,-0.58,522.0,0.03,-48408.0,-0.63
本期綜合損益總額,135984.0,9.1,140727.0,7.13,-64149.0,-3.59,7271.0,0.09
淨利（損）歸屬於：,,,,,66273.0,3.71,762.0,0.01
母公司業主（淨利∕損）,127513.0,8.54,149229.0,7.56,,,8033.0,0.1
非控制權益（淨利∕損）,3334.0,0.22,3031.0,0.15,126267.0,7.06,-40375.0,-0.52
母公司業主（綜合損益）,130829.0,8.76,138447.0,7.02,4155.0,0.23,485505.0,6.3
非控制權益（綜合損益）,5155.0,0.35,2280.0,0.12,62054.0,3.47,,
基本每股盈餘,,,,,4219.0,0.24,508831.0,6.6
基本每股盈餘,0.57,,0.66,,,,17049.0,0.22
