會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,2617268.0,100.0,2701662.0,100.0,3063970.0,100.0,10763499.0,100.0
營業成本合計,2258215.0,86.28,2272602.0,84.12,2592039.0,84.6,9029397.0,83.89
營業毛利（毛損）,359053.0,13.72,429060.0,15.88,471931.0,15.4,1734102.0,16.11
營業毛利（毛損）淨額,359053.0,13.72,429060.0,15.88,471931.0,15.4,1734102.0,16.11
營業費用,,,,,,,,
推銷費用,119284.0,4.56,127961.0,4.74,147026.0,4.8,525236.0,4.88
管理費用,139593.0,5.33,146040.0,5.41,165406.0,5.4,612360.0,5.69
研究發展費用,72862.0,2.78,79125.0,2.93,80430.0,2.63,301375.0,2.8
預期信用減損損失（利益）,-1254.0,-0.05,5045.0,0.19,5321.0,0.17,1800.0,0.02
營業費用合計,330485.0,12.63,358171.0,13.26,398183.0,13.0,1440771.0,13.39
營業利益（損失）,28568.0,1.09,70889.0,2.62,73748.0,2.41,293331.0,2.73
營業外收入及支出,,,,,,,,
利息收入,1550.0,0.06,2724.0,0.1,6680.0,0.22,40507.0,0.38
其他收入,41562.0,1.59,5767.0,0.21,34643.0,1.13,91878.0,0.85
其他利益及損失淨額,81668.0,3.12,112881.0,4.18,138161.0,4.51,226045.0,2.1
財務成本淨額,11517.0,0.44,13089.0,0.48,14994.0,0.49,56464.0,0.52
營業外收入及支出合計,113263.0,4.33,108283.0,4.01,164490.0,5.37,301966.0,2.81
稅前淨利（淨損）,141831.0,5.42,179172.0,6.63,238238.0,7.78,595297.0,5.53
所得稅費用（利益）合計,32488.0,1.24,19055.0,0.71,55208.0,1.8,125183.0,1.16
繼續營業單位本期淨利（淨損）,109343.0,4.18,160117.0,5.93,183030.0,5.97,470114.0,4.37
本期淨利（淨損）,109343.0,4.18,160117.0,5.93,183030.0,5.97,470114.0,4.37
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,4359.0,0.17,-8142.0,-0.3,2346.0,0.08,9253.0,0.09
不重分類至損益之項目：,4359.0,0.17,-8142.0,-0.3,2346.0,0.08,1033.0,0.01
國外營運機構財務報表換算之兌換差額,200964.0,7.68,181690.0,6.73,365300.0,11.92,1243.0,0.01
後續可能重分類至損益之項目：,200964.0,7.68,181690.0,6.73,365300.0,11.92,9043.0,0.08
其他綜合損益（淨額）,205323.0,7.84,173548.0,6.42,367646.0,12.0,548098.0,5.09
本期綜合損益總額,314666.0,12.02,333665.0,12.35,550676.0,17.97,548098.0,5.09
淨利（損）歸屬於：,,,,,,,557141.0,5.18
母公司業主（淨利∕損）,109343.0,4.18,160117.0,5.93,183030.0,5.97,1027255.0,9.54
母公司業主（綜合損益）,314666.0,12.02,333665.0,12.35,550676.0,17.97,,
基本每股盈餘,,,,,,,470114.0,4.37
繼續營業單位淨利（淨損）,0.27,,0.4,,0.46,,1027255.0,9.54
基本每股盈餘,0.27,,0.4,,0.46,,,
稀釋每股盈餘,,,,,,,1.18,
繼續營業單位淨利（淨損）,0.27,,0.4,,0.46,,1.18,
稀釋每股盈餘,0.27,,0.4,,0.46,,,
