Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-26 00:00:00-05:00,40.358567679718625,40.47019867771787,39.705962494695854,40.36715316772461,42525500,0.0,0.0
2015-01-27 00:00:00-05:00,36.88086532521266,37.09553857707577,36.15956306792647,36.63184356689453,169164000,0.0,0.0
2015-01-28 00:00:00-05:00,36.700540848204604,36.74347484376044,35.34380431419376,35.369564056396484,84507100,0.0,0.0
2015-01-29 00:00:00-05:00,35.14630928032938,36.16815290274911,35.02609276894521,36.07369613647461,63585300,0.0,0.0
2015-01-30 00:00:00-05:00,35.6786952906582,35.70445830939952,34.64826298366346,34.691200256347656,78004900,0.0,0.0
2015-02-02 00:00:00-05:00,34.854345266325915,35.52412468634872,34.54521529534508,35.446842193603516,50352500,0.0,0.0
2015-02-03 00:00:00-05:00,35.747393115760154,36.005000379427635,35.24934956710282,35.72163009643555,52082400,0.0,0.0
2015-02-04 00:00:00-05:00,36.013575643743856,36.245423097914376,35.51553551214482,35.92770767211914,41614800,0.0,0.0
2015-02-05 00:00:00-05:00,36.254020012780906,36.61466950548646,35.94489000437392,36.45151901245117,36548200,0.0,0.0
2015-02-06 00:00:00-05:00,36.649022829751075,36.74347959758695,36.19391652180113,36.41717529296875,34616600,0.0,0.0
2015-02-09 00:00:00-05:00,36.27119481473722,36.700541327207034,36.24543179654436,36.374237060546875,31381100,0.0,0.0
2015-02-10 00:00:00-05:00,36.70054204301061,36.72630178605195,36.21967276043018,36.580322265625,29670700,0.0,0.0
2015-02-11 00:00:00-05:00,36.62325449534903,36.62325449534903,36.245427512613325,36.39140701293945,38262500,0.0,0.0
2015-02-12 00:00:00-05:00,36.63183377339044,37.00107192993164,36.50302854644705,37.00107192993164,33268800,0.0,0.0
2015-02-13 00:00:00-05:00,37.25010256273759,37.670860290527344,37.052603569497975,37.670860290527344,40264900,0.0,0.0
2015-02-17 00:00:00-05:00,38.02543682397776,38.051379890961634,37.35088739170488,37.68816375732422,33695700,0.31,0.0
2015-02-18 00:00:00-05:00,37.73139891258574,37.79193492781637,37.52384450396257,37.64491653442383,27111700,0.0,0.0
2015-02-19 00:00:00-05:00,37.342228197954306,37.644908207152895,37.22980278069568,37.61896514892578,27603400,0.0,0.0
2015-02-20 00:00:00-05:00,37.62763344227113,37.947613406833256,37.43737874057555,37.93031692504883,29721100,0.0,0.0
2015-02-23 00:00:00-05:00,37.79192891618348,38.215680955390866,37.74868938346342,38.18109130859375,32518800,0.0,0.0
2015-02-24 00:00:00-05:00,38.18110849717866,38.3108271537363,37.98220061898415,38.12921905517578,25271700,0.0,0.0
2015-02-25 00:00:00-05:00,38.00815452936094,38.1292266190857,37.87843254810325,38.042747497558594,29759800,0.0,0.0
2015-02-26 00:00:00-05:00,38.04272022412279,38.25027128657798,37.95623786562924,38.10325622558594,28957300,0.0,0.0
2015-02-27 00:00:00-05:00,38.163797269673786,38.22433327913563,37.75733837845991,37.92164993286133,33807700,0.0,0.0
2015-03-02 00:00:00-05:00,37.765989966959694,38.21568845320059,37.66221440827811,37.947601318359375,31924000,0.0,0.0
2015-03-03 00:00:00-05:00,37.67084674949811,37.904344121996964,37.2643879937819,37.4286994934082,31748600,0.0,0.0
2015-03-04 00:00:00-05:00,37.195213892361494,37.368175330317285,37.08279176181051,37.23845672607422,25748700,0.0,0.0
2015-03-05 00:00:00-05:00,37.24710337214139,37.39412174927329,37.03090239909717,37.28169631958008,23193500,0.0,0.0
2015-03-06 00:00:00-05:00,37.18656877171433,37.28169773129035,36.45148675511535,36.633094787597656,36248800,0.0,0.0
2015-03-09 00:00:00-04:00,36.48606865204867,37.298986280079355,36.48606865204867,37.05683898925781,32108000,0.0,0.0
2015-03-10 00:00:00-04:00,36.624446661120196,36.93577661688982,36.34770965576172,36.34770965576172,39159700,0.0,0.0
2015-03-11 00:00:00-04:00,36.589864643636304,36.641750781113004,36.18340563891674,36.30447769165039,32215300,0.0,0.0
2015-03-12 00:00:00-04:00,35.74235267848992,36.01908970831561,35.33589372263599,35.47426223754883,59992500,0.0,0.0
2015-03-13 00:00:00-04:00,35.19752037835725,35.863419795935634,35.11968789321263,35.785587310791016,58007700,0.0,0.0
2015-03-16 00:00:00-04:00,35.86342117397407,36.01043626324893,35.699106310707705,35.941253662109375,35273500,0.0,0.0
2015-03-17 00:00:00-04:00,35.77693764365598,36.174749958483446,35.586683022441285,36.06232452392578,31673400,0.0,0.0
2015-03-18 00:00:00-04:00,35.82883318017703,37.03956020777114,35.74235409204848,36.754173278808594,44194800,0.0,0.0
2015-03-19 00:00:00-04:00,36.54660918324307,36.83199603672917,36.51201953651905,36.57255554199219,33879100,0.0,0.0
2015-03-20 00:00:00-04:00,36.80605719019316,37.16927326460989,36.74552117779037,37.082794189453125,71904500,0.0,0.0
2015-03-23 00:00:00-04:00,37.08279101069525,37.29899197901956,36.99630864398655,37.065494537353516,26246100,0.0,0.0
2015-03-24 00:00:00-04:00,36.996303571639004,37.333576508149,36.97036051466578,37.10008239746094,25513300,0.0,0.0
2015-03-25 00:00:00-04:00,37.11738757359194,37.126037461356816,35.83747799853349,35.854774475097656,43469900,0.0,0.0
2015-03-26 00:00:00-04:00,35.64721876482507,35.98449176698994,35.3877749487304,35.63856887817383,37495600,0.0,0.0
2015-03-27 00:00:00-04:00,35.56073361359137,35.828823996417256,35.30994300271574,35.43101501464844,34401400,0.0,0.0
2015-03-30 00:00:00-04:00,35.54344294233973,35.92395881219945,35.37913137060559,35.42237091064453,35049700,0.0,0.0
2015-03-31 00:00:00-04:00,35.26670126237431,35.48290223293613,35.059150178055376,35.162925720214844,34887200,0.0,0.0
2015-04-01 00:00:00-04:00,35.11102679001083,35.24939524173541,34.86023623929787,35.214805603027344,36865300,0.0,0.0
2015-04-02 00:00:00-04:00,35.16293312305459,35.232119031703256,34.69593813657318,34.84295654296875,37487500,0.0,0.0
2015-04-06 00:00:00-04:00,34.886197392849866,36.13151410447065,34.74782886933645,35.93260955810547,39223700,0.0,0.0
2015-04-07 00:00:00-04:00,35.98448434499338,36.24392480861187,35.725043881374894,35.91529846191406,28809400,0.0,0.0
2015-04-08 00:00:00-04:00,35.854771936274574,36.053676454230036,35.49155585104251,35.8201789855957,24753400,0.0,0.0
2015-04-09 00:00:00-04:00,35.67315819691361,35.99313469218183,35.67315819691361,35.87206268310547,25723900,0.0,0.0
2015-04-10 00:00:00-04:00,36.00179168354826,36.278528701474606,35.81153374661185,36.07962417602539,28022000,0.0,0.0
2015-04-13 00:00:00-04:00,35.80288538064577,36.37365586415332,35.794235493596915,36.11421203613281,30276700,0.0,0.0
