會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,45787.0,48487.0,36632.0,65001.0
停業單位稅前淨利（淨損）,708.0,91683.0,91788.0,128190.0
本期稅前淨利（淨損）,46495.0,140170.0,128420.0,193191.0
折舊費用,47573.0,95370.0,145074.0,196566.0
攤銷費用,-34.0,-66.0,-99.0,0.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,1045.0,2246.0,4483.0,-992.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-741.0,-2118.0,-2266.0,900.0
利息費用,4.0,-3555.0,-4065.0,7701.0
利息收入,47847.0,0.0,0.0,-2438.0
處分及報廢不動產、廠房及設備損失（利益）,-408.0,91877.0,143127.0,-4107.0
處分待出售非流動資產損失（利益）,38353.0,-6362.0,-11208.0,0.0
非金融資產減損損失,-4368.0,101300.0,77734.0,0.0
收益費損項目合計,132.0,-1528.0,-2603.0,197630.0
應收票據（增加）減少,12277.0,-617.0,-5967.0,-8333.0
應收帳款（增加）減少,-8324.0,-74181.0,-13861.0,101185.0
應收帳款－關係人（增加）減少,37662.0,-23018.0,-12872.0,1882.0
其他應收款（增加）減少,-17134.0,-4406.0,31223.0,-2657.0
存貨（增加）減少,-27974.0,32967.0,-20352.0,26973.0
預付款項（增加）減少,-7913.0,-2317.0,2191.0,1730.0
與營業活動相關之資產之淨變動合計,0.0,28997.0,24527.0,120780.0
應付票據增加（減少）,8.0,-128303.0,-128303.0,-5735.0
應付帳款增加（減少）,-4142.0,443.0,-35.0,-318.0
其他應付款增加（減少）,-57155.0,-4354.0,-4413.0,-8982.0
預收款項增加（減少）,-19493.0,-72567.0,-126385.0,-128303.0
其他流動負債增加（減少）,28354.0,-76973.0,-95162.0,4386.0
淨確定福利負債增加(減少),74849.0,14904.0,47965.0,-4498.0
與營業活動相關之負債之淨變動合計,714.0,155074.0,176385.0,-143450.0
與營業活動相關之資產及負債之淨變動合計,-1021.0,2067.0,2194.0,-22670.0
調整項目合計,74542.0,-2039.0,-4271.0,174960.0
營運產生之現金流入（流出）,,-28113.0,-28114.0,368151.0
收取之利息,-22144.0,126989.0,146194.0,2347.0
支付之利息,220.0,,,-4245.0
退還（支付）之所得稅,-6281.0,0.0,0.0,-28113.0
營業活動之淨現金流入（流出）,13793.0,-104048.0,-232939.0,338140.0
投資活動之現金流量,240.0,5196.0,5958.0,
處分待出售非流動資產,-68200.0,-8194.0,-15238.0,0.0
取得不動產、廠房及設備,-82372.0,15077.0,15076.0,-345754.0
處分不動產、廠房及設備,,480.0,720.0,6001.0
存出保證金增加,38352.0,-162614.0,-107785.0,-20337.0
存出保證金減少,-21125.0,-254103.0,-334208.0,15377.0
長期應收租賃款減少,9998.0,,,960.0
預付設備款增加,0.0,435553.0,394053.0,-130268.0
投資活動之淨現金流入（流出）,-4286.0,-52691.0,-294744.0,-474021.0
籌資活動之現金流量,-827.0,-14974.0,114987.0,
短期借款增加,22112.0,238000.0,-471428.0,431068.0
短期借款減少,5906.0,-471428.0,-2815.0,-330557.0
應付短期票券增加,20188.0,-1727.0,603000.0,24937.0
發行公司債,202387.0,132733.0,-56290.0,597759.0
償還長期借款,222575.0,3016.0,286763.0,-471429.0
租賃本金償還,222575.0,8635.0,4036.0,-3969.0
