會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,2589227.0,100.0,2687597.0,100.0,1902575.0,100.0,9210806.0,100.0
營業收入合計,2589227.0,100.0,2687597.0,100.0,1902575.0,100.0,9210806.0,100.0
銷貨成本,2474932.0,95.59,2581866.0,96.07,1793401.0,94.26,8783976.0,95.37
營業成本合計,2474932.0,95.59,2581866.0,96.07,1793401.0,94.26,8783976.0,95.37
營業毛利（毛損）,114295.0,4.41,105731.0,3.93,109174.0,5.74,426830.0,4.63
營業毛利（毛損）淨額,114295.0,4.41,105731.0,3.93,109174.0,5.74,426830.0,4.63
營業費用,,,,,,,,
推銷費用,41797.0,1.61,32710.0,1.22,20593.0,1.08,133838.0,1.45
管理費用,25435.0,0.98,25101.0,0.93,29947.0,1.57,103941.0,1.13
預期信用減損損失（利益）,244.0,0.01,-300.0,-0.01,-78.0,0.0,3019.0,0.03
營業費用合計,67476.0,2.61,57511.0,2.14,50462.0,2.65,240798.0,2.61
營業利益（損失）,46819.0,1.81,48220.0,1.79,58712.0,3.09,186032.0,2.02
營業外收入及支出,,,,,,,,
利息收入,723.0,0.03,1754.0,0.07,926.0,0.05,6935.0,0.08
其他收入,155.0,0.01,254.0,0.01,131858.0,6.93,132809.0,1.44
其他利益及損失淨額,17663.0,0.68,-23940.0,-0.89,1288.0,0.07,-18600.0,-0.2
財務成本淨額,3772.0,0.15,4715.0,0.18,5566.0,0.29,21059.0,0.23
營業外收入及支出合計,14769.0,0.57,-26647.0,-0.99,128506.0,6.75,100085.0,1.09
稅前淨利（淨損）,61588.0,2.38,21573.0,0.8,187218.0,9.84,286117.0,3.11
所得稅費用（利益）合計,9537.0,0.37,12329.0,0.46,7653.0,0.4,32293.0,0.35
繼續營業單位本期淨利（淨損）,52051.0,2.01,9244.0,0.34,179565.0,9.44,253824.0,2.76
本期淨利（淨損）,52051.0,2.01,9244.0,0.34,179565.0,9.44,253824.0,2.76
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,381505.0,14.73,-531863.0,-19.79,-188333.0,-9.9,7821.0,0.08
不重分類至損益之項目：,381505.0,14.73,-531863.0,-19.79,-188333.0,-9.9,-201549.0,-2.19
國外營運機構財務報表換算之兌換差額,19690.0,0.76,-7015.0,-0.26,8018.0,0.42,1564.0,0.02
與可能重分類之項目相關之所得稅,3938.0,0.15,-1403.0,-0.05,1604.0,0.08,-195292.0,-2.12
後續可能重分類至損益之項目：,15752.0,0.61,-5612.0,-0.21,6414.0,0.34,12425.0,0.13
其他綜合損益（淨額）,397257.0,15.34,-537475.0,-20.0,-181919.0,-9.56,2485.0,0.03
本期綜合損益總額,449308.0,17.35,-528231.0,-19.65,-2354.0,-0.12,9940.0,0.11
淨利（損）歸屬於：,,,,,,,-185352.0,-2.01
母公司業主（淨利∕損）,52051.0,2.01,9244.0,0.34,179565.0,9.44,68472.0,0.74
非控制權益（淨利∕損）,0.0,0.0,0.0,0.0,0.0,0.0,,
母公司業主（綜合損益）,449308.0,17.35,-528231.0,-19.65,-2354.0,-0.12,253824.0,2.76
非控制權益（綜合損益）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
基本每股盈餘,,,,,,,68472.0,0.74
繼續營業單位淨利（淨損）,0.29,,0.5,,0.99,,0.0,0.0
基本每股盈餘,0.29,,0.5,,0.99,,,
稀釋每股盈餘,,,,,,,1.4,
繼續營業單位淨利（淨損）,0.29,,0.5,,0.99,,1.4,
稀釋每股盈餘,0.29,,0.5,,0.99,,,
