會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,24668.0,79865.0,137064.0,173550.0
本期稅前淨利（淨損）,24668.0,79865.0,137064.0,173550.0
折舊費用,15375.0,30764.0,46050.0,61338.0
攤銷費用,198.0,397.0,565.0,720.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,1634.0,2770.0,-706.0,1977.0
利息費用,-655.0,0.0,4037.0,6458.0
除列按攤銷後成本衡量金融資產淨損失（利益）,-1235.0,-1981.0,-3782.0,-3782.0
利息收入,-3170.0,-1235.0,-2339.0,-4884.0
處分及報廢不動產、廠房及設備損失（利益）,12147.0,-29310.0,-1235.0,-1235.0
處分待出售非流動資產損失（利益）,35532.0,-4753.0,-29310.0,-29310.0
其他項目,491.0,-3348.0,-5099.0,-4928.0
收益費損項目合計,-3.0,891.0,8181.0,26354.0
合約資產（增加）減少,2040.0,-1359.0,-4200.0,-41.0
應收票據（增加）減少,-8991.0,-354.0,12193.0,-4200.0
應收帳款（增加）減少,16.0,-2452.0,7356.0,-6160.0
應收帳款－關係人（增加）減少,29085.0,-6801.0,-372.0,-1569.0
其他應收款（增加）減少,-1314.0,94.0,-14653.0,-217.0
存貨（增加）減少,607.0,-9981.0,-2267.0,-13003.0
預付款項（增加）減少,737.0,4940.0,135.0,-2059.0
其他流動資產（增加）減少,-6700.0,845.0,-1808.0,202.0
與營業活動相關之資產之淨變動合計,8.0,3214.0,4862.0,-27047.0
合約負債增加（減少）,-1482.0,-3853.0,1563.0,-1013.0
應付票據增加（減少）,-8144.0,39.0,10000.0,1788.0
應付帳款增加（減少）,20941.0,-2962.0,-1868.0,6770.0
其他應付款增加（減少）,33088.0,2223.0,384.0,14769.0
其他流動負債增加（減少）,57756.0,-7758.0,-4452.0,80.0
淨確定福利負債增加(減少),633.0,-11106.0,10489.0,-6681.0
與營業活動相關之負債之淨變動合計,-300.0,68759.0,8681.0,15713.0
與營業活動相關之資產及負債之淨變動合計,-52.0,1895.0,16862.0,-11334.0
調整項目合計,58037.0,-1373.0,153926.0,15020.0
營運產生之現金流入（流出）,,-137.0,2358.0,188570.0
收取之利息,-23961.0,69144.0,-2534.0,4138.0
支付之利息,23961.0,,-12248.0,-2991.0
退還（支付）之所得稅,-1322.0,-104111.0,141502.0,-11510.0
營業活動之淨現金流入（流出）,7566.0,23961.0,,178207.0
投資活動之現金流量,0.0,48945.0,-115209.0,
取得按攤銷後成本衡量之金融資產,6244.0,-3217.0,159525.0,-146099.0
按攤銷後成本衡量之金融資產到期還本,,7565.0,-58137.0,159525.0
取得透過損益按公允價值衡量之金融資產,-304523.0,-5.0,48945.0,-58137.0
處分待出售非流動資產,300000.0,0.0,-5822.0,48945.0
取得不動產、廠房及設備,-300000.0,-26862.0,7536.0,-14964.0
處分不動產、廠房及設備,-418.0,,-5.0,7536.0
存出保證金減少,-304941.0,-304523.0,0.0,-6.0
其他金融資產增加,31.0,300000.0,36833.0,0.0
其他金融資產減少,-240629.0,-300000.0,,52793.0
投資活動之淨現金流入（流出）,658917.0,-759.0,-304523.0,49593.0
籌資活動之現金流量,418288.0,-305282.0,300000.0,
短期借款增加,418288.0,20.0,-300000.0,0.0
