會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,71722.0,168965.0,275639.0,383431.0
本期稅前淨利（淨損）,71722.0,168965.0,275639.0,383431.0
折舊費用,27058.0,55401.0,84370.0,111416.0
攤銷費用,1009.0,2156.0,3366.0,4485.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-322.0,-55.0,226.0,-582.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,1670.0,3598.0,-1150.0,-2500.0
利息費用,-919.0,-1813.0,5635.0,7724.0
利息收入,0.0,0.0,-2690.0,-4345.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-171.0,-352.0,0.0,0.0
處分及報廢不動產、廠房及設備損失（利益）,-41.0,1727.0,-387.0,-387.0
非金融資產減損迴轉利益,28284.0,60662.0,3283.0,6216.0
收益費損項目合計,7795.0,2109.0,92653.0,122027.0
應收票據（增加）減少,8936.0,6450.0,-1806.0,-5218.0
應收帳款（增加）減少,2707.0,2945.0,-14496.0,-24807.0
應收帳款－關係人（增加）減少,-1902.0,-1890.0,1858.0,2781.0
其他應收款（增加）減少,3.0,14.0,-343.0,-634.0
其他應收款－關係人（增加）減少,-40020.0,-51678.0,-16.0,-6.0
存貨（增加）減少,3123.0,229.0,-73860.0,-40408.0
預付費用（增加）減少,15980.0,14456.0,-1518.0,-1644.0
預付款項（增加）減少,-4613.0,1953.0,9214.0,8171.0
其他流動資產（增加）減少,-7991.0,-2.0,3480.0,4959.0
其他營業資產（增加）減少,-5235.0,-25414.0,-367.0,-417.0
與營業活動相關之資產之淨變動合計,-44917.0,-6090.0,-77854.0,-57223.0
合約負債增加（減少）,-32916.0,-51774.0,-2190.0,-10579.0
應付票據增加（減少）,-764.0,-14532.0,-66370.0,4147.0
應付帳款增加（減少）,-83832.0,792.0,-11518.0,-30288.0
其他應付款增加（減少）,-91823.0,-71604.0,-797.0,5975.0
其他流動負債增加（減少）,-63539.0,-97018.0,-80875.0,-1268.0
與營業活動相關之負債之淨變動合計,8183.0,-36356.0,-158729.0,-32013.0
與營業活動相關之資產及負債之淨變動合計,919.0,132609.0,-66076.0,-89236.0
調整項目合計,-1670.0,1813.0,209563.0,32791.0
營運產生之現金流入（流出）,-2625.0,-3598.0,2690.0,416222.0
收取之利息,4807.0,-27866.0,-2986.0,4329.0
支付之利息,,102958.0,-57471.0,-7724.0
退還（支付）之所得稅,9188.0,,151796.0,-58668.0
營業活動之淨現金流入（流出）,0.0,7623.0,,354159.0
投資活動之現金流量,-2386.0,0.0,3786.0,
取得按攤銷後成本衡量之金融資產,171.0,-5330.0,-10000.0,5164.0
取得透過損益按公允價值衡量之金融資產,0.0,352.0,0.0,-10000.0
取得採用權益法之投資,217.0,-86.0,-16246.0,0.0
取得不動產、廠房及設備,-1584.0,-3635.0,387.0,-19788.0
處分不動產、廠房及設備,-4159.0,-5036.0,-543.0,387.0
存出保證金增加,-1476.0,0.0,-4847.0,-3246.0
取得無形資產,-29.0,-7303.0,-5843.0,-4895.0
其他非流動資產增加,,-13415.0,0.0,-5065.0
預付設備款增加,-44549.0,,-1413.0,1471.0
投資活動之淨現金流入（流出）,0.0,-150785.0,-34719.0,-35972.0
籌資活動之現金流量,-6786.0,0.0,,
短期借款減少,9.0,-13572.0,-44729.0,-156619.0
舉借長期借款,-7174.0,16.0,0.0,0.0
償還長期借款,0.0,-13080.0,-62620.0,-67620.0
存入保證金增加,-58500.0,0.0,30.0,22.0
租賃本金償還,19964.0,-177421.0,-17306.0,-17761.0
發放現金股利,-33758.0,35244.0,-144152.0,-144152.0
其他籌資活動,268186.0,-52634.0,0.0,0.0
籌資活動之淨現金流入（流出）,234428.0,268186.0,-268777.0,-386130.0
匯率變動對現金及約當現金之影響,234428.0,215552.0,63279.0,45103.0
