會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,991161.0,100.0,842341.0,100.0,957841.0,100.0,3957949.0,100.0
銷貨收入淨額,991161.0,100.0,842341.0,100.0,957841.0,100.0,3957949.0,100.0
營業收入合計,991161.0,100.0,842341.0,100.0,957841.0,100.0,2313881.0,58.46
營業成本合計,589237.0,59.45,505066.0,59.96,621000.0,64.83,1644068.0,41.54
營業毛利（毛損）,401924.0,40.55,337275.0,40.04,621000.0,64.83,1644068.0,41.54
營業毛利（毛損）淨額,401924.0,40.55,337275.0,40.04,336841.0,35.17,,
營業費用,,,,,336841.0,35.17,298081.0,7.53
推銷費用,76208.0,7.69,70923.0,8.42,,,326211.0,8.24
管理費用,74232.0,7.49,82103.0,9.75,78234.0,8.17,548152.0,13.85
研究發展費用,131450.0,13.26,130059.0,15.44,74880.0,7.82,18910.0,0.48
預期信用減損損失（利益）,21621.0,2.18,1159.0,0.14,149447.0,15.6,1191354.0,30.1
營業費用合計,303511.0,30.62,284244.0,33.74,21294.0,2.22,452714.0,11.44
營業利益（損失）,98413.0,9.93,53031.0,6.3,323855.0,33.81,,
營業外收入及支出,,,,,12986.0,1.36,19750.0,0.5
利息收入,2574.0,0.26,3432.0,0.41,,,39694.0,1.0
其他收入,3062.0,0.31,8670.0,1.03,3952.0,0.41,163473.0,4.13
其他利益及損失淨額,70542.0,7.12,43808.0,5.2,12674.0,1.32,41019.0,1.04
財務成本淨額,8527.0,0.86,9344.0,1.11,114131.0,11.92,0.0,0.0
採用權益法認列之關聯企業及合資損益之份額淨額,0.0,0.0,0.0,0.0,11329.0,1.18,181898.0,4.6
營業外收入及支出合計,67651.0,6.83,46566.0,5.53,0.0,0.0,634612.0,16.03
稅前淨利（淨損）,166064.0,16.75,99597.0,11.82,119428.0,12.47,166482.0,4.21
所得稅費用（利益）合計,24526.0,2.47,28953.0,3.44,132414.0,13.82,468130.0,11.83
繼續營業單位本期淨利（淨損）,141538.0,14.28,70644.0,8.39,19158.0,2.0,468130.0,11.83
本期淨利（淨損）,141538.0,14.28,70644.0,8.39,113256.0,11.82,,
其他綜合損益(淨額),,,,,113256.0,11.82,2734.0,0.07
國外營運機構財務報表換算之兌換差額,44822.0,4.52,-14598.0,-1.73,,,2734.0,0.07
後續可能重分類至損益之項目：,44822.0,4.52,-14598.0,-1.73,13052.0,1.36,25299.0,0.64
其他綜合損益（淨額）,44822.0,4.52,-14598.0,-1.73,13052.0,1.36,25299.0,0.64
本期綜合損益總額,186360.0,18.8,56046.0,6.65,13052.0,1.36,28033.0,0.71
淨利（損）歸屬於：,,,,,126308.0,13.19,496163.0,12.54
母公司業主（淨利∕損）,176438.0,17.8,118148.0,14.03,,,,
非控制權益（淨利∕損）,-34900.0,-3.52,-47504.0,-5.64,169304.0,17.68,629723.0,15.91
母公司業主（綜合損益）,215807.0,21.77,104593.0,12.42,-56048.0,-5.85,-161593.0,-4.08
非控制權益（綜合損益）,-29447.0,-2.97,-48547.0,-5.76,180348.0,18.83,652740.0,16.49
基本每股盈餘,,,,,-54040.0,-5.64,-156577.0,-3.96
基本每股盈餘,1.45,,0.97,,,,,
稀釋每股盈餘,,,,,1.26,,4.7,
稀釋每股盈餘,1.45,,0.97,,,,,
