會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,992715.0,100.0,896161.0,100.0,964512.0,100.0,3752381.0,100.0
營業成本合計,774119.0,77.98,707090.0,78.9,739648.0,76.69,2948299.0,78.57
營業毛利（毛損）,218596.0,22.02,189071.0,21.1,224864.0,23.31,804082.0,21.43
營業毛利（毛損）淨額,218596.0,22.02,189071.0,21.1,224864.0,23.31,804082.0,21.43
營業費用,,,,,,,,
推銷費用,68555.0,6.91,72172.0,8.05,78568.0,8.15,289517.0,7.72
管理費用,35318.0,3.56,30512.0,3.4,43027.0,4.46,144579.0,3.85
研究發展費用,14473.0,1.46,12881.0,1.44,13771.0,1.43,56094.0,1.49
預期信用減損損失（利益）,1884.0,0.19,2283.0,0.25,1667.0,0.17,888.0,0.02
營業費用合計,120230.0,12.11,117848.0,13.15,137033.0,14.21,491078.0,13.09
營業利益（損失）,98366.0,9.91,71223.0,7.95,87831.0,9.11,313004.0,8.34
營業外收入及支出,,,,,,,,
利息收入,2177.0,0.22,2809.0,0.31,3725.0,0.39,17845.0,0.48
其他收入,5275.0,0.53,5602.0,0.63,4130.0,0.43,24926.0,0.66
其他利益及損失淨額,8530.0,0.86,-8578.0,-0.96,13862.0,1.44,16828.0,0.45
財務成本淨額,4648.0,0.47,5509.0,0.61,6299.0,0.65,23425.0,0.62
營業外收入及支出合計,11334.0,1.14,-5676.0,-0.63,15418.0,1.6,36174.0,0.96
稅前淨利（淨損）,109700.0,11.05,65547.0,7.31,103249.0,10.7,349178.0,9.31
所得稅費用（利益）合計,24036.0,2.42,17386.0,1.94,25850.0,2.68,58068.0,1.55
繼續營業單位本期淨利（淨損）,85664.0,8.63,48161.0,5.37,77399.0,8.02,291110.0,7.76
本期淨利（淨損）,85664.0,8.63,48161.0,5.37,77399.0,8.02,291110.0,7.76
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,86464.0,8.71,-25459.0,-2.84,40692.0,4.22,29939.0,0.8
與可能重分類之項目相關之所得稅,17293.0,1.74,-5092.0,-0.57,8139.0,0.84,9448.0,0.25
後續可能重分類至損益之項目：,69171.0,6.97,-20367.0,-2.27,32553.0,3.38,20491.0,0.55
其他綜合損益（淨額）,69171.0,6.97,-20367.0,-2.27,32553.0,3.38,63424.0,1.69
本期綜合損益總額,154835.0,15.6,27794.0,3.1,109952.0,11.4,12685.0,0.34
淨利（損）歸屬於：,,,,,,,50739.0,1.35
母公司業主（淨利∕損）,58109.0,5.85,19090.0,2.13,49650.0,5.15,71230.0,1.9
非控制權益（淨利∕損）,27555.0,2.78,29071.0,3.24,27749.0,2.88,362340.0,9.66
母公司業主（綜合損益）,127280.0,12.82,-1277.0,-0.14,82203.0,8.52,,
非控制權益（綜合損益）,27555.0,2.78,29071.0,3.24,27749.0,2.88,186544.0,4.97
基本每股盈餘,,,,,,,104566.0,2.79
繼續營業單位淨利（淨損）,0.64,,0.21,,0.55,,260107.0,6.93
基本每股盈餘,0.64,,0.21,,0.55,,102233.0,2.72
稀釋每股盈餘,,,,,,,,
繼續營業單位淨利（淨損）,0.64,,0.21,,0.55,,2.05,
稀釋每股盈餘,0.64,,0.21,,0.55,,2.05,
