會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,612921.0,100.0,702467.0,100.0,655771.0,100.0,2484187.0,100.0
營業收入合計,612921.0,100.0,702467.0,100.0,655771.0,100.0,2484187.0,100.0
銷貨成本,548865.0,89.55,628045.0,89.41,585783.0,89.33,2484187.0,100.0
營業成本合計,548865.0,89.55,628045.0,89.41,585783.0,89.33,2201379.0,88.62
營業毛利（毛損）,64056.0,10.45,74422.0,10.59,69988.0,10.67,2201379.0,88.62
營業毛利（毛損）淨額,64056.0,10.45,74422.0,10.59,69988.0,10.67,282808.0,11.38
營業費用,,,,,,,282808.0,11.38
推銷費用,34625.0,5.65,38034.0,5.41,34881.0,5.32,,
管理費用,32069.0,5.23,33364.0,4.75,37822.0,5.77,142684.0,5.74
研究發展費用,16264.0,2.65,16195.0,2.31,18084.0,2.76,157132.0,6.33
預期信用減損損失（利益）,7175.0,1.17,-13705.0,-1.95,1064.0,0.16,67115.0,2.7
營業費用合計,90133.0,14.71,73888.0,10.52,91851.0,14.01,-25743.0,-1.04
營業利益（損失）,-26077.0,-4.25,534.0,0.08,-21863.0,-3.33,341188.0,13.73
營業外收入及支出,,,,,,,-58380.0,-2.35
利息收入,15.0,0.0,66.0,0.01,12.0,0.0,,
其他利益及損失淨額,75161.0,12.26,10529.0,1.5,1127.0,0.17,365.0,0.01
財務成本淨額,21082.0,3.44,75636.0,10.77,46330.0,7.06,11675.0,0.47
採用權益法認列之關聯企業及合資損益之份額淨額,2146.0,0.35,22789.0,3.24,23321.0,3.56,213064.0,8.58
營業外收入及支出合計,56240.0,9.18,18835.0,2.68,16067.0,2.45,91650.0,3.69
稅前淨利（淨損）,30163.0,4.92,82277.0,11.71,40215.0,6.13,41828.0,1.68
所得稅費用（利益）合計,21440.0,3.5,82811.0,11.79,18352.0,2.8,175282.0,7.06
繼續營業單位本期淨利（淨損）,8723.0,1.42,-3342.0,-0.48,-95.0,-0.01,116902.0,4.71
本期淨利（淨損）,8723.0,1.42,86153.0,12.26,18447.0,2.81,18266.0,0.74
其他綜合損益(淨額),,,86153.0,12.26,18447.0,2.81,98636.0,3.97
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-9.0,0.0,,,,,98636.0,3.97
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,-3622.0,-0.59,-19593.0,-2.79,46153.0,7.04,,
不重分類至損益之項目：,-3631.0,-0.59,-12702.0,-1.81,451.0,0.07,4353.0,0.18
其他綜合損益（淨額）,-3631.0,-0.59,-32295.0,-4.6,46604.0,7.11,-4544.0,-0.18
本期綜合損益總額,5092.0,0.83,-32295.0,-4.6,46604.0,7.11,-16845.0,-0.68
淨利（損）歸屬於：,,,53858.0,7.67,65051.0,9.92,-17036.0,-0.69
母公司業主（淨利∕損）,8809.0,1.44,,,,,-17036.0,-0.69
非控制權益（淨利∕損）,-86.0,-0.01,81723.0,11.63,14206.0,2.17,81600.0,3.28
母公司業主（綜合損益）,5081.0,0.83,4430.0,0.63,4241.0,0.65,,
非控制權益（綜合損益）,11.0,0.0,48925.0,6.96,59900.0,9.13,85455.0,3.44
基本每股盈餘,,,4933.0,0.7,5151.0,0.79,13181.0,0.53
基本每股盈餘,0.08,,,,,,67457.0,2.72
稀釋每股盈餘,,,0.72,,0.18,,14143.0,0.57
稀釋每股盈餘,0.08,,,,,,,
