會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,19208712.0,,21136474.0,100.0,19893900.0,100.0,80182799.0,100.0
營業成本合計,17229141.0,,17784113.0,84.14,17085344.0,85.88,69745612.0,86.98
營業毛利（毛損）,1979571.0,,3352361.0,15.86,2808556.0,14.12,10437187.0,13.02
營業毛利（毛損）淨額,1979571.0,,3352361.0,15.86,2808556.0,14.12,10437187.0,13.02
營業費用,,,,,,,,
管理費用,743822.0,,803144.0,3.8,815638.0,4.1,3271753.0,4.08
預期信用減損損失（利益）,-223358.0,,-119827.0,-0.57,128176.0,0.64,-294614.0,-0.37
營業費用合計,520464.0,,683317.0,3.23,943814.0,4.74,2977139.0,3.71
營業利益（損失）,1459107.0,,2669044.0,12.63,1864742.0,9.37,7460048.0,9.3
營業外收入及支出,,,,,,,,
利息收入,299315.0,,323939.0,1.53,330650.0,1.66,1352509.0,1.69
其他收入,73638.0,,1046915.0,4.95,131889.0,0.66,1330819.0,1.66
其他利益及損失淨額,1545609.0,,735059.0,3.48,516757.0,2.6,3072659.0,3.83
財務成本淨額,409277.0,,437765.0,2.07,455564.0,2.29,1772450.0,2.21
採用權益法認列之關聯企業及合資損益之份額淨額,215139.0,,1188658.0,5.62,890116.0,4.47,2492783.0,3.11
營業外收入及支出合計,1724424.0,,2856806.0,13.52,1413848.0,7.11,6476320.0,8.08
稅前淨利（淨損）,3183531.0,,5525850.0,26.14,3278590.0,16.48,13936368.0,17.38
所得稅費用（利益）合計,416452.0,,1128967.0,5.34,639483.0,3.21,2852258.0,3.56
繼續營業單位本期淨利（淨損）,2767079.0,,4396883.0,20.8,2639107.0,13.27,11084110.0,13.82
本期淨利（淨損）,2767079.0,,4396883.0,20.8,2639107.0,13.27,11084110.0,13.82
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,744990.0,,583715.0,2.76,55149.0,0.28,110602.0,0.14
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,290470.0,,1010036.0,4.78,-509803.0,-2.56,2197849.0,2.74
不重分類至損益之項目：,1035460.0,,1593751.0,7.54,-454654.0,-2.29,2078024.0,2.59
國外營運機構財務報表換算之兌換差額,362977.0,,-2075652.0,-9.82,3287224.0,16.52,4386475.0,5.47
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,-161692.0,,-113088.0,-0.54,2126676.0,10.69,-1229250.0,-1.53
後續可能重分類至損益之項目：,201285.0,,-2188740.0,-10.36,5413900.0,27.21,-460054.0,-0.57
其他綜合損益（淨額）,1236745.0,,-594989.0,-2.81,4959246.0,24.93,-1689304.0,-2.11
本期綜合損益總額,4003824.0,,3801894.0,17.99,7598353.0,38.19,2697171.0,3.36
淨利（損）歸屬於：,,,,,,,13781281.0,17.19
母公司業主（淨利∕損）,2687792.0,,4163780.0,19.7,2705618.0,13.6,,
非控制權益（淨利∕損）,79287.0,,233103.0,1.1,-66511.0,-0.33,10882826.0,13.57
母公司業主（綜合損益）,3821000.0,,4182676.0,19.79,6702893.0,33.69,201284.0,0.25
非控制權益（綜合損益）,182824.0,,-380782.0,-1.8,895460.0,4.5,13954793.0,17.4
基本每股盈餘,,,,,,,-173512.0,-0.22
繼續營業單位淨利（淨損）,0.81,,1.26,,0.82,,,
基本每股盈餘,0.81,,1.26,,0.82,,3.28,
稀釋每股盈餘,,,,,,,3.28,
繼續營業單位淨利（淨損）,0.81,,1.26,,0.81,,,
稀釋每股盈餘,0.81,,1.26,,0.81,,3.28,
