民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,72792.0,100281.0,,,,
停業單位稅前淨利（淨損）,0.0,0.0,,,,
本期稅前淨利（淨損）,72792.0,100281.0,,,,
折舊費用,14423.0,15093.0,,,,
攤銷費用,565.0,487.0,,,,
利息費用,198.0,73.0,,,,
利息收入,-69.0,-46.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,-20.0,-321.0,,,,
其他項目,0.0,-6519.0,,,,
收益費損項目合計,15097.0,8767.0,,,,
應收票據（增加）減少,-427.0,-6580.0,,,,
應收帳款（增加）減少,18092.0,43306.0,,,,
其他應收款（增加）減少,979.0,-436.0,,,,
存貨（增加）減少,26045.0,26941.0,,,,
預付款項（增加）減少,1993.0,1689.0,,,,
其他流動資產（增加）減少,-2110.0,72.0,,,,
其他營業資產（增加）減少,-7598.0,14245.0,,,,
與營業活動相關之資產之淨變動合計,36974.0,79237.0,,,,
應付票據增加（減少）,-24777.0,-24622.0,,,,
應付帳款增加（減少）,3611.0,-8104.0,,,,
其他應付款增加（減少）,-61708.0,-69412.0,,,,
預收款項增加（減少）,-3502.0,-918.0,,,,
淨確定福利負債增加(減少),625.0,303.0,,,,
遞延貸項增加（減少）,-3325.0,-3582.0,,,,
其他營業負債增加（減少）,411.0,1052.0,,,,
與營業活動相關之負債之淨變動合計,-88665.0,-105283.0,,,,
與營業活動相關之資產及負債之淨變動合計,-51691.0,-26046.0,,,,
調整項目合計,-36594.0,-17279.0,,,,
營運產生之現金流入（流出）,36198.0,83002.0,,,,
收取之利息,69.0,46.0,,,,
支付之利息,-148.0,-133.0,,,,
退還（支付）之所得稅,-210.0,-880.0,,,,
營業活動之淨現金流入（流出）,35909.0,82035.0,,,,
投資活動之現金流量,,,,,,
對子公司之收購（扣除所取得之現金）,0.0,-6150.0,,,,
取得不動產、廠房及設備,-10289.0,-29001.0,,,,
處分不動產、廠房及設備,170.0,345.0,,,,
存出保證金增加,-1925.0,-262.0,,,,
存出保證金減少,0.0,65.0,,,,
取得無形資產,0.0,-2114.0,,,,
投資活動之淨現金流入（流出）,-12044.0,-37117.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,15000.0,0.0,,,,
短期借款減少,-30000.0,-40000.0,,,,
存入保證金增加,534.0,0.0,,,,
籌資活動之淨現金流入（流出）,-14466.0,-40000.0,,,,
匯率變動對現金及約當現金之影響,-1096.0,317.0,,,,
本期現金及約當現金增加（減少）數,8303.0,5235.0,,,,
期初現金及約當現金餘額,202105.0,219363.0,,,,
期末現金及約當現金餘額,210408.0,224598.0,,,,
資產負債表帳列之現金及約當現金,210408.0,224598.0,,,,
