會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,968745.0,2742007.0,2992844.0,3196960.0
本期稅前淨利（淨損）,968745.0,2742007.0,2992844.0,3196960.0
折舊費用,728003.0,1462250.0,2200753.0,2941968.0
攤銷費用,4765.0,9203.0,14367.0,17943.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-14461.0,-263016.0,-255284.0,-252127.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-7876.0,-9190.0,-7974.0,-7590.0
利息費用,79655.0,175970.0,312573.0,466599.0
利息收入,-7785.0,-797751.0,-812172.0,-846346.0
股利收入,-22054.0,-66014.0,-35228.0,-35228.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-30206.0,-29662.0,-168529.0,-220483.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,-703.0,-32594.0,-22951.0
處分投資性不動產損失（利益）,0.0,0.0,-703.0,-703.0
處分其他資產損失（利益）,730041.0,481087.0,0.0,0.0
處分投資損失（利益）,282612.0,232513.0,0.0,0.0
非金融資產減損損失,152055.0,264020.0,0.0,0.0
收益費損項目合計,313843.0,99197.0,1215209.0,2041082.0
應收票據（增加）減少,-34390.0,-164650.0,249599.0,118118.0
應收帳款（增加）減少,-353171.0,-469610.0,305276.0,635058.0
應收帳款－關係人（增加）減少,34706.0,-5115.0,187429.0,319633.0
其他應收款（增加）減少,36705.0,-78884.0,-60134.0,-54451.0
存貨（增加）減少,432360.0,-122529.0,-1066997.0,-725097.0
預付款項（增加）減少,-21132.0,-28289.0,-67908.0,-100100.0
其他流動資產（增加）減少,-237088.0,-233340.0,-114576.0,-234265.0
與營業活動相關之資產之淨變動合計,41202.0,519.0,-567311.0,-41104.0
應付票據增加（減少）,-886523.0,-578283.0,-35258.0,-8436.0
應付帳款增加（減少）,-30711.0,-21936.0,-322245.0,488509.0
應付帳款－關係人增加（減少）,40957.0,-69334.0,-62195.0,-37804.0
其他應付款增加（減少）,-61753.0,-102753.0,-672154.0,-361233.0
預收款項增加（減少）,18867.0,23919.0,28154.0,70096.0
其他流動負債增加（減少）,-1136181.0,-1009497.0,13300.0,-75236.0
淨確定福利負債增加(減少),-703821.0,-1132026.0,-142974.0,-170765.0
其他營業負債增加（減少）,26220.0,-650939.0,55486.0,55719.0
與營業活動相關之負債之淨變動合計,994965.0,2091068.0,-1137886.0,-39150.0
與營業活動相關之資產及負債之淨變動合計,7791.0,797738.0,-1705197.0,-80254.0
調整項目合計,-81075.0,-165974.0,-489988.0,1960828.0
營運產生之現金流入（流出）,-51313.0,-472071.0,2502856.0,5157788.0
收取之利息,870368.0,2250761.0,812228.0,846346.0
收取之股利,,,111011.0,111011.0
支付之利息,13615.0,28965.0,-296015.0,-419366.0
退還（支付）之所得稅,-1340703.0,-6586.0,-808729.0,-792792.0
營業活動之淨現金流入（流出）,39438.0,-3173333.0,2321351.0,4902987.0
投資活動之現金流量,2715.0,44848.0,,
處分透過其他綜合損益按公允價值衡量之金融資產,-56442.0,1251220.0,28965.0,28965.0
取得採用權益法之投資,0.0,-9186.0,-9979.0,-60270.0
處分子公司,-1341377.0,2402.0,0.0,0.0
取得不動產、廠房及設備,,26433.0,-4956449.0,-7085113.0
處分不動產、廠房及設備,1137332.0,-7726.0,48405.0,53774.0
其他應收款減少,-198320.0,0.0,1251220.0,1251220.0
取得使用權資產,-15425.0,0.0,-9186.0,-9186.0
處分投資性不動產,923587.0,-1842963.0,2402.0,2402.0
其他金融資產減少,247309.0,,0.0,9072.0
其他非流動資產增加,699887.0,1187476.0,20810.0,-28610.0
其他非流動資產減少,7075052.0,167085.0,-24460.0,0.0
其他投資活動,7774939.0,-31542.0,0.0,0.0
投資活動之淨現金流入（流出）,7774939.0,1323019.0,-3648272.0,-5837746.0
