會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,584716.0,917256.0,1596824.0,1634174.0
本期稅前淨利（淨損）,584716.0,917256.0,1596824.0,1634174.0
折舊費用,729759.0,1544486.0,2320689.0,3117558.0
攤銷費用,24021.0,48652.0,85125.0,117841.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,6067.0,2073.0,15612.0,12312.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,139017.0,-25951.0,-86980.0,-48116.0
利息費用,205041.0,501786.0,943931.0,1555272.0
利息收入,-24551.0,-60248.0,-99153.0,-157083.0
股利收入,-303257.0,-303977.0,-303977.0,-303977.0
股份基礎給付酬勞成本,10056.0,19135.0,27518.0,35467.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-17135.0,-69803.0,-154418.0,-132331.0
處分及報廢不動產、廠房及設備損失（利益）,-3769.0,13626.0,24139.0,11156.0
處分待出售非流動資產損失（利益）,-72319.0,-72604.0,-72689.0,-73351.0
處分投資損失（利益）,0.0,0.0,8361.0,-7061.0
非金融資產減損損失,-6932.0,-7002.0,0.0,416716.0
其他項目,436.0,885.0,-5835.0,-10975.0
收益費損項目合計,686434.0,1591058.0,504.0,4533428.0
強制透過損益按公允價值衡量之金融資產（增加）減少,136340.0,299168.0,2702827.0,543982.0
合約資產（增加）減少,10992.0,-7945.0,364441.0,0.0
應收票據（增加）減少,-4436690.0,-2786722.0,0.0,58604.0
應收帳款（增加）減少,-3287747.0,-3565669.0,49760.0,-6637422.0
應收帳款－關係人（增加）減少,75610.0,62309.0,-10154472.0,-7888624.0
其他應收款（增加）減少,-53380.0,-51854.0,-6758295.0,-409562.0
其他應收款－關係人（增加）減少,-1442472.0,-4252262.0,-686862.0,58799.0
存貨（增加）減少,-155585.0,-242193.0,-672948.0,2836140.0
預付款項（增加）減少,188782.0,175170.0,-3960775.0,-258556.0
其他流動資產（增加）減少,-8964150.0,-10369998.0,-215164.0,-1220975.0
與營業活動相關之資產之淨變動合計,29265.0,48000.0,-906413.0,-12917614.0
合約負債增加（減少）,1795.0,338.0,-22940728.0,234326.0
應付票據增加（減少）,-572031.0,3575474.0,24718.0,-1066.0
應付帳款增加（減少）,1789212.0,1865082.0,-971.0,-572271.0
應付帳款－關係人增加（減少）,-308781.0,-9727.0,4707194.0,2562756.0
其他應付款增加（減少）,52258.0,80259.0,2988238.0,1540312.0
其他應付款－關係人增加（減少）,490060.0,648867.0,1493065.0,1115.0
其他流動負債增加（減少）,30327.0,55618.0,82385.0,901576.0
淨確定福利負債增加(減少),1512105.0,6263911.0,1259035.0,120623.0
與營業活動相關之負債之淨變動合計,-7452045.0,-4106087.0,95437.0,4787371.0
與營業活動相關之資產及負債之淨變動合計,-6765611.0,-2515029.0,10649101.0,-8130243.0
調整項目合計,-6180895.0,-1597773.0,-12291627.0,-3596815.0
營運產生之現金流入（流出）,18926.0,48678.0,-9588800.0,-1962641.0
收取之利息,-182365.0,-452104.0,-7991976.0,89189.0
支付之利息,-146893.0,-239142.0,62055.0,-1372402.0
退還（支付）之所得稅,-6491227.0,-2240341.0,-843022.0,-481072.0
營業活動之淨現金流入（流出）,,,-351081.0,-3726926.0
投資活動之現金流量,280.0,0.0,-9124024.0,
處分透過其他綜合損益按公允價值衡量之金融資產,2700.0,0.0,,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,174097.0,402.0,0.0,0.0
取得按攤銷後成本衡量之金融資產,-1140836.0,12925.0,0.0,-3002.0
處分按攤銷後成本衡量之金融資產,30570.0,178596.0,351.0,0.0
按攤銷後成本衡量之金融資產到期還本,-16962.0,-3025911.0,23150.0,5006.0
處分透過損益按公允價值衡量之金融資產,8856.0,128736.0,0.0,33375.0
處分子公司,-29345.0,-45058.0,182043.0,0.0
處分待出售非流動資產,-775329.0,0.0,-4210360.0,185329.0
取得不動產、廠房及設備,0.0,13489.0,150825.0,-5197690.0
處分不動產、廠房及設備,55742.0,-50978.0,-162588.0,237456.0
取得無形資產,-1690227.0,-1490481.0,0.0,-191656.0
其他金融資產增加,,433839.0,12806.0,0.0
其他金融資產減少,1917625.0,93513.0,-159579.0,13603.0
其他非流動資產增加,-174749.0,-3750928.0,-289890.0,-151628.0
預付設備款增加,0.0,,433839.0,-413168.0
收取之利息,-200000.0,1223841.0,125882.0,26297.0
收取之股利,6434910.0,-689857.0,-3893521.0,433839.0
其他投資活動,-674443.0,-1120000.0,,122946.0
投資活動之淨現金流入（流出）,-39361.0,10068662.0,4984095.0,-4899293.0
籌資活動之現金流量,9058.0,-3579618.0,-1302268.0,
短期借款增加,0.0,-92038.0,0.0,4251652.0
短期借款減少,125302.0,10352.0,-1145000.0,-3362178.0
應付短期票券增加,9851.0,0.0,11096631.0,25000.0
應付短期票券減少,7408193.0,149665.0,-3684168.0,-1070000.0
舉借長期借款,2466310.0,0.0,-155076.0,10232142.0
償還長期借款,1693049.0,0.0,20627.0,-2431447.0
租賃本金償還,8067899.0,38679.0,0.0,-205139.0
其他非流動負債增加,9760948.0,6009686.0,-290551.0,-39299.0
發放現金股利,9760948.0,3040558.0,149770.0,-290551.0
