會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,1925724.0,17.22,1588647.0,14.87,1372669.0,13.22,665867.0,6.75
透過損益按公允價值衡量之金融資產－流動,261086.0,2.33,289094.0,2.71,342444.0,3.3,317790.0,3.22
應收票據淨額,421532.0,3.77,446647.0,4.18,458491.0,4.42,443331.0,4.49
應收帳款淨額,783127.0,7.0,810437.0,7.58,685732.0,6.6,717144.0,7.27
其他應收款淨額,38933.0,0.35,102718.0,0.96,64368.0,0.62,69549.0,0.71
其他應收款－關係人淨額,0.0,0.0,12685.0,0.12,0.0,0.0,0.0,0.0
本期所得稅資產,12724.0,0.11,1628343.0,15.24,12685.0,0.12,0.0,0.0
存貨,1597042.0,14.28,0.0,0.0,1757957.0,16.93,1877243.0,19.03
待出售非流動資產（或處分群組）淨額,0.0,0.0,153383.0,1.44,0.0,0.0,0.0,0.0
其他流動資產,181884.0,1.63,5031954.0,47.09,165494.0,1.59,154415.0,1.57
流動資產合計,5222052.0,46.69,,,4859840.0,46.8,4245339.0,43.04
非流動資產,,,1028953.0,9.63,,,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,1261481.0,11.28,51005.0,0.48,902359.0,8.69,960614.0,9.74
採用權益法之投資,53352.0,0.48,3593297.0,33.62,50980.0,0.49,51758.0,0.52
不動產、廠房及設備,3632501.0,32.48,108316.0,1.01,3599009.0,34.66,3594970.0,36.44
使用權資產,116711.0,1.04,679355.0,6.36,116906.0,1.13,109550.0,1.11
投資性不動產淨額,685491.0,6.13,35128.0,0.33,677681.0,6.53,671722.0,6.81
無形資產,37164.0,0.33,48289.0,0.45,40192.0,0.39,0.0,0.0
遞延所得稅資產,48687.0,0.44,110496.0,1.03,49144.0,0.47,31367.0,0.32
其他非流動資產,126359.0,1.13,5654839.0,52.91,87338.0,0.84,198868.0,2.02
非流動資產合計,5961746.0,53.31,10686793.0,100.0,5523609.0,53.2,5618849.0,56.96
資產總額,11183798.0,100.0,,,10383449.0,100.0,9864188.0,100.0
流動負債,,,985916.0,9.23,,,,
短期借款,1285451.0,11.49,0.0,0.0,812735.0,7.83,927415.0,9.4
應付短期票券,0.0,0.0,161404.0,1.51,110000.0,1.06,105000.0,1.06
應付票據,160297.0,1.43,0.0,0.0,146687.0,1.41,123366.0,1.25
應付帳款,522750.0,4.67,526931.0,4.93,0.0,0.0,476817.0,4.83
應付帳款－關係人,0.0,0.0,0.0,0.0,495886.0,4.78,537907.0,5.45
其他應付款,578383.0,5.17,614530.0,5.75,0.0,0.0,54040.0,0.55
本期所得稅負債,35978.0,0.32,72540.0,0.68,1180419.0,11.37,19089.0,0.19
負債準備－流動,21917.0,0.2,22482.0,0.21,62577.0,0.6,0.0,0.0
與待出售非流動資產直接相關（或處分群組）之負債,0.0,0.0,0.0,0.0,21205.0,0.2,30788.0,0.31
租賃負債－流動,27351.0,0.24,25547.0,0.24,0.0,0.0,203162.0,2.06
其他流動負債,183013.0,1.64,205536.0,1.92,31127.0,0.3,2477584.0,25.12
流動負債合計,2815140.0,25.17,2614886.0,24.47,205971.0,1.98,,
非流動負債,,,,,3066607.0,29.53,504603.0,5.12
長期借款,592230.0,5.3,551156.0,5.16,,,295665.0,3.0
遞延所得稅負債,292816.0,2.62,292816.0,2.74,545555.0,5.25,54012.0,0.55
租賃負債－非流動,63478.0,0.57,57515.0,0.54,292816.0,2.82,23632.0,0.24
其他非流動負債,43943.0,0.39,41163.0,0.39,61145.0,0.59,877912.0,8.9
非流動負債合計,992467.0,8.87,942650.0,8.82,41201.0,0.4,3355496.0,34.02
負債總額,3807607.0,34.05,3557536.0,33.29,940717.0,9.06,,
歸屬於母公司業主之權益,,,,,4007324.0,38.59,,
股本,,,,,,,3032800.0,30.75
普通股股本,3698536.0,33.07,3698536.0,34.61,,,3032800.0,30.75
股本合計,3698536.0,33.07,3698536.0,34.61,3032800.0,29.21,,
資本公積,,,,,3032800.0,29.21,15223.0,0.15
資本公積合計,13478.0,0.12,13612.0,0.13,,,,
保留盈餘,,,,,15223.0,0.15,3036828.0,30.79
保留盈餘合計,2979736.0,26.64,2961100.0,27.71,,,,
其他權益,,,,,2968843.0,28.59,376639.0,3.82
其他權益合計,638785.0,5.71,410683.0,3.84,,,-13461.0,-0.14
庫藏股票,-16582.0,-0.15,-16582.0,-0.16,315616.0,3.04,6448029.0,65.37
歸屬於母公司業主之權益合計,7313953.0,65.4,7067349.0,66.13,-13461.0,-0.13,60663.0,0.61
非控制權益,62238.0,0.56,61908.0,0.58,6319021.0,60.86,6508692.0,65.98
權益總額,7376191.0,65.95,7129257.0,66.71,57104.0,0.55,9864188.0,100.0
負債及權益總計,11183798.0,100.0,10686793.0,100.0,6376125.0,61.41,0.0,
待註銷股本股數（單位：股）,0.0,,0.0,,10383449.0,100.0,1421725.0,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,1733812.0,,0.0,,,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,1733812.0,,,,0.0,,,
