會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,803321.0,1552520.0,2088561.0,2239389.0
本期稅前淨利（淨損）,803321.0,1552520.0,2088561.0,2239389.0
折舊費用,90078.0,182730.0,279758.0,371419.0
攤銷費用,730.0,1311.0,1893.0,2480.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-443.0,-212.0,-327.0,-526.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,210.0,330.0,690.0,30.0
利息費用,762.0,1533.0,2198.0,2717.0
利息收入,-19584.0,-43954.0,-82323.0,-147752.0
股利收入,150.0,-720.0,-12338.0,-12338.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,873.0,890.0,996.0
不動產、廠房及設備轉列費用數,-720.0,394.0,818.0,818.0
其他項目,71183.0,-1002.0,-34252.0,5665.0
收益費損項目合計,-21795.0,141283.0,-6371.0,223509.0
強制透過損益按公允價值衡量之金融資產（增加）減少,446690.0,55980.0,150636.0,0.0
應收票據（增加）減少,16156.0,490186.0,46868.0,89245.0
應收帳款（增加）減少,-172392.0,9105.0,796021.0,921931.0
其他應收款（增加）減少,-58957.0,-520406.0,20342.0,29665.0
存貨（增加）減少,-17131.0,-128439.0,-523152.0,-470704.0
預付款項（增加）減少,192571.0,-35606.0,-27906.0,13660.0
其他營業資產（增加）減少,40568.0,-129180.0,-76142.0,-118545.0
與營業活動相關之資產之淨變動合計,-7398.0,-36236.0,236031.0,465252.0
合約負債增加（減少）,-883597.0,0.0,-4260.0,-25808.0
應付帳款增加（減少）,-20418.0,25019.0,0.0,-142959.0
其他應付款增加（減少）,-847.0,-785607.0,-133025.0,-876833.0
其他流動負債增加（減少）,-871692.0,-20418.0,-651525.0,-20418.0
淨確定福利負債增加(減少),-679121.0,-1434.0,-20418.0,-4837.0
與營業活動相關之負債之淨變動合計,-607938.0,-818676.0,-2164.0,-1070855.0
與營業活動相關之資產及負債之淨變動合計,195383.0,-947856.0,-811392.0,-605603.0
調整項目合計,16389.0,-806573.0,-575361.0,-382094.0
營運產生之現金流入（流出）,-854.0,745947.0,-424725.0,1857295.0
收取之利息,-89385.0,59056.0,1663836.0,171808.0
收取之股利,121533.0,720.0,99581.0,12338.0
支付之利息,,-1553.0,12338.0,-3157.0
退還（支付）之所得稅,-21095.0,-1273907.0,-2204.0,-1724536.0
營業活動之淨現金流入（流出）,-676266.0,-469737.0,-1687747.0,313748.0
投資活動之現金流量,1026248.0,,85804.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-23443.0,-22395.0,,-40307.0
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,-666025.0,-40307.0,0.0
取得按攤銷後成本衡量之金融資產,-1530.0,1517694.0,0.0,-3516339.0
處分按攤銷後成本衡量之金融資產,-118.0,-90281.0,-669607.0,3071488.0
取得不動產、廠房及設備,-47301.0,971.0,2759486.0,-231151.0
處分不動產、廠房及設備,256495.0,-2306.0,-135844.0,972.0
存出保證金增加,,-216.0,971.0,-5793.0
取得無形資產,-70000.0,-77094.0,-5831.0,-960.0
預付設備款增加,60000.0,-67.0,-341.0,-53425.0
其他投資活動,-5000.0,660281.0,-102212.0,-450.0
投資活動之淨現金流入（流出）,-5592.0,,-229.0,-775965.0
籌資活動之現金流量,-20592.0,-70000.0,1806086.0,
短期借款增加,168869.0,30000.0,,10000.0
短期借款減少,526305.0,60000.0,-50000.0,0.0
應付短期票券增加,10997019.0,-42500.0,85000.0,-10000.0
舉借長期借款,11523324.0,-11207.0,-91667.0,85000.0
償還長期借款,11523324.0,-3446917.0,-16836.0,-96667.0
