會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,5195.0,100.0,4446.0,100.0,2019.0,100.0,20754.0,100.0
營業收入合計,5195.0,100.0,4446.0,100.0,2019.0,100.0,20754.0,100.0
營業成本合計,8657.0,166.64,6714.0,151.01,4514.0,223.58,27919.0,134.52
營業毛利（毛損）,-3462.0,-66.64,-2268.0,-51.01,-2495.0,-123.58,-7165.0,-34.52
營業毛利（毛損）淨額,-3462.0,-66.64,-2268.0,-51.01,-2495.0,-123.58,-7165.0,-34.52
營業費用,,,,,,,,
推銷費用,5614.0,108.07,5620.0,126.41,5869.0,290.69,24045.0,115.86
管理費用,12475.0,240.13,14016.0,315.25,12375.0,612.93,51496.0,248.13
研究發展費用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
營業費用合計,18089.0,348.2,19636.0,441.66,18244.0,903.62,75541.0,363.98
其他收益及費損淨額,,,,,,,,
其他收益及費損淨額,1903.0,36.63,7.0,0.16,648.0,32.1,2596.0,12.51
營業利益（損失）,-19648.0,-378.21,-21897.0,-492.51,-20091.0,-995.1,-80110.0,-386.0
營業外收入及支出,,,,,,,,
利息收入,5.0,0.1,27.0,0.61,0.0,0.0,321.0,1.55
其他收入,2055.0,39.56,1618.0,36.39,1936.0,95.89,5629.0,27.12
其他利益及損失淨額,-849.0,-16.34,1535.0,34.53,3455.0,171.12,137720.0,663.58
財務成本淨額,9145.0,176.03,10084.0,226.81,11966.0,592.67,44149.0,212.73
採用權益法認列之關聯企業及合資損益之份額淨額,266.0,5.12,1170.0,26.32,346.0,17.14,1754.0,8.45
營業外收入及支出合計,-7668.0,-147.6,-5734.0,-128.97,-6229.0,-308.52,101275.0,487.98
稅前淨利（淨損）,-27316.0,-525.81,-27631.0,-621.48,-26320.0,-1303.62,21165.0,101.98
所得稅費用（利益）合計,0.0,0.0,0.0,0.0,0.0,0.0,-645.0,-3.11
繼續營業單位本期淨利（淨損）,-27316.0,-525.81,-27631.0,-621.48,-26320.0,-1303.62,21810.0,105.09
本期淨利（淨損）,-27316.0,-525.81,-27631.0,-621.48,-26320.0,-1303.62,21810.0,105.09
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-578.0,-11.13,-658.0,-14.8,-1922.0,-95.2,5353.0,25.79
不重分類至損益之項目：,-578.0,-11.13,-658.0,-14.8,-1922.0,-95.2,0.0,0.0
其他綜合損益（淨額）,-578.0,-11.13,-658.0,-14.8,-1922.0,-95.2,-4207.0,-20.27
本期綜合損益總額,-27894.0,-536.94,-28289.0,-636.28,-28242.0,-1398.81,1070.0,5.16
淨利（損）歸屬於：,,,,,,,76.0,0.37
母公司業主（淨利∕損）,-27315.0,-525.79,-27629.0,-621.43,-26318.0,-1303.52,76.0,0.37
非控制權益（淨利∕損）,-1.0,-0.02,-2.0,-0.04,-2.0,-0.1,21886.0,105.45
母公司業主（綜合損益）,-27893.0,-536.92,-28287.0,-636.23,-28240.0,-1398.71,,
非控制權益（綜合損益）,-1.0,-0.02,-2.0,-0.04,-2.0,-0.1,21817.0,105.12
基本每股盈餘,,,,,,,-7.0,-0.03
繼續營業單位淨利（淨損）,-0.5,,-0.51,,-0.48,,21893.0,105.49
基本每股盈餘,-0.5,,-0.51,,-0.48,,-7.0,-0.03
