會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,309853.0,3.36,587164.0,6.02,571344.0,6.7,765147.0,8.58
透過損益按公允價值衡量之金融資產－流動,314095.0,3.41,251820.0,2.58,233923.0,2.74,223712.0,2.51
應收帳款淨額,1319489.0,14.31,1146300.0,11.76,880483.0,10.32,975107.0,10.94
其他應收款淨額,13286.0,0.14,14127.0,0.14,5776.0,0.07,2323.0,0.03
本期所得稅資產,5783.0,0.06,276.0,0.0,4876.0,0.06,12.0,0.0
存貨,377204.0,4.09,1075762.0,11.04,385505.0,4.52,568790.0,6.38
預付款項,161997.0,1.76,169318.0,1.74,207109.0,2.43,215534.0,2.42
待出售非流動資產（或處分群組）淨額,0.0,0.0,0.0,0.0,0.0,0.0,5474.0,0.06
其他流動資產,240820.0,2.61,224166.0,2.3,30883.0,0.36,36682.0,0.41
流動資產合計,2742527.0,29.75,3468933.0,35.59,2319899.0,27.19,2792781.0,31.34
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,9740.0,0.11,7982.0,0.08,6372.0,0.07,7576.0,0.09
透過其他綜合損益按公允價值衡量之金融資產－非流動,1010544.0,10.96,951167.0,9.76,924523.0,10.83,888543.0,9.97
採用權益法之投資,1364550.0,14.8,1274352.0,13.08,1259768.0,14.76,1195812.0,13.42
不動產、廠房及設備,3785980.0,41.06,3731200.0,38.29,3674350.0,43.06,3650870.0,40.96
使用權資產,8591.0,0.09,11423.0,0.12,17704.0,0.21,20833.0,0.23
投資性不動產淨額,56929.0,0.62,56843.0,0.58,56756.0,0.67,56669.0,0.64
無形資產,7224.0,0.08,6857.0,0.07,6491.0,0.08,6125.0,0.07
遞延所得稅資產,123028.0,1.33,142399.0,1.46,188261.0,2.21,230610.0,2.59
其他非流動資產,110668.0,1.2,94449.0,0.97,79044.0,0.93,62829.0,0.7
非流動資產合計,6477254.0,70.25,6276672.0,64.41,6213269.0,72.81,6119867.0,68.66
資產總額,9219781.0,100.0,9745605.0,100.0,8533168.0,100.0,8912648.0,100.0
流動負債,,,,,,,,
短期借款,317500.0,3.44,267500.0,2.74,515000.0,6.04,807500.0,9.06
合約負債－流動,36292.0,0.39,49556.0,0.51,35268.0,0.41,48542.0,0.54
應付票據,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
應付帳款,888574.0,9.64,1754467.0,18.0,602521.0,7.06,895858.0,10.05
其他應付款,105170.0,1.14,164984.0,1.69,76471.0,0.9,113638.0,1.28
本期所得稅負債,33267.0,0.36,16.0,0.0,907.0,0.01,7669.0,0.09
負債準備－流動,349.0,0.0,1176.0,0.01,18.0,0.0,0.0,0.0
租賃負債－流動,3067.0,0.03,3810.0,0.04,5691.0,0.07,6393.0,0.07
其他流動負債,15341.0,0.17,10798.0,0.11,10858.0,0.13,11025.0,0.12
流動負債合計,1399560.0,15.18,2252307.0,23.11,1246734.0,14.61,1890625.0,21.21
非流動負債,,,,,,,,
長期借款,66660.0,0.72,64601.0,0.66,62575.0,0.73,60476.0,0.68
遞延所得稅負債,174983.0,1.9,174607.0,1.79,175541.0,2.06,175293.0,1.97
租賃負債－非流動,5415.0,0.06,6663.0,0.07,11303.0,0.13,13242.0,0.15
其他非流動負債,64986.0,0.7,65147.0,0.67,65341.0,0.77,50766.0,0.57
非流動負債合計,312044.0,3.38,311018.0,3.19,314760.0,3.69,299777.0,3.36
負債總額,1711604.0,18.56,2563325.0,26.3,1561494.0,18.3,2190402.0,24.58
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,5278698.0,57.25,5278698.0,54.16,5278698.0,61.86,5278698.0,59.23
股本合計,5278698.0,57.25,5278698.0,54.16,5278698.0,61.86,5278698.0,59.23
資本公積,,,,,,,,
資本公積合計,64674.0,0.7,64671.0,0.66,70882.0,0.83,70947.0,0.8
保留盈餘,,,,,,,,
法定盈餘公積,612264.0,6.64,639287.0,6.56,639287.0,7.49,639287.0,7.17
特別盈餘公積,0.0,0.0,8811.0,0.09,8811.0,0.1,8811.0,0.1
未分配盈餘（或待彌補虧損）,1268820.0,13.76,1003093.0,10.29,831371.0,9.74,688983.0,7.73
保留盈餘合計,1881084.0,20.4,1651191.0,16.94,1479469.0,17.34,1337081.0,15.0
其他權益,,,,,,,,
其他權益合計,28883.0,0.31,-63060.0,-0.65,-110872.0,-1.3,-214852.0,-2.41
庫藏股票,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
歸屬於母公司業主之權益合計,7253326.0,78.67,6931500.0,71.12,6718177.0,78.73,6471874.0,72.61
非控制權益,254851.0,2.76,250780.0,2.57,253497.0,2.97,250372.0,2.81
權益總額,7508177.0,81.44,7182280.0,73.7,6971674.0,81.7,6722246.0,75.42
負債及權益總計,9219781.0,100.0,9745605.0,100.0,8533168.0,100.0,8912648.0,100.0
待註銷股本股數（單位：股）,0.0,,0.0,,0.0,,0.0,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,602.0,,,,,,,
