會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1929141.0,100.0,3916739.0,100.0,1946600.0,100.0,9220863.0,100.0
營業成本合計,1677530.0,86.96,3213461.0,82.04,1696021.0,87.13,7777614.0,84.35
營業毛利（毛損）,251611.0,13.04,703278.0,17.96,250579.0,12.87,1443249.0,15.65
未實現銷貨（損）益,3646.0,0.19,5062.0,0.13,3850.0,0.2,15667.0,0.17
已實現銷貨（損）益,4579.0,0.24,3691.0,0.09,5047.0,0.26,17138.0,0.19
營業毛利（毛損）淨額,252544.0,13.09,701907.0,17.92,251776.0,12.93,1444720.0,15.67
營業費用,,,,,,,,
推銷費用,268338.0,13.91,390400.0,9.97,228251.0,11.73,1146692.0,12.44
管理費用,118297.0,6.13,96120.0,2.45,77182.0,3.96,416647.0,4.52
研究發展費用,27107.0,1.41,28105.0,0.72,27773.0,1.43,109238.0,1.18
預期信用減損損失（利益）,22700.0,1.18,-8524.0,-0.22,17933.0,0.92,15114.0,0.16
營業費用合計,436442.0,22.62,506101.0,12.92,351139.0,18.04,1687691.0,18.3
營業利益（損失）,-183898.0,-9.53,195806.0,5.0,-99363.0,-5.1,-242971.0,-2.64
營業外收入及支出,,,,,,,,
利息收入,4729.0,0.25,11595.0,0.3,2183.0,0.11,23103.0,0.25
其他收入,7885.0,0.41,16830.0,0.43,24714.0,1.27,73577.0,0.8
其他利益及損失淨額,708766.0,36.74,28716.0,0.73,54935.0,2.82,714741.0,7.75
財務成本淨額,9986.0,0.52,12104.0,0.31,10827.0,0.56,29890.0,0.32
採用權益法認列之關聯企業及合資損益之份額淨額,-1012.0,-0.05,535.0,0.01,-197.0,-0.01,146.0,0.0
營業外收入及支出合計,710382.0,36.82,45572.0,1.16,70808.0,3.64,781677.0,8.48
稅前淨利（淨損）,526484.0,27.29,241378.0,6.16,-28555.0,-1.47,538706.0,5.84
所得稅費用（利益）合計,90948.0,4.71,30469.0,0.78,-3443.0,-0.18,65509.0,0.71
繼續營業單位本期淨利（淨損）,435536.0,22.58,210909.0,5.38,-25112.0,-1.29,473197.0,5.13
本期淨利（淨損）,435536.0,22.58,210909.0,5.38,-25112.0,-1.29,473197.0,5.13
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,140699.0,7.29,-108237.0,-2.76,-13088.0,-0.67,4819.0,0.05
後續可能重分類至損益之項目：,140699.0,7.29,-108237.0,-2.76,-13088.0,-0.67,4819.0,0.05
其他綜合損益（淨額）,140699.0,7.29,-108237.0,-2.76,-13088.0,-0.67,-17136.0,-0.19
本期綜合損益總額,576235.0,29.87,102672.0,2.62,-38200.0,-1.96,-17136.0,-0.19
淨利（損）歸屬於：,,,,,,,-12317.0,-0.13
母公司業主（淨利∕損）,435536.0,22.58,210909.0,5.38,-25112.0,-1.29,460880.0,5.0
母公司業主（綜合損益）,576235.0,29.87,102672.0,2.62,-38200.0,-1.96,,
基本每股盈餘,,,,,,,473197.0,5.13
繼續營業單位淨利（淨損）,2.99,,1.45,,-0.17,,460880.0,5.0
基本每股盈餘,2.99,,1.45,,-0.17,,,
稀釋每股盈餘,,,,,,,3.25,
繼續營業單位淨利（淨損）,2.55,,1.23,,-0.17,,3.25,
稀釋每股盈餘,2.55,,1.23,,-0.17,,,
