會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,63519.0,321365.0,565627.0,607489.0
本期稅前淨利（淨損）,63519.0,321365.0,565627.0,607489.0
折舊費用,113579.0,230259.0,347628.0,476700.0
攤銷費用,5824.0,12169.0,18557.0,24725.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,8.0,975.0,3008.0,1760.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-1165.0,13332.0,12110.0,551.0
利息費用,12006.0,24442.0,38141.0,51773.0
利息收入,-3953.0,-9140.0,-17887.0,-35184.0
股利收入,-8097.0,-7037.0,-11703.0,-11703.0
採用權益法認列之關聯企業及合資損失（利益）之份額,739.0,-20026.0,-37960.0,-42401.0
處分及報廢不動產、廠房及設備損失（利益）,29.0,6717.0,11308.0,20181.0
處分無形資產損失（利益）,28025.0,29.0,29.0,29.0
金融資產減損損失,-18314.0,19835.0,19835.0,19835.0
非金融資產減損損失,0.0,21468.0,30346.0,25896.0
未實現外幣兌換損失（利益）,128681.0,-29445.0,-92988.0,33769.0
其他項目,-6755.0,0.0,0.0,-4164.0
收益費損項目合計,-37922.0,263578.0,320424.0,561767.0
應收票據（增加）減少,-64141.0,76733.0,87329.0,181012.0
應收帳款（增加）減少,9947.0,196088.0,650545.0,1509139.0
存貨（增加）減少,-98871.0,222082.0,372563.0,379335.0
其他流動資產（增加）減少,116841.0,3322.0,25760.0,74390.0
其他營業資產（增加）減少,-5113.0,498225.0,1136197.0,-39.0
與營業活動相關之資產之淨變動合計,13506.0,-102400.0,-391795.0,2143837.0
應付帳款增加（減少）,-1547.0,137731.0,128037.0,-768039.0
其他應付款增加（減少）,225.0,8807.0,11982.0,127575.0
其他流動負債增加（減少）,123912.0,-1570.0,-1567.0,32529.0
淨確定福利負債增加(減少),25041.0,493.0,1420.0,-1983.0
其他營業負債增加（減少）,153722.0,43061.0,-251923.0,1287.0
與營業活動相關之負債之淨變動合計,217241.0,541286.0,884274.0,-608631.0
與營業活動相關之資產及負債之淨變動合計,-12003.0,804864.0,1204698.0,1535206.0
調整項目合計,-35172.0,1126229.0,1770325.0,2096973.0
營運產生之現金流入（流出）,170066.0,-18265.0,-28355.0,2704462.0
支付之利息,,-170427.0,-266224.0,-38645.0
退還（支付）之所得稅,88153.0,937537.0,1475746.0,-317054.0
營業活動之淨現金流入（流出）,-330578.0,,,2348763.0
投資活動之現金流量,332620.0,61177.0,-199485.0,
取得按攤銷後成本衡量之金融資產,-79886.0,-500995.0,222258.0,-414425.0
處分按攤銷後成本衡量之金融資產,348.0,328592.0,-708590.0,530663.0
取得透過損益按公允價值衡量之金融資產,-1198.0,-125720.0,531680.0,-1482944.0
處分透過損益按公允價值衡量之金融資產,-8104.0,12301.0,0.0,931815.0
取得採用權益法之投資,124.0,664.0,-178125.0,0.0
取得不動產、廠房及設備,-9872.0,-15609.0,35654.0,-179041.0
處分不動產、廠房及設備,3953.0,1198.0,0.0,38491.0
存出保證金增加,-4440.0,-7185.0,1153.0,-1645.0
取得無形資產,,9140.0,-25451.0,-29925.0
預付設備款增加,9571.0,18437.0,0.0,-60381.0
收取之利息,0.0,-218000.0,4323.0,31291.0
收取之股利,0.0,,-10013.0,23103.0
投資活動之淨現金流入（流出）,-4132.0,113833.0,17887.0,-612998.0
籌資活動之現金流量,0.0,0.0,23103.0,
短期借款增加,-220.0,10000.0,-285606.0,581343.0
短期借款減少,-55390.0,-8256.0,,0.0
應付短期票券增加,-50171.0,0.0,496268.0,0.0
發行公司債,54908.0,-222.0,0.0,0.0
舉借長期借款,170363.0,-104412.0,0.0,10000.0
償還長期借款,2059537.0,10943.0,0.0,-26483.0
存入保證金增加,2229900.0,6354.0,10000.0,0.0
存入保證金減少,2229900.0,736834.0,-12372.0,-511.0
