會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,2765060.0,100.0,2803440.0,100.0,2457801.0,100.0,9809443.0,100.0
營業成本合計,2398165.0,86.73,2309989.0,82.4,2053061.0,83.53,8186253.0,83.45
營業毛利（毛損）,366895.0,13.27,493451.0,17.6,404740.0,16.47,1623190.0,16.55
營業毛利（毛損）淨額,366895.0,13.27,493451.0,17.6,404740.0,16.47,1623190.0,16.55
營業費用,,,,,,,,
推銷費用,83336.0,3.01,89983.0,3.21,77037.0,3.13,298169.0,3.04
管理費用,185089.0,6.69,202533.0,7.22,222300.0,9.04,797012.0,8.12
研究發展費用,46966.0,1.7,48594.0,1.73,45970.0,1.87,182447.0,1.86
預期信用減損損失（利益）,8.0,0.0,967.0,0.03,2033.0,0.08,1760.0,0.02
營業費用合計,315399.0,11.41,342077.0,12.2,347340.0,14.13,1279388.0,13.04
營業利益（損失）,51496.0,1.86,151374.0,5.4,57400.0,2.34,343802.0,3.5
營業外收入及支出,,,,,,,,
利息收入,3953.0,0.14,5187.0,0.19,8747.0,0.36,35184.0,0.36
其他收入,5347.0,0.19,18046.0,0.64,8091.0,0.33,38822.0,0.4
其他利益及損失淨額,6632.0,0.24,83746.0,2.99,165789.0,6.75,199053.0,2.03
財務成本淨額,12006.0,0.43,12436.0,0.44,13699.0,0.56,51773.0,0.53
採用權益法認列之關聯企業及合資損益之份額淨額,8097.0,0.29,11929.0,0.43,17934.0,0.73,42401.0,0.43
營業外收入及支出合計,12023.0,0.43,106472.0,3.8,186862.0,7.6,263687.0,2.69
稅前淨利（淨損）,63519.0,2.3,257846.0,9.2,244262.0,9.94,607489.0,6.19
所得稅費用（利益）合計,35172.0,1.27,105183.0,3.75,76865.0,3.13,230040.0,2.35
繼續營業單位本期淨利（淨損）,28347.0,1.03,152663.0,5.45,167397.0,6.81,377449.0,3.85
本期淨利（淨損）,28347.0,1.03,152663.0,5.45,167397.0,6.81,377449.0,3.85
其他綜合損益(淨額),,,,,,,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,-2586.0,-0.09,-9896.0,-0.35,-4706.0,-0.19,6213.0,0.06
不重分類至損益之項目：,-2586.0,-0.09,-9896.0,-0.35,-4706.0,-0.19,-15136.0,-0.15
國外營運機構財務報表換算之兌換差額,242555.0,8.77,-69027.0,-2.46,114522.0,4.66,773.0,0.01
後續可能重分類至損益之項目：,242555.0,8.77,-69027.0,-2.46,114522.0,4.66,-9696.0,-0.1
其他綜合損益（淨額）,239969.0,8.68,-78923.0,-2.82,109816.0,4.47,192013.0,1.96
本期綜合損益總額,268316.0,9.7,73740.0,2.63,277213.0,11.28,192013.0,1.96
淨利（損）歸屬於：,,,,,,,182317.0,1.86
母公司業主（淨利∕損）,30921.0,1.12,150917.0,5.38,161470.0,6.57,559766.0,5.71
非控制權益（淨利∕損）,-2574.0,-0.09,1746.0,0.06,5927.0,0.24,,
母公司業主（綜合損益）,259536.0,9.39,77341.0,2.76,269248.0,10.95,371277.0,3.78
非控制權益（綜合損益）,8780.0,0.32,-3601.0,-0.13,7965.0,0.32,6172.0,0.06
基本每股盈餘,,,,,,,544822.0,5.55
基本每股盈餘,0.25,,1.22,,1.31,,14944.0,0.15
稀釋每股盈餘,,,,,,,,
稀釋每股盈餘,0.24,,1.09,,1.14,,3.0,
