會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,89120.0,-231894.0,-451485.0,-440477.0
本期稅前淨利（淨損）,89120.0,-231894.0,-451485.0,-440477.0
折舊費用,39152.0,76895.0,114687.0,152123.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-79765.0,317017.0,556944.0,482884.0
利息費用,9735.0,21300.0,35195.0,50729.0
利息收入,-1076.0,-2161.0,-3906.0,-6380.0
股利收入,0.0,-115291.0,-209796.0,-210346.0
處分及報廢不動產、廠房及設備損失（利益）,-11748.0,25240.0,177.0,22.0
處分投資性不動產損失（利益）,-43702.0,323000.0,0.0,0.0
非金融資產減損損失,507.0,291.0,0.0,0.0
未實現外幣兌換損失（利益）,6904.0,11497.0,-679.0,-19133.0
收益費損項目合計,8357.0,20677.0,492622.0,449899.0
強制透過損益按公允價值衡量之金融資產（增加）減少,11.0,77.0,291.0,-54.0
應收票據（增加）減少,-25436.0,-32194.0,22392.0,16171.0
應收帳款（增加）減少,-1411.0,3819.0,70893.0,62134.0
其他應收款（增加）減少,0.0,4167.0,-118.0,-101.0
存貨（增加）減少,-11068.0,1091.0,-49488.0,-25689.0
預付款項（增加）減少,3942.0,-16631.0,9406.0,15106.0
其他流動資產（增加）減少,-16492.0,11547.0,-4.0,1.0
與營業活動相關之資產之淨變動合計,36253.0,-13344.0,53372.0,67568.0
合約負債增加（減少）,-11199.0,26.0,13107.0,4844.0
應付票據增加（減少）,74.0,299.0,-18116.0,-14951.0
應付帳款增加（減少）,149.0,-17012.0,30964.0,-11890.0
其他應付款增加（減少）,12727.0,-12845.0,-16800.0,-12926.0
其他流動負債增加（減少）,1659.0,310155.0,-150.0,-154.0
淨確定福利負債增加(減少),-42043.0,78261.0,448.0,-6.0
與營業活動相關之負債之淨變動合計,47077.0,-261.0,9453.0,-35083.0
與營業活動相關之資產及負債之淨變動合計,-29.0,78000.0,62825.0,32485.0
調整項目合計,47048.0,,555447.0,482384.0
營運產生之現金流入（流出）,,-350055.0,103962.0,41907.0
退還（支付）之所得稅,-38.0,48857.0,-504.0,-268.0
營業活動之淨現金流入（流出）,-505409.0,-531485.0,103458.0,41639.0
投資活動之現金流量,560885.0,669562.0,,
取得透過其他綜合損益按公允價值衡量之金融資產,-490.0,-511.0,-350055.0,-350055.0
處分透過其他綜合損益按公允價值衡量之金融資產,-17.0,0.0,48857.0,48857.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,0.0,63288.0,7306.0,7306.0
取得按攤銷後成本衡量之金融資產,-334.0,-23.0,-589752.0,0.0
處分按攤銷後成本衡量之金融資產,0.0,0.0,859408.0,59688.0
取得透過損益按公允價值衡量之金融資產,1086.0,2270.0,-5676.0,-695015.0
處分透過損益按公允價值衡量之金融資產,55683.0,3260.0,0.0,932479.0
取得不動產、廠房及設備,,0.0,0.0,-6977.0
處分不動產、廠房及設備,1134773.0,-94837.0,53496.0,155.0
處分投資性不動產,-960486.0,,-161.0,0.0
其他非流動資產減少,1105000.0,2466970.0,0.0,194.0
收取之利息,-1005000.0,-2136041.0,3763.0,5838.0
收取之股利,-253455.0,2035000.0,209796.0,209796.0
投資活動之淨現金流入（流出）,3.0,-2395000.0,236982.0,212266.0
籌資活動之現金流量,0.0,100000.0,,
短期借款增加,-83.0,-253455.0,3370032.0,4163505.0
短期借款減少,-9662.0,3.0,-3010727.0,-3745932.0
應付短期票券增加,11090.0,0.0,2428000.0,2524000.0
應付短期票券減少,4006.0,-166.0,-2990000.0,-3136000.0
舉借長期借款,117827.0,-19784.0,-455351.0,350000.0
償還長期借款,698161.0,-202473.0,200000.0,-581729.0
存入保證金增加,815988.0,-5075.0,6.0,85.0
存入保證金減少,815988.0,-224385.0,0.0,0.0
