會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-131191.0,-679767.0,-941899.0,-936472.0
本期稅前淨利（淨損）,-131191.0,-679767.0,-941899.0,-936472.0
折舊費用,144754.0,285643.0,420696.0,580607.0
攤銷費用,23985.0,44278.0,62852.0,84902.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-6449.0,-31696.0,-47941.0,-24427.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,40729.0,614027.0,1033364.0,700093.0
利息費用,11879.0,25796.0,40787.0,63043.0
利息收入,-1083.0,-2794.0,-4861.0,-10881.0
股利收入,-5241.0,-190816.0,-319114.0,-319727.0
採用權益法認列之關聯企業及合資損失（利益）之份額,27834.0,44924.0,48273.0,52580.0
處分及報廢不動產、廠房及設備損失（利益）,-3184.0,-3158.0,-3171.0,-3195.0
處分待出售非流動資產損失（利益）,-2217.0,-5074.0,0.0,0.0
非金融資產減損損失,231007.0,0.0,-5074.0,88286.0
其他項目,48650.0,781130.0,-3.0,-2802.0
收益費損項目合計,2399.0,-133887.0,1225808.0,1208479.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-12170.0,-4073.0,-587146.0,-530103.0
應收票據（增加）減少,9326.0,205521.0,-3101.0,-5255.0
應收帳款（增加）減少,28425.0,23238.0,62622.0,363209.0
其他應收款（增加）減少,-26287.0,-226224.0,44573.0,833.0
存貨（增加）減少,50343.0,-11106.0,-355710.0,-24781.0
其他流動資產（增加）減少,-14369.0,-146531.0,-43177.0,-16397.0
與營業活動相關之資產之淨變動合計,-241809.0,-17469.0,-881939.0,-212494.0
持有供交易之金融負債增加（減少）,-58404.0,-174673.0,-57786.0,-52542.0
應付票據增加（減少）,109.0,72171.0,-228097.0,-336056.0
其他應付款增加（減少）,27763.0,-59695.0,-49409.0,-244399.0
預收款項增加（減少）,-286710.0,15170.0,-64164.0,-67001.0
其他流動負債增加（減少）,-236367.0,-164496.0,36640.0,-17307.0
淨確定福利負債增加(減少),-5360.0,-311027.0,-362816.0,-93.0
與營業活動相關之負債之淨變動合計,-136551.0,470103.0,-1244755.0,-717398.0
與營業活動相關之資產及負債之淨變動合計,990.0,-209664.0,-18947.0,-929892.0
調整項目合計,674.0,2604.0,-960846.0,278587.0
營運產生之現金流入（流出）,-11799.0,14651.0,4817.0,-657885.0
收取之利息,-11223.0,-26632.0,313365.0,10837.0
收取之股利,-157909.0,-23824.0,-41373.0,319672.0
支付之利息,,-242865.0,-36102.0,-63629.0
退還（支付）之所得稅,2337.0,,-720139.0,-51343.0
營業活動之淨現金流入（流出）,0.0,-82955.0,,-442348.0
投資活動之現金流量,993.0,325.0,-94955.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-2400.0,9611.0,325.0,-139530.0
處分透過其他綜合損益按公允價值衡量之金融資產,47651.0,67879.0,9611.0,325.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,0.0,-2400.0,72119.0,16072.0
取得按攤銷後成本衡量之金融資產,-15080.0,47651.0,-2500.0,-10360.0
處分按攤銷後成本衡量之金融資產,4027.0,-27000.0,47651.0,97141.0
取得透過損益按公允價值衡量之金融資產,-7038.0,-56575.0,-27000.0,-2518.0
處分透過損益按公允價值衡量之金融資產,-2786.0,0.0,-44575.0,47651.0
取得採用權益法之投資,-21212.0,-29021.0,0.0,-60000.0
對子公司之收購（扣除所取得之現金）,6492.0,4083.0,0.0,0.0
處分待出售非流動資產,,-10964.0,-47256.0,0.0
取得不動產、廠房及設備,0.0,-8183.0,4096.0,-64140.0
處分不動產、廠房及設備,-103011.0,-31022.0,-15572.0,4420.0
取得無形資產,830000.0,-118571.0,-13515.0,-25572.0
其他非流動資產增加,-606250.0,,-54218.0,-7945.0
預付設備款增加,-17596.0,0.0,0.0,-85523.0
退還（支付）之所得稅,-2375.0,-41718.0,-165789.0,0.0
投資活動之淨現金流入（流出）,100768.0,970000.0,,-229979.0
籌資活動之現金流量,104905.0,-842500.0,293042.0,
短期借款增加,54256.0,-35505.0,-50000.0,153042.0
應付短期票券減少,2613653.0,-5268.0,2870000.0,0.0
舉借長期借款,2667909.0,45009.0,-2328750.0,3600000.0
償還長期借款,2667909.0,144731.0,-52845.0,-2340000.0
