民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,348726.0,305902.0,,,,
本期稅前淨利（淨損）,348726.0,305902.0,,,,
折舊費用,168202.0,137944.0,,,,
攤銷費用,404.0,851.0,,,,
呆帳費用提列（轉列收入）數,2666.0,1633.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,0.0,404.0,,,,
利息費用,10640.0,10000.0,,,,
利息收入,-3881.0,-3009.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,-122.0,-1424.0,,,,
非金融資產減損損失,421.0,2638.0,,,,
其他項目,-3374.0,8768.0,,,,
收益費損項目合計,174956.0,157805.0,,,,
持有供交易之金融資產（增加）減少,0.0,106.0,,,,
應收票據（增加）減少,3897.0,10931.0,,,,
應收票據－關係人（增加）減少,16696.0,-12650.0,,,,
應收帳款（增加）減少,-281566.0,-260657.0,,,,
應收帳款－關係人（增加）減少,-102134.0,-118398.0,,,,
其他應收款（增加）減少,2.0,-1462.0,,,,
存貨（增加）減少,-120045.0,-25581.0,,,,
預付款項（增加）減少,-3526.0,-11342.0,,,,
其他流動資產（增加）減少,57462.0,-32244.0,,,,
與營業活動相關之資產之淨變動合計,-429214.0,-451297.0,,,,
應付票據增加（減少）,1876.0,1876.0,,,,
應付帳款增加（減少）,83042.0,41635.0,,,,
其他應付款增加（減少）,31666.0,-17545.0,,,,
其他流動負債增加（減少）,7119.0,31280.0,,,,
淨確定福利負債增加(減少),-45286.0,-32654.0,,,,
與營業活動相關之負債之淨變動合計,78417.0,24592.0,,,,
與營業活動相關之資產及負債之淨變動合計,-350797.0,-426705.0,,,,
調整項目合計,-175841.0,-268900.0,,,,
營運產生之現金流入（流出）,172885.0,37002.0,,,,
收取之利息,3881.0,3009.0,,,,
支付之利息,-11309.0,-10621.0,,,,
退還（支付）之所得稅,-11689.0,-397.0,,,,
營業活動之淨現金流入（流出）,153768.0,28993.0,,,,
投資活動之現金流量,,,,,,
取得不動產、廠房及設備,-161636.0,-225038.0,,,,
處分不動產、廠房及設備,298.0,3840.0,,,,
存出保證金增加,0.0,-20.0,,,,
預付設備款增加,-3916.0,-30541.0,,,,
其他預付款項增加,-4251.0,0.0,,,,
投資活動之淨現金流入（流出）,-169505.0,-251759.0,,,,
籌資活動之現金流量,,,,,,
短期借款減少,-100000.0,-40000.0,,,,
應付短期票券減少,89942.0,0.0,,,,
舉借長期借款,0.0,100000.0,,,,
償還長期借款,-87000.0,-28000.0,,,,
存入保證金增加,4728.0,0.0,,,,
存入保證金減少,-200.0,-244.0,,,,
籌資活動之淨現金流入（流出）,-92530.0,31756.0,,,,
匯率變動對現金及約當現金之影響,-48468.0,63569.0,,,,
本期現金及約當現金增加（減少）數,-156735.0,-127441.0,,,,
期初現金及約當現金餘額,3798181.0,2865988.0,,,,
期末現金及約當現金餘額,3641446.0,2738547.0,,,,
資產負債表帳列之現金及約當現金,3641446.0,2738547.0,,,,
