會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,883024.0,,904630.0,10.92,908354.0,10.88,1184617.0,14.19
透過損益按公允價值衡量之金融資產－流動,104952.0,,0.0,0.0,0.0,0.0,0.0,0.0
透過其他綜合損益按公允價值衡量之金融資產－流動,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
備供出售金融資產－流動淨額,0.0,,141259.0,1.7,133529.0,1.6,52095.0,0.62
持有至到期日金融資產－流動淨額,0.0,,127759.0,1.54,141911.0,1.7,123508.0,1.48
避險之衍生金融資產－流動,0.0,,353784.0,4.27,423235.0,5.07,388923.0,4.66
按攤銷後成本衡量之金融資產－流動淨額,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
以成本衡量之金融資產－流動淨額,0.0,,115.0,0.0,117.0,0.0,119.0,0.0
無活絡市場之債務工具投資－流動淨額,278474.0,,1840235.0,22.21,1809386.0,21.67,1649743.0,19.75
應收票據淨額,145711.0,,0.0,0.0,0.0,0.0,0.0,0.0
應收票據－關係人淨額,0.0,,123349.0,1.49,102642.0,1.23,101648.0,1.22
應收帳款淨額,356308.0,,3491131.0,42.14,3519174.0,42.16,3500653.0,41.92
應收帳款－關係人淨額,0.0,,,,,,,
應收建造合約款,0.0,,200042.0,2.41,178991.0,2.14,178357.0,2.14
應收建造合約款－關係人,0.0,,8762.0,0.11,8762.0,0.1,8762.0,0.1
其他應收款淨額,0.0,,9807.0,0.12,9686.0,0.12,9722.0,0.12
其他應收款－關係人淨額,0.0,,249036.0,3.01,258660.0,3.1,244093.0,2.92
本期所得稅資產,909.0,,2792445.0,33.7,2813672.0,33.7,2807408.0,33.62
存貨,1554195.0,,1368040.0,16.51,1367288.0,16.38,1375143.0,16.47
生物資產－流動淨額,0.0,,21110.0,0.25,21107.0,0.25,39238.0,0.47
預付款項,0.0,,144954.0,1.75,170636.0,2.04,187786.0,2.25
待分配予業主之非流動資產（或處分群組）淨額,0.0,,4794196.0,57.86,4828802.0,57.84,4850509.0,58.08
待出售非流動資產（淨額）,0.0,,8285327.0,100.0,8347976.0,100.0,8351162.0,100.0
其他流動資產,125562.0,,,,,,,
流動資產合計,3449135.0,,295000.0,3.56,255000.0,3.05,445000.0,5.33
非流動資產,,,67250.0,0.81,56795.0,0.68,54485.0,0.65
透過損益按公允價值衡量之金融資產－非流動,0.0,,417414.0,5.04,347696.0,4.17,340843.0,4.08
透過其他綜合損益按公允價值衡量之金融資產－非流動,0.0,,465201.0,5.61,521839.0,6.25,262235.0,3.14
備供出售金融資產－非流動淨額,198877.0,,61162.0,0.74,43147.0,0.52,69911.0,0.84
持有至到期日金融資產－非流動淨額,0.0,,220211.0,2.66,0.0,0.0,188048.0,2.25
避險之衍生金融資產－非流動,0.0,,1526238.0,18.42,204646.0,2.45,105748.0,1.27
按攤銷後成本衡量之金融資產－非流動淨額,0.0,,,,1429123.0,17.12,1466270.0,17.56
以成本衡量之金融資產－非流動淨額,8762.0,,0.0,0.0,,,,
無活絡市場之債務工具投資－非流動淨額,10388.0,,0.0,0.0,0.0,0.0,0.0,0.0
採用權益法之投資淨額,269735.0,,0.0,0.0,0.0,0.0,0.0,0.0
不動產、廠房及設備,2837948.0,,0.0,0.0,0.0,0.0,0.0,0.0
礦產資源淨額,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
投資性不動產淨額,1371343.0,,0.0,0.0,0.0,0.0,0.0,0.0
無形資產,0.0,,689479.0,8.32,0.0,0.0,0.0,0.0
生物資產－非流動,0.0,,997100.0,12.03,673167.0,8.06,697759.0,8.36
遞延所得稅資產,21089.0,,24791.0,0.3,1011338.0,12.11,992078.0,11.88
其他非流動資產,131692.0,,1711370.0,20.66,28397.0,0.34,28406.0,0.34
非流動資產合計,4849834.0,,3237608.0,39.08,1712902.0,20.52,1718243.0,20.57
資產總計,8298969.0,,,,3142025.0,37.64,3184513.0,38.13
流動負債,,,,,,,,
短期借款,344381.0,,2400000.0,28.97,,,,
應付短期票券,0.0,,2400000.0,28.97,2400000.0,28.75,2400000.0,28.74
透過損益按公允價值衡量之金融負債－流動,0.0,,,,2400000.0,28.75,2400000.0,28.74
避險之衍生金融負債－流動,0.0,,112965.0,1.36,,,,
按攤銷後成本衡量之金融負債－流動,0.0,,112965.0,1.36,112965.0,1.35,36153.0,0.43
以成本衡量之金融負債－流動,0.0,,,,112965.0,1.35,76812.0,0.92
應付票據,48786.0,,174808.0,2.11,,,112965.0,1.35
應付票據－關係人,0.0,,1005964.0,12.14,174808.0,2.09,,
應付帳款,301078.0,,443032.0,5.35,1005964.0,12.05,174808.0,2.09
應付帳款－關係人,0.0,,1623804.0,19.6,555010.0,6.65,1005964.0,12.05
應付建造合約款,0.0,,,,1735782.0,20.79,471538.0,5.65
應付建造合約款－關係人,0.0,,90432.0,1.09,,,1652310.0,19.79
其他應付款,197676.0,,-38464.0,-0.46,102492.0,1.23,,
其他應付款項－關係人,0.0,,4188737.0,50.56,-38464.0,-0.46,105180.0,1.26
本期所得稅負債,87308.0,,858982.0,10.37,4312775.0,51.66,-38464.0,-0.46
負債準備－流動,0.0,,5047719.0,60.92,893176.0,10.7,4231991.0,50.68
與待出售非流動資產直接相關之負債,0.0,,8285327.0,100.0,5205951.0,62.36,934658.0,11.19
工程進度請款金額,0.0,,0.0,,8347976.0,100.0,5166649.0,61.87
其他流動負債,245764.0,,0.0,,0.0,,8351162.0,100.0
流動負債合計,1224993.0,,2293865.0,,0.0,,0.0,
非流動負債,,,,,2293865.0,,0.0,
透過損益按公允價值衡量之金融負債－非流動,0.0,,,,,,2293865.0,
避險之衍生金融負債－非流動,0.0,,,,,,,
按攤銷後成本衡量之金融負債－非流動,0.0,,,,,,,
以成本衡量之金融負債－非流動,0.0,,,,,,,
應付公司債,0.0,,,,,,,
長期借款,619.0,,,,,,,
負債準備－非流動,709380.0,,,,,,,
遞延所得稅負債,996259.0,,,,,,,
其他非流動負債,14837.0,,,,,,,
非流動負債合計,1721095.0,,,,,,,
負債總計,2946088.0,,,,,,,
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,2400000.0,,,,,,,
股本合計,2400000.0,,,,,,,
資本公積,,,,,,,,
資本公積－庫藏股票交易,112965.0,,,,,,,
資本公積－其他,0.0,,,,,,,
資本公積合計,112965.0,,,,,,,
保留盈餘,,,,,,,,
法定盈餘公積,148115.0,,,,,,,
特別盈餘公積,1005964.0,,,,,,,
未分配盈餘（或待彌補虧損）,625138.0,,,,,,,
保留盈餘合計,1779217.0,,,,,,,
其他權益,,,,,,,,
國外營運機構財務報表換算之兌換差額,101151.0,,,,,,,
備供出售金融資產未實現損益,58297.0,,,,,,,
重估增值,0.0,,,,,,,
其他權益－其他,0.0,,,,,,,
其他權益合計,159448.0,,,,,,,
庫藏股票,-38464.0,,,,,,,
歸屬於母公司業主之權益合計,4413166.0,,,,,,,
非控制權益,939715.0,,,,,,,
權益總計,5352881.0,,,,,,,
負債及權益總計,8298969.0,,,,,,,
待註銷股本股數（單位：股）,0.0,,,,,,,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,,,,,,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,2293865.0,,,,,,,
