民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,387200.0,193624.0,,,,
本期稅前淨利（淨損）,387200.0,193624.0,,,,
折舊費用,207116.0,216851.0,,,,
攤銷費用,208365.0,144873.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-43.0,0.0,,,,
利息費用,9675.0,6540.0,,,,
利息收入,-5428.0,-5886.0,,,,
股利收入,-3217.0,-3753.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-89251.0,6113.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,83.0,169.0,,,,
不動產、廠房及設備轉列費用數,1481.0,5095.0,,,,
處分投資損失（利益）,-52.0,0.0,,,,
金融資產減損損失,7148.0,0.0,,,,
收益費損項目合計,335877.0,370002.0,,,,
應收票據（增加）減少,-13436.0,-9379.0,,,,
應收帳款（增加）減少,-220714.0,321775.0,,,,
其他應收款（增加）減少,45904.0,-26038.0,,,,
存貨（增加）減少,236254.0,-322551.0,,,,
預付款項（增加）減少,-23382.0,-27713.0,,,,
其他流動資產（增加）減少,1688.0,-16958.0,,,,
與營業活動相關之資產之淨變動合計,26314.0,-80864.0,,,,
應付票據增加（減少）,-4109.0,-9398.0,,,,
應付帳款增加（減少）,-19717.0,245089.0,,,,
其他應付款增加（減少）,-100629.0,-190779.0,,,,
負債準備增加（減少）,-489.0,-332.0,,,,
預收款項增加（減少）,-3878.0,-14264.0,,,,
其他流動負債增加（減少）,6241.0,5661.0,,,,
淨確定福利負債增加(減少),-4596.0,-5675.0,,,,
與營業活動相關之負債之淨變動合計,-127177.0,30302.0,,,,
與營業活動相關之資產及負債之淨變動合計,-100863.0,-50562.0,,,,
調整項目合計,235014.0,319440.0,,,,
營運產生之現金流入（流出）,622214.0,513064.0,,,,
收取之利息,3928.0,3423.0,,,,
收取之股利,3217.0,3753.0,,,,
支付之利息,-9786.0,-6595.0,,,,
退還（支付）之所得稅,-1711.0,-5426.0,,,,
營業活動之淨現金流入（流出）,617862.0,508219.0,,,,
投資活動之現金流量,,,,,,
處分原始認列時指定為透過損益按公允價值衡量之金融資產,-94334.0,0.0,,,,
處分以成本衡量之金融資產,-58855.0,0.0,,,,
預付投資款減少,8314.0,0.0,,,,
取得不動產、廠房及設備,-23913.0,-137347.0,,,,
處分不動產、廠房及設備,268.0,57.0,,,,
存出保證金增加,-886.0,4564.0,,,,
取得無形資產,0.0,-477.0,,,,
其他金融資產增加,-173677.0,-244695.0,,,,
其他非流動資產增加,-253553.0,-80083.0,,,,
預付設備款增加,-42692.0,-1099.0,,,,
投資活動之淨現金流入（流出）,-639328.0,-459080.0,,,,
籌資活動之現金流量,,,,,,
短期借款減少,-240214.0,-143918.0,,,,
應付短期票券減少,-92000.0,225000.0,,,,
舉借長期借款,0.0,200000.0,,,,
償還長期借款,0.0,-400000.0,,,,
存入保證金增加,0.0,-12.0,,,,
籌資活動之淨現金流入（流出）,-332214.0,-118930.0,,,,
匯率變動對現金及約當現金之影響,-14175.0,16189.0,,,,
本期現金及約當現金增加（減少）數,-367855.0,-53602.0,,,,
期初現金及約當現金餘額,1081542.0,855816.0,,,,
期末現金及約當現金餘額,713687.0,802214.0,,,,
資產負債表帳列之現金及約當現金,713687.0,802214.0,,,,
