會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,6073233.0,100.0,6092325.0,100.0,5847310.0,100.0,23042876.0,100.0
營業成本合計,4404724.0,72.53,6092325.0,100.0,5847310.0,100.0,23042876.0,100.0
營業毛利（毛損）,1668509.0,27.47,6092325.0,100.0,5847310.0,100.0,23042876.0,100.0
營業毛利（毛損）淨額,1668509.0,27.47,4406971.0,72.34,4104847.0,70.2,16547510.0,71.81
營業費用,,,4406971.0,72.34,4104847.0,70.2,16547510.0,71.81
推銷費用,1031006.0,16.98,1685354.0,27.66,1742463.0,29.8,6495366.0,28.19
管理費用,64014.0,1.05,1685354.0,27.66,1742463.0,29.8,6495366.0,28.19
研究發展費用,49525.0,0.82,,,,,,
營業費用合計,1144545.0,18.85,1060692.0,17.41,1053310.0,18.01,3930882.0,17.06
營業利益（損失）,523964.0,8.63,73307.0,1.2,82815.0,1.42,289054.0,1.25
營業外收入及支出,,,43316.0,0.71,57880.0,0.99,223904.0,0.97
利息收入,1952.0,0.03,1177315.0,19.32,1194005.0,20.42,16795.0,0.07
其他收入,13670.0,0.23,508039.0,8.34,548458.0,9.38,4460635.0,19.36
其他利益及損失淨額,85443.0,1.41,,,,,2034731.0,8.83
財務成本淨額,12929.0,0.21,3558.0,0.06,3666.0,0.06,,
採用權益法認列之關聯企業及合資損益之份額淨額,95.0,0.0,9974.0,0.16,12863.0,0.22,15767.0,0.07
營業外收入及支出合計,88231.0,1.45,8787.0,0.14,99930.0,1.71,54457.0,0.24
稅前淨利（淨損）,612195.0,10.08,15644.0,0.26,20798.0,0.36,102346.0,0.44
所得稅費用（利益）合計,133850.0,2.2,2458.0,0.04,-185.0,0.0,65368.0,0.28
繼續營業單位本期淨利（淨損）,478345.0,7.88,9133.0,0.15,95476.0,1.63,1650.0,0.01
本期淨利（淨損）,478345.0,7.88,517172.0,8.49,643934.0,11.01,108852.0,0.47
其他綜合損益(淨額),,,103367.0,1.7,111932.0,1.91,2143583.0,9.3
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,4421.0,0.07,413805.0,6.79,532002.0,9.1,488258.0,2.12
不重分類至損益之項目：,4421.0,0.07,413805.0,6.79,532002.0,9.1,1655325.0,7.18
國外營運機構財務報表換算之兌換差額,86199.0,1.42,,,,,1655325.0,7.18
後續可能重分類至損益之項目：,86199.0,1.42,-2704.0,-0.04,7648.0,0.13,,
其他綜合損益（淨額）,90620.0,1.49,-2704.0,-0.04,7648.0,0.13,167163.0,0.73
本期綜合損益總額,568965.0,9.37,-40047.0,-0.66,17734.0,0.3,8210.0,0.04
淨利（損）歸屬於：,,,-40047.0,-0.66,17734.0,0.3,33432.0,0.15
母公司業主（淨利∕損）,475910.0,7.84,-42751.0,-0.7,25382.0,0.43,141941.0,0.62
非控制權益（淨利∕損）,2435.0,0.04,371054.0,6.09,557384.0,9.53,113780.0,0.49
母公司業主（綜合損益）,566530.0,9.33,,,,,113780.0,0.49
非控制權益（綜合損益）,2435.0,0.04,411866.0,6.76,529420.0,9.05,255721.0,1.11
基本每股盈餘,,,1939.0,0.03,2582.0,0.04,1911046.0,8.29
基本每股盈餘,1.13,,369115.0,6.06,554802.0,9.49,,
稀釋每股盈餘,,,1939.0,0.03,2582.0,0.04,1650368.0,7.16
稀釋每股盈餘,1.13,,,,,,4957.0,0.02
