會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,3161377.0,100.0,2910432.0,100.0,5389373.0,100.0,14632772.0,100.0
營業成本合計,1790740.0,56.64,1531075.0,52.61,1732384.0,32.14,6826623.0,46.65
營業毛利（毛損）,1370637.0,43.36,1379357.0,47.39,3656989.0,67.86,7806149.0,53.35
營業毛利（毛損）淨額,1370637.0,43.36,1379357.0,47.39,3656989.0,67.86,7806149.0,53.35
營業費用,,,,,,,,
推銷費用,442285.0,13.99,531004.0,18.24,544926.0,10.11,2124665.0,14.52
管理費用,206981.0,6.55,252334.0,8.67,268359.0,4.98,1053255.0,7.2
研究發展費用,100605.0,3.18,107866.0,3.71,202664.0,3.76,520449.0,3.56
預期信用減損損失（利益）,-2752.0,-0.09,-2066.0,-0.07,5.0,0.0,-3334.0,-0.02
營業費用合計,747119.0,23.63,889138.0,30.55,1015954.0,18.85,3695035.0,25.25
營業利益（損失）,623518.0,19.72,490219.0,16.84,2641035.0,49.0,4111114.0,28.1
營業外收入及支出,,,,,,,,
利息收入,629.0,0.02,583.0,0.02,946.0,0.02,3508.0,0.02
其他收入,8878.0,0.28,3148.0,0.11,7873.0,0.15,33368.0,0.23
其他利益及損失淨額,34554.0,1.09,18767.0,0.64,84324.0,1.56,174682.0,1.19
財務成本淨額,78991.0,2.5,85926.0,2.95,104139.0,1.93,382460.0,2.61
營業外收入及支出合計,-34930.0,-1.1,-63428.0,-2.18,-10996.0,-0.2,-170902.0,-1.17
稅前淨利（淨損）,588588.0,18.62,426791.0,14.66,2630039.0,48.8,3940212.0,26.93
所得稅費用（利益）合計,142484.0,4.51,99119.0,3.41,550664.0,10.22,919455.0,6.28
繼續營業單位本期淨利（淨損）,446104.0,14.11,327672.0,11.26,2079375.0,38.58,3020757.0,20.64
本期淨利（淨損）,446104.0,14.11,327672.0,11.26,2079375.0,38.58,3020757.0,20.64
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-12869.0,-0.41,63836.0,2.19,0.0,0.0,130206.0,0.89
不重分類至損益之項目：,-12869.0,-0.41,-11136.0,-0.38,24077.0,0.45,-2968.0,-0.02
國外營運機構財務報表換算之兌換差額,50347.0,1.59,13903.0,0.48,0.0,0.0,28181.0,0.19
後續可能重分類至損益之項目：,50347.0,1.59,38797.0,1.33,24077.0,0.45,99057.0,0.68
其他綜合損益（淨額）,37478.0,1.19,-71325.0,-2.45,-35924.0,-0.67,146014.0,1.0
本期綜合損益總額,483582.0,15.3,-71325.0,-2.45,-35924.0,-0.67,146014.0,1.0
淨利（損）歸屬於：,,,-32528.0,-1.12,-11847.0,-0.22,245071.0,1.67
母公司業主（淨利∕損）,446104.0,14.11,295144.0,10.14,2067528.0,38.36,3265828.0,22.32
母公司業主（綜合損益）,483582.0,15.3,,,,,,
基本每股盈餘,,,327672.0,11.26,2079375.0,38.58,3020757.0,20.64
基本每股盈餘,1.72,,295144.0,10.14,2067528.0,38.36,3265828.0,22.32
稀釋每股盈餘,,,,,,,,
稀釋每股盈餘,1.71,,1.26,,7.97,,11.59,
