會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,1004351.0,3065886.0,5322097.0,6441468.0
本期稅前淨利（淨損）,1004351.0,3065886.0,5322097.0,6441468.0
折舊費用,157514.0,320563.0,487721.0,654433.0
攤銷費用,7443.0,14716.0,21753.0,29267.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,1184.0,7265.0,7922.0,6940.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-1391.0,4598.0,-23363.0,-8509.0
利息費用,9607.0,20043.0,37036.0,55068.0
利息收入,-4016.0,-10507.0,-18095.0,-35643.0
股利收入,-1173.0,-11422.0,-54021.0,-55705.0
股份基礎給付酬勞成本,8006.0,8006.0,34576.0,61152.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-87553.0,-216859.0,-353508.0,-493445.0
處分及報廢不動產、廠房及設備損失（利益）,-94.0,-90078.0,-92774.0,-94952.0
處分投資損失（利益）,19431.0,19939.0,20328.0,17883.0
處分採用權益法之投資損失（利益）,-631.0,-414568.0,-414568.0,-414568.0
非金融資產減損損失,9318.0,-15151.0,7774.0,-1188.0
已實現銷貨損失（利益）,-113.0,-155.0,-65.0,-61.0
未實現外幣兌換損失（利益）,54530.0,8567.0,-60944.0,-34865.0
其他項目,-11.0,-11.0,-32.0,-702.0
收益費損項目合計,172051.0,-355054.0,-400260.0,-314895.0
合約資產（增加）減少,-79888.0,-23484.0,26416.0,-304465.0
應收票據（增加）減少,11861.0,49504.0,-57310.0,-116694.0
應收帳款（增加）減少,-134253.0,-100233.0,-276458.0,21391.0
存貨（增加）減少,-381376.0,-848133.0,-934746.0,-960170.0
預付款項（增加）減少,-264795.0,-512278.0,-1167534.0,14647.0
其他流動資產（增加）減少,31470.0,70321.0,14653.0,83372.0
與營業活動相關之資產之淨變動合計,-816981.0,-1364303.0,-2394979.0,-1261919.0
合約負債增加（減少）,711582.0,1083822.0,812941.0,909710.0
應付票據增加（減少）,-11497.0,20613.0,35089.0,7170.0
應付帳款增加（減少）,-120413.0,-456170.0,-307237.0,-169601.0
其他應付款增加（減少）,-97225.0,53636.0,59927.0,280900.0
其他流動負債增加（減少）,11625.0,120174.0,107440.0,109828.0
淨確定福利負債增加(減少),-6484.0,-12971.0,-21191.0,-27702.0
與營業活動相關之負債之淨變動合計,487588.0,809104.0,686969.0,1110305.0
與營業活動相關之資產及負債之淨變動合計,-329393.0,-555199.0,-1708010.0,-151614.0
調整項目合計,-157342.0,-910253.0,-2108270.0,-466509.0
營運產生之現金流入（流出）,847009.0,2155633.0,3213827.0,5974959.0
退還（支付）之所得稅,-37813.0,-204902.0,-533174.0,-678258.0
營業活動之淨現金流入（流出）,809196.0,1950731.0,2680653.0,5296701.0
投資活動之現金流量,,,,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,585.0,-29600.0,-89033.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,-55534.0,-256215.0,585.0,585.0
取得按攤銷後成本衡量之金融資產,499339.0,437362.0,-343906.0,-363780.0
處分按攤銷後成本衡量之金融資產,-70585.0,-221266.0,604304.0,1187759.0
取得透過損益按公允價值衡量之金融資產,75045.0,130044.0,-705083.0,-777879.0
處分透過損益按公允價值衡量之金融資產,955.0,608622.0,456241.0,906419.0
處分採用權益法之投資,10045.0,-29490.0,608622.0,608622.0
預付投資款增加,-26291.0,10045.0,-101514.0,0.0
對子公司之收購（扣除所取得之現金）,881.0,-43679.0,10045.0,5147.0
取得不動產、廠房及設備,-3354.0,7142.0,-70482.0,-119990.0
處分不動產、廠房及設備,-1253.0,-3197.0,13603.0,21537.0
存出保證金增加,2180.0,-2908.0,-4559.0,-4511.0
取得無形資產,-82584.0,-2924.0,-3799.0,-6675.0
其他非流動資產增加,4331.0,-541119.0,-6613.0,-2050.0
預付設備款增加,1173.0,9783.0,-597560.0,-569370.0
收取之利息,354348.0,15747.0,17983.0,34963.0
收取之股利,,118532.0,68187.0,69870.0
投資活動之淨現金流入（流出）,-376000.0,,-83546.0,901614.0
籌資活動之現金流量,-7496.0,-710900.0,,
短期借款增加,17764.0,-209467.0,1649349.0,6927471.0
短期借款減少,-32021.0,17556.0,0.0,-7021286.0
舉借長期借款,-23373.0,-65953.0,0.0,216.0
償還長期借款,35096.0,-23373.0,-211094.0,-312629.0
存入保證金增加,-11204.0,35096.0,17593.0,17589.0
租賃本金償還,-397234.0,0.0,-99830.0,-131666.0
其他非流動負債減少,24492.0,-24448.0,-2550.0,-2550.0
發放現金股利,790802.0,118400.0,-2993373.0,-3039348.0
員工執行認股權,3088158.0,-863089.0,35096.0,35096.0
取得子公司股權,3878960.0,57643.0,0.0,0.0
支付之利息,3878960.0,1263817.0,-41902.0,-60369.0
