會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,3878960.0,12.49,4351975.0,13.2,4214597.0,12.26,5941512.0,17.56
透過損益按公允價值衡量之金融資產－流動,503871.0,1.62,598068.0,1.81,349942.0,1.02,394823.0,1.17
按攤銷後成本衡量之金融資產－流動,744075.0,2.4,937832.0,2.84,916134.0,2.67,348304.0,1.03
合約資產－流動,859435.0,2.77,803031.0,2.44,753131.0,2.19,1084012.0,3.2
應收票據淨額,186992.0,0.6,149349.0,0.45,256163.0,0.75,315547.0,0.93
應收帳款淨額,4492937.0,14.47,4490264.0,13.62,4828358.0,14.05,4382943.0,12.96
應收帳款－關係人淨額,39122.0,0.13,46399.0,0.14,55423.0,0.16,64746.0,0.19
存貨,4293947.0,13.83,4756288.0,14.43,4783340.0,13.92,4752967.0,14.05
預付款項,564179.0,1.82,837900.0,2.54,1487191.0,4.33,270143.0,0.8
其他流動資產,272017.0,0.88,234209.0,0.71,715528.0,2.08,213379.0,0.63
流動資產合計,15835535.0,50.99,17205315.0,52.19,18359807.0,53.43,17768376.0,52.52
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,5766.0,0.02,4648.0,0.01,4792.0,0.01,4513.0,0.01
透過其他綜合損益按公允價值衡量之金融資產－非流動,1301461.0,4.19,1231390.0,3.74,1120821.0,3.26,1204438.0,3.56
按攤銷後成本衡量之金融資產－非流動,183579.0,0.59,252774.0,0.77,208436.0,0.61,205541.0,0.61
採用權益法之投資,3224429.0,10.38,3447024.0,10.46,3792411.0,11.04,3860769.0,11.41
不動產、廠房及設備,6129393.0,19.74,6070203.0,18.41,6376478.0,18.56,7018188.0,20.75
使用權資產,340645.0,1.1,331089.0,1.0,313960.0,0.91,359887.0,1.06
投資性不動產淨額,3140112.0,10.11,3140347.0,9.53,3140347.0,9.14,2478333.0,7.33
無形資產,330731.0,1.06,327067.0,0.99,324665.0,0.94,311131.0,0.92
遞延所得稅資產,353445.0,1.14,348491.0,1.06,345045.0,1.0,355298.0,1.05
其他非流動資產,210793.0,0.68,610033.0,1.85,377495.0,1.1,262346.0,0.78
非流動資產合計,15220354.0,49.01,15763066.0,47.81,16004450.0,46.57,16060444.0,47.48
資產總額,31055889.0,100.0,32968381.0,100.0,34364257.0,100.0,33828820.0,100.0
流動負債,,,,,,,,
短期借款,1529235.0,4.92,1196825.0,3.63,3567650.0,10.38,1819080.0,5.38
合約負債－流動,1458528.0,4.7,1830768.0,5.55,1559887.0,4.54,1656656.0,4.9
應付票據,18107.0,0.06,50122.0,0.15,65647.0,0.19,39113.0,0.12
應付票據－關係人,4898.0,0.02,4993.0,0.02,3944.0,0.01,2559.0,0.01
應付帳款,2913134.0,9.38,2589208.0,7.85,2701705.0,7.86,2890681.0,8.55
應付帳款－關係人,5253.0,0.02,6396.0,0.02,16317.0,0.05,5399.0,0.02
其他應付款,4246025.0,13.67,4359672.0,13.22,1383184.0,4.03,1645259.0,4.86
本期所得稅負債,552126.0,1.78,692580.0,2.1,693886.0,2.02,697668.0,2.06
租賃負債－流動,121634.0,0.39,117802.0,0.36,118223.0,0.34,134237.0,0.4
其他流動負債,398105.0,1.28,405523.0,1.23,391868.0,1.14,393415.0,1.16
流動負債合計,11247045.0,36.22,11253889.0,34.14,10502311.0,30.56,9284067.0,27.44
非流動負債,,,,,,,,
長期借款,1351365.0,4.35,1258297.0,3.82,1272194.0,3.7,1164625.0,3.44
遞延所得稅負債,804698.0,2.59,868483.0,2.63,1010059.0,2.94,1025287.0,3.03
