會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,794978.0,100.0,615277.0,100.0,710849.0,100.0,2784615.0,100.0
營業收入合計,794978.0,100.0,615277.0,100.0,710849.0,100.0,2784615.0,100.0
銷貨成本,441629.0,55.55,312117.0,50.73,393629.0,55.37,1514705.0,54.4
營業成本合計,441629.0,55.55,312117.0,50.73,393629.0,55.37,1514705.0,54.4
營業毛利（毛損）,353349.0,44.45,303160.0,49.27,317220.0,44.63,1269910.0,45.6
未實現銷貨（損）益,10075.0,1.27,655.0,0.11,2650.0,0.37,13840.0,0.5
已實現銷貨（損）益,11718.0,1.47,0.0,0.0,0.0,0.0,11718.0,0.42
營業毛利（毛損）淨額,354992.0,44.65,302505.0,49.17,314570.0,44.25,1267788.0,45.53
營業費用,,,,,,,,
推銷費用,192616.0,24.23,203962.0,33.15,190650.0,26.82,772263.0,27.73
管理費用,32434.0,4.08,28795.0,4.68,33843.0,4.76,126167.0,4.53
研究發展費用,10693.0,1.35,11591.0,1.88,11172.0,1.57,45830.0,1.65
營業費用合計,235743.0,29.65,244348.0,39.71,235665.0,33.15,944260.0,33.91
營業利益（損失）,119249.0,15.0,58157.0,9.45,78905.0,11.1,323528.0,11.62
營業外收入及支出,,,,,,,,
利息收入,617.0,0.08,1156.0,0.19,1135.0,0.16,4347.0,0.16
其他收入,3388.0,0.43,3738.0,0.61,2241.0,0.32,11627.0,0.42
其他利益及損失淨額,-7021.0,-0.88,4965.0,0.81,5496.0,0.77,-2169.0,-0.08
財務成本淨額,483.0,0.06,495.0,0.08,537.0,0.08,2066.0,0.07
採用權益法認列之關聯企業及合資損益之份額淨額,2433.0,0.31,1581.0,0.26,1781.0,0.25,8281.0,0.3
營業外收入及支出合計,-1066.0,-0.13,10945.0,1.78,10116.0,1.42,20020.0,0.72
稅前淨利（淨損）,118183.0,14.87,69102.0,11.23,89021.0,12.52,343548.0,12.34
所得稅費用（利益）合計,23785.0,2.99,9726.0,1.58,17388.0,2.45,65982.0,2.37
繼續營業單位本期淨利（淨損）,94398.0,11.87,59376.0,9.65,71633.0,10.08,277566.0,9.97
本期淨利（淨損）,94398.0,11.87,59376.0,9.65,71633.0,10.08,277566.0,9.97
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,26923.0,3.39,-10972.0,-1.78,5434.0,0.76,7581.0,0.27
後續可能重分類至損益之項目：,26923.0,3.39,-10972.0,-1.78,5434.0,0.76,7581.0,0.27
其他綜合損益（淨額）,26923.0,3.39,-10972.0,-1.78,5434.0,0.76,25414.0,0.91
本期綜合損益總額,121321.0,15.26,48404.0,7.87,77067.0,10.84,25414.0,0.91
淨利（損）歸屬於：,,,,,,,32995.0,1.18
母公司業主（淨利∕損）,87852.0,11.05,55214.0,8.97,66579.0,9.37,310561.0,11.15
非控制權益（淨利∕損）,6546.0,0.82,4162.0,0.68,5054.0,0.71,,
母公司業主（綜合損益）,114075.0,14.35,44451.0,7.22,71944.0,10.12,253404.0,9.1
非控制權益（綜合損益）,7246.0,0.91,3953.0,0.64,5123.0,0.72,24162.0,0.87
基本每股盈餘,,,,,,,285953.0,10.27
基本每股盈餘,1.39,,0.87,,1.06,,24608.0,0.88
