會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,4336287.0,26.51,4576808.0,27.51,4222438.0,28.14,4427919.0,29.48
透過損益按公允價值衡量之金融資產－流動,1818539.0,11.12,1777569.0,10.68,609295.0,4.06,678017.0,4.51
應收帳款淨額,1305066.0,7.98,1306812.0,7.85,1099530.0,7.33,887148.0,5.91
其他應收款淨額,107288.0,0.66,92610.0,0.56,145442.0,0.97,139427.0,0.93
存貨,1723383.0,10.54,1972859.0,11.86,2261844.0,15.08,2246656.0,14.96
待出售非流動資產（或處分群組）淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流動資產,150920.0,0.92,187565.0,1.13,156683.0,1.04,151087.0,1.01
流動資產合計,9441483.0,57.72,9914223.0,59.59,8495232.0,56.62,8530254.0,56.79
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,1754126.0,10.72,1726888.0,10.38,1519794.0,10.13,1524969.0,10.15
透過其他綜合損益按公允價值衡量之金融資產－非流動,334102.0,2.04,270860.0,1.63,283355.0,1.89,295555.0,1.97
採用權益法之投資,955372.0,5.84,930760.0,5.59,931791.0,6.21,932789.0,6.21
不動產、廠房及設備,1967176.0,12.03,1931881.0,11.61,1981185.0,13.21,1930269.0,12.85
使用權資產,210047.0,1.28,206011.0,1.24,205769.0,1.37,202111.0,1.35
投資性不動產淨額,964047.0,5.89,931652.0,5.6,920695.0,6.14,890156.0,5.93
無形資產,311730.0,1.91,297716.0,1.79,271775.0,1.81,248585.0,1.65
遞延所得稅資產,35870.0,0.22,42532.0,0.26,43032.0,0.29,59008.0,0.39
其他非流動資產,382656.0,2.34,384579.0,2.31,350016.0,2.33,407051.0,2.71
非流動資產合計,6915126.0,42.28,6722879.0,40.41,6507412.0,43.38,6490493.0,43.21
資產總額,16356609.0,100.0,16637102.0,100.0,15002644.0,100.0,15020747.0,100.0
流動負債,,,,,,,,
短期借款,76911.0,0.47,137698.0,0.83,145575.0,0.97,42000.0,0.28
合約負債－流動,30777.0,0.19,51418.0,0.31,43340.0,0.29,53462.0,0.36
應付帳款,683039.0,4.18,652173.0,3.92,524229.0,3.49,420335.0,2.8
本期所得稅負債,330631.0,2.02,1741987.0,10.47,105207.0,0.7,145222.0,0.97
租賃負債－流動,11568.0,0.07,232134.0,1.4,12759.0,0.09,13071.0,0.09
其他流動負債,1281554.0,7.84,11680.0,0.07,1163313.0,7.75,1065622.0,7.09
流動負債合計,2414480.0,14.76,1325577.0,7.97,1994423.0,13.29,1739712.0,11.58
非流動負債,,,4152667.0,24.96,,,,
長期借款,365818.0,2.24,,,633333.0,4.22,1000000.0,6.66
租賃負債－非流動,205688.0,1.26,301636.0,1.81,201238.0,1.34,197690.0,1.32
其他非流動負債,364019.0,2.23,201969.0,1.21,376037.0,2.51,348417.0,2.32
非流動負債合計,935525.0,5.72,375979.0,2.26,1210608.0,8.07,1546107.0,10.29
負債總額,3350005.0,20.48,879584.0,5.29,3205031.0,21.36,3285819.0,21.88
歸屬於母公司業主之權益,,,5032251.0,30.25,,,,
股本,,,,,,,,
普通股股本,5919949.0,36.19,,,5919949.0,39.46,5919949.0,39.41
股本合計,5919949.0,36.19,5919949.0,35.58,5919949.0,39.46,5919949.0,39.41
資本公積,,,5919949.0,35.58,,,,
資本公積合計,1224322.0,7.49,,,1174293.0,7.83,1197373.0,7.97
保留盈餘,,,1178385.0,7.08,,,,
法定盈餘公積,1745279.0,10.67,,,1870234.0,12.47,1870234.0,12.45
特別盈餘公積,261078.0,1.6,1870234.0,11.24,239203.0,1.59,239203.0,1.59
未分配盈餘（或待彌補虧損）,1620291.0,9.91,239203.0,1.44,383485.0,2.56,279413.0,1.86
保留盈餘合計,3626648.0,22.17,333718.0,2.01,2492922.0,16.62,2388850.0,15.9
其他權益,,,2443155.0,14.68,,,,
與待出售非流動資產（或處分群組）直接相關之權益,0.0,0.0,,,0.0,0.0,0.0,0.0
其他權益－其他,-133797.0,-0.82,0.0,0.0,-134456.0,-0.9,-180683.0,-1.2
其他權益合計,-133797.0,-0.82,-192877.0,-1.16,-134456.0,-0.9,-180683.0,-1.2
庫藏股票,-63401.0,-0.39,-192877.0,-1.16,-63401.0,-0.42,-63401.0,-0.42
歸屬於母公司業主之權益合計,10573721.0,64.64,-63401.0,-0.38,9389307.0,62.58,9262088.0,61.66
非控制權益,2432883.0,14.87,9285211.0,55.81,2408306.0,16.05,2472840.0,16.46
權益總額,13006604.0,79.52,2319640.0,13.94,11797613.0,78.64,11734928.0,78.12
負債及權益總計,16356609.0,100.0,11604851.0,69.75,15002644.0,100.0,15020747.0,100.0
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,16637102.0,100.0,0.0,,0.0,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,3559996.0,,0.0,,3559996.0,,3559996.0,
