會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,15194994.0,100.0,16226219.0,100.0,14501485.0,100.0,59972121.0,100.0
營業成本合計,13118926.0,86.34,13911192.0,85.73,13264733.0,91.47,52459095.0,87.47
營業毛利（毛損）,2076068.0,13.66,2315027.0,14.27,1236752.0,8.53,7513026.0,12.53
營業毛利（毛損）淨額,2076068.0,13.66,2315027.0,14.27,1236752.0,8.53,7513026.0,12.53
營業費用,,,,,,,,
推銷費用,241074.0,1.59,250528.0,1.54,210646.0,1.45,940479.0,1.57
管理費用,369483.0,2.43,364222.0,2.24,320900.0,2.21,1414641.0,2.36
預期信用減損損失（利益）,233.0,0.0,-32201.0,-0.2,1055.0,0.01,-28643.0,-0.05
營業費用合計,610790.0,4.02,582549.0,3.59,532601.0,3.67,2326477.0,3.88
營業利益（損失）,1465278.0,9.64,1732478.0,10.68,704151.0,4.86,5186549.0,8.65
營業外收入及支出,,,,,,,,
利息收入,2112.0,0.01,5634.0,0.03,5452.0,0.04,18934.0,0.03
其他收入,48823.0,0.32,14927.0,0.09,35973.0,0.25,115640.0,0.19
其他利益及損失淨額,91084.0,0.6,28610.0,0.18,49813.0,0.34,188156.0,0.31
財務成本淨額,39738.0,0.26,56386.0,0.35,93571.0,0.65,301608.0,0.5
採用權益法認列之關聯企業及合資損益之份額淨額,28113.0,0.19,39930.0,0.25,15467.0,0.11,112490.0,0.19
營業外收入及支出合計,130394.0,0.86,32715.0,0.2,13134.0,0.09,133612.0,0.22
稅前淨利（淨損）,1595672.0,10.5,1765193.0,10.88,717285.0,4.95,5320161.0,8.87
所得稅費用（利益）合計,306596.0,2.02,424858.0,2.62,171660.0,1.18,1309392.0,2.18
繼續營業單位本期淨利（淨損）,1289076.0,8.48,1340335.0,8.26,545625.0,3.76,4010769.0,6.69
停業單位損益,,,1340335.0,8.26,545625.0,3.76,4010769.0,6.69
停業單位損益合計,0.0,0.0,,,,,,
本期淨利（淨損）,1289076.0,8.48,-106181.0,-0.65,-57274.0,-0.39,99768.0,0.17
其他綜合損益(淨額),,,0.0,0.0,0.0,0.0,-153646.0,-0.26
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-34032.0,-0.22,-106181.0,-0.65,-57274.0,-0.39,1973.0,0.0
與不重分類之項目相關之所得稅,0.0,0.0,8173.0,0.05,75788.0,0.52,0.0,0.0
不重分類至損益之項目：,-34032.0,-0.22,0.0,0.0,0.0,0.0,-51905.0,-0.09
國外營運機構財務報表換算之兌換差額,93991.0,0.62,8173.0,0.05,75788.0,0.52,-11347.0,-0.02
與可能重分類之項目相關之所得稅,0.0,0.0,-98008.0,-0.6,18514.0,0.13,0.0,0.0
後續可能重分類至損益之項目：,93991.0,0.62,1242327.0,7.66,564139.0,3.89,-11347.0,-0.02
其他綜合損益（淨額）,59959.0,0.39,,,,,-63252.0,-0.11
本期綜合損益總額,1349035.0,8.88,1334722.0,8.23,542503.0,3.74,3947517.0,6.58
淨利（損）歸屬於：,,,5613.0,0.03,3122.0,0.02,,
母公司業主（淨利∕損）,1284853.0,8.46,1243993.0,7.67,559743.0,3.86,3994004.0,6.66
非控制權益（淨利∕損）,4223.0,0.03,-1666.0,-0.01,4396.0,0.03,16765.0,0.03
母公司業主（綜合損益）,1344228.0,8.85,,,,,3936864.0,6.56
非控制權益（綜合損益）,4807.0,0.03,1.83,,0.74,,10653.0,0.02
基本每股盈餘,,,1.83,,0.74,,,
繼續營業單位淨利（淨損）,1.76,,,,,,5.47,
基本每股盈餘,1.76,,1.82,,0.74,,,
稀釋每股盈餘,,,1.82,,0.74,,5.45,
繼續營業單位淨利（淨損）,1.75,,,,,,,
稀釋每股盈餘,1.75,,,,,,,
