民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,-9255.0,26116.0,,,,
本期稅前淨利（淨損）,-9255.0,26116.0,,,,
折舊費用,35904.0,36156.0,,,,
攤銷費用,4246.0,3841.0,,,,
呆帳費用提列（轉列收入）數,720.0,6183.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-1295.0,-2864.0,,,,
利息費用,16745.0,16165.0,,,,
利息收入,-902.0,-1246.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-33065.0,-46223.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,838.0,395.0,,,,
未實現銷貨利益（損失）,820.0,1107.0,,,,
已實現銷貨損失（利益）,-182.0,-410.0,,,,
其他項目,8320.0,297.0,,,,
收益費損項目合計,32149.0,13401.0,,,,
持有供交易之金融資產（增加）減少,-706.0,-553.0,,,,
應收票據（增加）減少,12995.0,7254.0,,,,
應收票據－關係人（增加）減少,-11312.0,56235.0,,,,
應收帳款（增加）減少,-51520.0,-36137.0,,,,
應收帳款－關係人（增加）減少,-28250.0,-2195.0,,,,
其他應收款（增加）減少,-7801.0,-5213.0,,,,
存貨（增加）減少,31213.0,5682.0,,,,
生物資產（增加）減少,-1131.0,-344.0,,,,
預付款項（增加）減少,250811.0,-231573.0,,,,
其他流動資產（增加）減少,1838.0,-22596.0,,,,
其他營業資產（增加）減少,3607.0,-5721.0,,,,
與營業活動相關之資產之淨變動合計,199744.0,-235161.0,,,,
持有供交易之金融負債增加（減少）,620.0,0.0,,,,
應付票據增加（減少）,33628.0,-71608.0,,,,
應付帳款增加（減少）,66661.0,141231.0,,,,
其他應付款增加（減少）,-79647.0,-6749.0,,,,
其他流動負債增加（減少）,16485.0,-39371.0,,,,
淨確定福利負債增加(減少),-1280.0,-5719.0,,,,
與營業活動相關之負債之淨變動合計,36467.0,17784.0,,,,
與營業活動相關之資產及負債之淨變動合計,236211.0,-217377.0,,,,
調整項目合計,268360.0,-203976.0,,,,
營運產生之現金流入（流出）,259105.0,-177860.0,,,,
收取之利息,902.0,1246.0,,,,
支付之利息,-14569.0,-13989.0,,,,
退還（支付）之所得稅,-238.0,-1886.0,,,,
營業活動之淨現金流入（流出）,245200.0,-192489.0,,,,
投資活動之現金流量,,,,,,
取得不動產、廠房及設備,-8114.0,-10511.0,,,,
處分不動產、廠房及設備,2492.0,4144.0,,,,
取得無形資產,-88.0,-16540.0,,,,
其他金融資產增加,62.0,-3148.0,,,,
預付設備款增加,0.0,-4937.0,,,,
投資活動之淨現金流入（流出）,-5648.0,-30992.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,2873944.0,1959498.0,,,,
短期借款減少,-3057539.0,-1918569.0,,,,
應付短期票券增加,1170000.0,10000.0,,,,
應付短期票券減少,-960000.0,0.0,,,,
舉借長期借款,0.0,270000.0,,,,
償還長期借款,-79748.0,-152000.0,,,,
其他非流動負債增加,6705.0,524.0,,,,
籌資活動之淨現金流入（流出）,-46638.0,169453.0,,,,
匯率變動對現金及約當現金之影響,-2914.0,-979.0,,,,
本期現金及約當現金增加（減少）數,190000.0,-55007.0,,,,
期初現金及約當現金餘額,486887.0,614191.0,,,,
期末現金及約當現金餘額,676887.0,559184.0,,,,
資產負債表帳列之現金及約當現金,676887.0,559184.0,,,,
