會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,6561635.0,15099191.0,18272994.0,19186223.0
本期稅前淨利（淨損）,6561635.0,15099191.0,18272994.0,19186223.0
折舊費用,470494.0,978453.0,1529287.0,2109917.0
攤銷費用,83250.0,167623.0,257359.0,350852.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-797.0,5964.0,4931.0,4664.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-898588.0,-1292427.0,-440555.0,136593.0
利息費用,280131.0,591579.0,887060.0,1215810.0
利息收入,-800.0,-18808.0,-39944.0,-86225.0
股利收入,50953.0,164073.0,-1197.0,-1197.0
股份基礎給付酬勞成本,451.0,-2055.0,0.0,0.0
採用權益法認列之關聯企業及合資損失（利益）之份額,27359.0,27359.0,197549.0,311237.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,79461.0,-1250.0,4759.0
不動產、廠房及設備轉列費用數,-799388.0,40980.0,27359.0,27359.0
處分待出售非流動資產損失（利益）,-786935.0,-664519.0,-37774.0,-37774.0
處分採用權益法之投資損失（利益）,-529666.0,77683.0,79461.0,79461.0
非金融資產減損損失,1833.0,-963113.0,1893835.0,1662913.0
未實現外幣兌換損失（利益）,-4320300.0,-1553.0,-2249763.0,-723704.0
其他項目,-80991.0,-2946321.0,-2150.0,-111601.0
收益費損項目合計,-3953242.0,-165849.0,2104208.0,4943064.0
應收票據（增加）減少,-224984.0,-6404.0,-16889.0,-13207.0
應收帳款（增加）減少,-37318.0,-8661340.0,-2155783.0,532115.0
其他應收款（增加）減少,-9144668.0,-332553.0,-12048.0,-330504.0
其他應收款－關係人（增加）減少,780838.0,-32422.0,-14892211.0,-6404.0
存貨（增加）減少,4452.0,-13109555.0,326048.0,-17327388.0
預付款項（增加）減少,7358.0,1039285.0,-30822.0,640790.0
其他流動資產（增加）減少,1400275.0,114944.0,-16781705.0,-3446.0
與營業活動相關之資產之淨變動合計,104926.0,21660.0,342364.0,-16508044.0
合約負債增加（減少）,175146.0,842180.0,31522.0,124752.0
應付票據增加（減少）,-10288.0,0.0,1050311.0,-17770.0
應付帳款增加（減少）,2462707.0,1050722.0,2129835.0,562944.0
其他應付款增加（減少）,-6681961.0,271007.0,208435.0,1295372.0
其他流動負債增加（減少）,-7468896.0,-9775.0,-20034.0,356573.0
淨確定福利負債增加(減少),-907261.0,3330023.0,3742433.0,-36073.0
與營業活動相關之負債之淨變動合計,-13651.0,-9779532.0,-13039272.0,2285798.0
與營業活動相關之資產及負債之淨變動合計,-920912.0,-9701849.0,-10935064.0,-14222246.0
調整項目合計,,5397342.0,7337930.0,-9279182.0
營運產生之現金流入（流出）,0.0,-3043125.0,-4259435.0,9907041.0
退還（支付）之所得稅,-169736.0,2354217.0,3078495.0,-5813230.0
營業活動之淨現金流入（流出）,-9073.0,,,4093811.0
投資活動之現金流量,7877.0,-562552.0,-69592.0,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,5624.0,30172.0,-296871.0
處分透過其他綜合損益按公允價值衡量之金融資產,-112573.0,0.0,0.0,32737.0
取得按攤銷後成本衡量之金融資產,24.0,1784975.0,3915627.0,0.0
處分按攤銷後成本衡量之金融資產,-24566.0,-23108.0,-45331.0,3899561.0
取得透過損益按公允價值衡量之金融資產,8315.0,7877.0,14251.0,-61618.0
處分透過損益按公允價值衡量之金融資產,-5275.0,-325563.0,-330463.0,36803.0
取得採用權益法之投資,34.0,670137.0,202305.0,-330464.0
預付投資款增加,-687276.0,0.0,0.0,0.0
對子公司之收購（扣除所取得之現金）,792.0,-1102972.0,-3099441.0,202305.0
處分子公司,-991457.0,5357.0,5855.0,0.0
取得不動產、廠房及設備,,-180398.0,-232108.0,-4160752.0
處分不動產、廠房及設備,7668261.0,111046.0,149955.0,72589.0
存出保證金增加,-6639737.0,-39617.0,-63275.0,-256869.0
存出保證金減少,3041235.0,7230.0,28228.0,202362.0
取得無形資產,-2020000.0,-4493.0,-85724.0,-50205.0
處分無形資產,2009805.0,-2886064.0,0.0,7232.0
取得投資性不動產,-1557082.0,18789.0,-4154114.0,-1073991.0
處分投資性不動產,0.0,-2513732.0,39919.0,0.0
其他非流動資產增加,-4856.0,,1197.0,-7414.0
其他非流動資產減少,-240127.0,24423204.0,-3692539.0,0.0
預付設備款增加,0.0,-22431377.0,,-4394768.0
收取之利息,0.0,6686927.0,38432025.0,86213.0
收取之股利,-258041.0,-5594999.0,-34816376.0,1197.0
投資活動之淨現金流入（流出）,9945.0,7948871.0,10532522.0,-6091953.0
籌資活動之現金流量,2009403.0,-5535844.0,-10575000.0,
短期借款增加,125782.0,-6152.0,15403090.0,48398559.0
短期借款減少,222816.0,-503740.0,-9056734.0,-44832837.0
應付短期票券增加,9331655.0,-110.0,-4161.0,13404202.0
應付短期票券減少,9554471.0,-784893.0,-749330.0,-13945000.0
舉借長期借款,9554471.0,-568131.0,-3184023.0,21821677.0
