會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,9554471.0,7.74,13171033.0,9.63,11978378.0,8.17,11234287.0,7.67
透過損益按公允價值衡量之金融資產－流動,1514264.0,1.23,1512127.0,1.11,895563.0,0.61,122249.0,0.08
透過其他綜合損益按公允價值衡量之金融資產－流動,76889.0,0.06,43772.0,0.03,29022.0,0.02,79240.0,0.05
按攤銷後成本衡量之金融資產－流動,6631353.0,5.38,4676400.0,3.42,2559928.0,1.75,2594949.0,1.77
避險之金融資產－流動,15760.0,0.01,59970.0,0.04,56970.0,0.04,44885.0,0.03
應收票據淨額,2046.0,0.0,28365.0,0.02,43701.0,0.03,40019.0,0.03
應收帳款淨額,11925467.0,9.67,11205898.0,8.19,11039349.0,7.53,8065531.0,5.51
其他應收款淨額,376574.0,0.31,560643.0,0.41,400444.0,0.27,725291.0,0.5
本期所得稅資產,216.0,0.0,189908.0,0.14,939177.0,0.64,1742653.0,1.19
存貨,55679680.0,45.13,62538123.0,45.73,71670701.0,48.86,72103060.0,49.24
預付款項,3023174.0,2.45,3119998.0,2.28,2462448.0,1.68,2118277.0,1.45
其他流動資產,68007.0,0.06,37459.0,0.03,110488.0,0.08,92619.0,0.06
流動資產合計,88867901.0,72.04,112089.0,0.08,102186169.0,69.67,83112.0,0.06
非流動資產,,,97255785.0,71.11,,,99046172.0,67.63
透過其他綜合損益按公允價值衡量之金融資產－非流動,667422.0,0.54,,,572281.0,0.39,,
按攤銷後成本衡量之金融資產－非流動,1336788.0,1.08,0.0,0.0,1464466.0,1.0,741799.0,0.51
避險之金融資產－非流動,617936.0,0.5,572281.0,0.42,1757087.0,1.2,1394676.0,0.95
採用權益法之投資,597893.0,0.48,1415767.0,1.04,798619.0,0.54,1595174.0,1.09
不動產、廠房及設備,14093804.0,11.42,1007173.0,0.74,18201697.0,12.41,650254.0,0.44
使用權資產,7248465.0,5.88,877304.0,0.64,7559463.0,5.15,20720236.0,14.15
無形資產,5955218.0,4.83,15838042.0,11.58,6644201.0,4.53,7300665.0,4.99
遞延所得稅資產,2345603.0,1.9,7298315.0,5.34,2281537.0,1.56,1067168.0,0.73
其他非流動資產,1634586.0,1.32,6432928.0,4.7,5215241.0,3.56,6082901.0,4.15
非流動資產合計,34497715.0,27.96,2140696.0,1.57,44494592.0,30.33,2684213.0,1.83
資產總額,123365616.0,100.0,3931254.0,2.87,146680761.0,100.0,5162828.0,3.53
流動負債,,,39513760.0,28.89,,,47399914.0,32.37
短期借款,11073496.0,8.98,136769545.0,100.0,13729377.0,9.36,146446086.0,100.0
應付短期票券,2393524.0,1.94,,,1339453.0,0.91,,
透過損益按公允價值衡量之金融負債－流動,629318.0,0.51,12139455.0,8.88,397749.0,0.27,13650609.0,9.32
避險之金融負債－流動,13870.0,0.01,2469024.0,1.81,0.0,0.0,889310.0,0.61
合約負債－流動,53658.0,0.04,177338.0,0.13,391570.0,0.27,182453.0,0.12
應付票據,106438.0,0.09,0.0,0.0,126690.0,0.09,0.0,0.0
應付帳款,3274146.0,2.65,164150.0,0.12,2920464.0,1.99,173958.0,0.12
應付帳款－關係人,392037.0,0.32,128445.0,0.09,563671.0,0.38,83868.0,0.06
其他應付款,2467592.0,2.0,2904242.0,2.12,4505896.0,3.07,2569320.0,1.75
本期所得稅負債,2188023.0,1.77,371762.0,0.27,1376244.0,0.94,427448.0,0.29
租賃負債－流動,942988.0,0.76,8431768.0,6.16,999564.0,0.68,3899554.0,2.66
其他流動負債,2513545.0,2.04,1332338.0,0.97,5813205.0,3.96,1595242.0,1.09
流動負債合計,26048635.0,21.11,93976.0,0.07,32163883.0,21.93,985981.0,0.67
非流動負債,,,958512.0,0.7,,,9962948.0,6.8
透過損益按公允價值衡量之金融負債－非流動,0.0,0.0,3796126.0,2.78,0.0,0.0,34420691.0,23.5
避險之金融負債－非流動,0.0,0.0,32967136.0,24.1,31692216.0,21.61,,
長期借款,26810589.0,21.73,,,1919773.0,1.31,200.0,0.0
遞延所得稅負債,1200261.0,0.97,139.0,0.0,7360185.0,5.02,0.0,0.0
租賃負債－非流動,6982915.0,5.66,0.0,0.0,222849.0,0.15,28987572.0,19.79
其他非流動負債,195059.0,0.16,28388717.0,20.76,41195023.0,28.08,1821441.0,1.24
非流動負債合計,35188824.0,28.52,1717910.0,1.26,73358906.0,50.01,7123761.0,4.86
負債總額,61237459.0,49.64,7065445.0,5.17,,,195226.0,0.13
歸屬於母公司業主之權益,,,211464.0,0.15,,,38128200.0,26.04
股本,,,37383675.0,27.33,20285505.0,13.83,72548891.0,49.54
普通股股本,20084659.0,16.28,70350811.0,51.44,0.0,0.0,,
股本合計,20084659.0,16.28,,,20285505.0,13.83,,
資本公積,,,,,,,20285505.0,13.85
資本公積合計,22993816.0,18.64,20084659.0,14.69,22817268.0,15.56,20285505.0,13.85
保留盈餘,,,200846.0,0.15,,,,
法定盈餘公積,2058958.0,1.67,20285505.0,14.83,3025798.0,2.06,22783377.0,15.56
特別盈餘公積,2108136.0,1.71,,,3883805.0,2.65,,
未分配盈餘（或待彌補虧損）,13977976.0,11.33,22633222.0,16.55,14368022.0,9.8,3025798.0,2.07
保留盈餘合計,18145070.0,14.71,,,21277625.0,14.51,3883805.0,2.65
其他權益,,,3025798.0,2.21,,,15024018.0,10.26
其他權益合計,-1519168.0,-1.23,3883805.0,2.84,4162503.0,2.84,21933621.0,14.98
庫藏股票,-4004953.0,-3.25,12873466.0,9.41,-4367477.0,-2.98,,
歸屬於母公司業主之權益合計,55699424.0,45.15,19783069.0,14.46,64175424.0,43.75,2733151.0,1.87
非控制權益,6428733.0,5.21,,,9146431.0,6.24,-4473674.0,-3.05
權益總額,62128157.0,50.36,174199.0,0.13,73321855.0,49.99,63261980.0,43.2
負債及權益總計,123365616.0,100.0,-4251919.0,-3.11,146680761.0,100.0,10635215.0,7.26
待註銷股本股數（單位：股）,0.0,,58624076.0,42.86,0.0,,73897195.0,50.46
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,7794658.0,5.7,241960000.0,,146446086.0,100.0
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,239561000.0,,66418734.0,48.56,,,0.0,
