會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-159733.0,-23658.0,47176.0,457578.0
本期稅前淨利（淨損）,-159733.0,-23658.0,47176.0,457578.0
折舊費用,52620.0,104240.0,156172.0,208202.0
攤銷費用,8661.0,18134.0,24094.0,30813.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-1784.0,-3309.0,-3731.0,-3197.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,11442.0,-24886.0,-79259.0,-18252.0
利息費用,4610.0,8559.0,12854.0,17576.0
利息收入,-3729.0,-8261.0,-14128.0,-24594.0
股利收入,28927.0,26990.0,-578.0,-578.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-1922.0,-4681.0,9298.0,-7177.0
處分投資損失（利益）,229865.0,132861.0,-6471.0,-10929.0
其他項目,328690.0,249647.0,204960.0,5712.0
收益費損項目合計,-30758.0,62335.0,303211.0,197576.0
強制透過損益按公允價值衡量之金融資產（增加）減少,1609.0,408.0,102933.0,22658.0
應收票據（增加）減少,33854.0,-2470.0,668.0,-377.0
應收帳款（增加）減少,8720.0,5756.0,-256066.0,-12021.0
應收帳款－關係人（增加）減少,2364.0,-15281.0,9458.0,5433.0
其他應收款（增加）減少,132258.0,-666438.0,13291.0,41601.0
存貨（增加）減少,-46527.0,-9860.0,0.0,-710107.0
預付款項（增加）減少,-47181.0,-32776.0,-922471.0,103908.0
其他流動資產（增加）減少,-29414.0,-19051.0,20306.0,-57915.0
其他營業資產（增加）減少,24925.0,-677377.0,-33812.0,-40663.0
與營業活動相關之資產之淨變動合計,100751.0,74827.0,-24661.0,-647483.0
合約負債增加（減少）,0.0,162.0,-1090354.0,-25758.0
應付票據增加（減少）,-416823.0,-106700.0,94246.0,2045.0
應付帳款增加（減少）,246025.0,360107.0,2206.0,-138003.0
應付帳款－關係人增加（減少）,-3534.0,86033.0,10713.0,448256.0
其他應付款增加（減少）,-3747.0,-6360.0,619660.0,-27022.0
負債準備增加（減少）,-33747.0,-48872.0,44925.0,-14867.0
其他流動負債增加（減少）,13070.0,4719.0,-12209.0,27180.0
其他營業負債增加（減少）,-98005.0,363916.0,-11032.0,37054.0
與營業活動相關之負債之淨變動合計,-73080.0,-313461.0,6546.0,308885.0
與營業活動相關之資產及負債之淨變動合計,255610.0,-63814.0,755055.0,-338598.0
調整項目合計,95877.0,-87472.0,-335299.0,-141022.0
營運產生之現金流入（流出）,3497.0,7934.0,-32088.0,316556.0
收取之利息,-9407.0,-13076.0,15088.0,24221.0
收取之股利,-32237.0,-56420.0,13770.0,578.0
支付之利息,57730.0,-149034.0,578.0,-22261.0
退還（支付）之所得稅,,,-17527.0,-125914.0
營業活動之淨現金流入（流出）,0.0,0.0,-92847.0,193180.0
投資活動之現金流量,-4907.0,-26633.0,-80938.0,
處分透過其他綜合損益按公允價值衡量之金融資產,4806.0,49.0,,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,-8315.0,4584.0,578.0,578.0
取得採用權益法之投資,-6161.0,-21809.0,0.0,0.0
取得不動產、廠房及設備,-14577.0,-3954.0,-35881.0,-57259.0
處分不動產、廠房及設備,,-47763.0,0.0,0.0
存出保證金減少,-2650.0,,124.0,-14773.0
其他應收款增加,-36312.0,-5068.0,-30605.0,0.0
取得無形資產,-38962.0,-69823.0,201810.0,-43975.0
其他投資活動,62660.0,-74891.0,136026.0,208082.0
投資活動之淨現金流入（流出）,66851.0,624952.0,,92653.0
籌資活動之現金流量,2195080.0,353264.0,180000.0,
存入保證金增加,2261931.0,2195080.0,2094.0,-3830.0
租賃本金償還,2261931.0,2548344.0,-93536.0,-150693.0
