會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,188573.0,4.04,110507.0,2.4,305811.0,6.87,311144.0,6.92
透過損益按公允價值衡量之金融資產－流動,14950.0,0.32,12481.0,0.27,9369.0,0.21,15638.0,0.35
按攤銷後成本衡量之金融資產－流動,213500.0,4.57,218000.0,4.73,19600.0,0.44,19000.0,0.42
合約資產－流動,13232.0,0.28,10399.0,0.23,10368.0,0.23,11617.0,0.26
應收帳款淨額,36254.0,0.78,32098.0,0.7,24845.0,0.56,21637.0,0.48
應收帳款－關係人淨額,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他應收款淨額,10608.0,0.23,15520.0,0.34,1323.0,0.03,55648.0,1.24
本期所得稅資產,24.0,0.0,24.0,0.0,96.0,0.0,421.0,0.01
存貨,647406.0,13.85,647406.0,14.04,647406.0,14.55,647406.0,14.41
預付款項,1961.0,0.04,2538.0,0.06,4476.0,0.1,3988.0,0.09
待出售非流動資產（或處分群組）淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流動資產,4773.0,0.1,8.0,0.0,75.0,0.0,5.0,0.0
流動資產合計,1131404.0,24.21,1048981.0,22.75,1023369.0,22.99,1086504.0,24.18
非流動資產,,,,,,,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,3119819.0,66.76,3133047.0,67.94,2997337.0,67.34,3044936.0,67.76
不動產、廠房及設備,85132.0,1.82,5000.0,0.11,83384.0,1.87,35768.0,0.8
使用權資產,46900.0,1.0,84188.0,1.83,38639.0,0.87,39405.0,0.88
無形資產,79308.0,1.7,41799.0,0.91,76694.0,1.72,74395.0,1.66
遞延所得稅資產,149690.0,3.2,77548.0,1.68,170430.0,3.83,153410.0,3.41
其他非流動資產,60931.0,1.3,149817.0,3.25,61070.0,1.37,59183.0,1.32
非流動資產合計,3541780.0,75.79,71031.0,1.54,3427554.0,77.01,3407097.0,75.82
資產總額,4673184.0,100.0,3562430.0,77.25,4450923.0,100.0,4493601.0,100.0
流動負債,,,4611411.0,100.0,,,,
短期借款,58000.0,1.24,,,0.0,0.0,0.0,0.0
應付短期票券,9999.0,0.21,0.0,0.0,23798.0,0.53,22143.0,0.49
合約負債－流動,22471.0,0.48,39988.0,0.87,255.0,0.01,24.0,0.0
應付票據,20.0,0.0,25863.0,0.56,5999.0,0.13,7743.0,0.17
應付帳款,3896.0,0.08,25.0,0.0,0.0,0.0,0.0,0.0
應付帳款－關係人,0.0,0.0,4223.0,0.09,31716.0,0.71,38865.0,0.86
其他應付款,34878.0,0.75,0.0,0.0,599.0,0.01,169.0,0.0
其他應付款項－關係人,0.0,0.0,41767.0,0.91,268.0,0.01,114.0,0.0
本期所得稅負債,4257.0,0.09,1282.0,0.03,12206.0,0.27,14056.0,0.31
負債準備－流動,576.0,0.01,422.0,0.01,2484.0,0.06,16134.0,0.36
租賃負債－流動,13267.0,0.28,12094.0,0.26,77325.0,1.74,99248.0,2.21
其他流動負債,11662.0,0.25,2145.0,0.05,,,,
流動負債合計,159026.0,3.4,127809.0,2.77,156.0,0.0,0.0,0.0
非流動負債,,,,,563707.0,12.66,564541.0,12.56
