會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,50998.0,0.61,87405.0,1.18,75079.0,1.14,140628.0,1.93
應收帳款淨額,300010.0,3.6,307072.0,4.13,99644.0,1.51,82673.0,1.13
其他應收款淨額,121459.0,1.46,421602.0,5.68,110154.0,1.67,111965.0,1.54
存貨,20183.0,0.24,42611.0,0.57,63930.0,0.97,65187.0,0.89
預付款項,266.0,0.0,180.0,0.0,1622.0,0.02,1544.0,0.02
流動資產合計,492916.0,5.91,0.0,0.0,0.0,0.0,208.0,0.0
非流動資產,,,858870.0,11.56,350429.0,5.32,402205.0,5.52
透過損益按公允價值衡量之金融資產－非流動,171887.0,2.06,,,,,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,5636032.0,67.58,218837.0,2.95,234813.0,3.57,227755.0,3.13
採用權益法之投資,1124573.0,13.48,4442378.0,59.8,3876174.0,58.86,4473220.0,61.4
不動產、廠房及設備,37166.0,0.45,994340.0,13.39,1209718.0,18.37,1268334.0,17.41
使用權資產,3996.0,0.05,37166.0,0.5,37166.0,0.56,37166.0,0.51
投資性不動產淨額,872022.0,10.46,3762.0,0.05,3527.0,0.05,3293.0,0.05
其他非流動資產,900.0,0.01,872022.0,11.74,872715.0,13.25,872715.0,11.98
非流動資產合計,7846576.0,94.09,900.0,0.01,900.0,0.01,900.0,0.01
資產總額,8339492.0,100.0,6569405.0,88.44,6235013.0,94.68,6883383.0,94.48
流動負債,,,7428275.0,100.0,6585442.0,100.0,7285588.0,100.0
短期借款,780000.0,9.35,,,,,,
應付短期票券,299687.0,3.59,1352000.0,18.2,1210000.0,18.37,1235000.0,16.95
應付帳款－關係人,800439.0,9.6,549727.0,7.4,449639.0,6.83,599197.0,8.22
其他應付款,56733.0,0.68,46257.0,0.62,152125.0,2.31,70942.0,0.97
本期所得稅負債,13243.0,0.16,157002.0,2.11,31576.0,0.48,30850.0,0.42
負債準備－流動,72.0,0.0,15360.0,0.21,17037.0,0.26,17247.0,0.24
租賃負債－流動,923.0,0.01,72.0,0.0,72.0,0.0,72.0,0.0
其他流動負債,31933.0,0.38,926.0,0.01,706.0,0.01,932.0,0.01
流動負債合計,1983030.0,23.78,4734.0,0.06,5718.0,0.09,62659.0,0.86
非流動負債,,,2126078.0,28.62,1866873.0,28.35,2016899.0,27.68
遞延所得稅負債,156706.0,1.88,,,,,,
租賃負債－非流動,3091.0,0.04,164808.0,2.22,171749.0,2.61,53160.0,0.73
其他非流動負債,166785.0,2.0,2858.0,0.04,2848.0,0.04,170662.0,2.34
非流動負債合計,326582.0,3.92,165081.0,2.22,164889.0,2.5,2391.0,0.03
負債總額,2309612.0,27.69,332747.0,4.48,339486.0,5.16,164698.0,2.26
股本,,,2458825.0,33.1,2206359.0,33.5,390911.0,5.37
普通股股本,1510000.0,18.11,,,,,2407810.0,33.05
股本合計,1510000.0,18.11,1510000.0,20.33,1510000.0,22.93,,
資本公積,,,1510000.0,20.33,1510000.0,22.93,1510000.0,20.73
資本公積合計,7052.0,0.08,,,,,1510000.0,20.73
保留盈餘,,,7052.0,0.09,7052.0,0.11,,
法定盈餘公積,254756.0,3.05,,,,,7052.0,0.1
特別盈餘公積,97293.0,1.17,274015.0,3.69,274015.0,4.16,,
未分配盈餘（或待彌補虧損）,2000589.0,23.99,97293.0,1.31,97293.0,1.48,274015.0,3.76
保留盈餘合計,2352638.0,28.21,2254533.0,30.35,2318032.0,35.2,97293.0,1.34
其他權益,,,2625841.0,35.35,2689340.0,40.84,2290726.0,31.44
國外營運機構財務報表換算之兌換差額,10800.0,0.13,,,,,2662034.0,36.54
透過其他綜合損益按公允價值衡量之金融資產未實現評價損益,2149390.0,25.77,3233.0,0.04,-948.0,-0.01,,
其他權益合計,2160190.0,25.9,823324.0,11.08,173639.0,2.64,-1413.0,-0.02
權益總額,6029880.0,72.31,826557.0,11.13,172691.0,2.62,700105.0,9.61
負債及權益總計,8339492.0,100.0,4969450.0,66.9,4379083.0,66.5,698692.0,9.59
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,7428275.0,100.0,6585442.0,100.0,4877778.0,66.95
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,0.0,,7285588.0,100.0
