會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,96562.0,237506.0,314309.0,437960.0
本期稅前淨利（淨損）,96562.0,237506.0,314309.0,437960.0
折舊費用,93848.0,202733.0,318508.0,433736.0
攤銷費用,1234.0,2664.0,4204.0,5729.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,37.0,-140.0,-115.0,136.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,4922.0,2010.0,1742.0,2103.0
利息費用,1792.0,3711.0,5725.0,7913.0
利息收入,-3758.0,-7636.0,-12952.0,-22120.0
處分及報廢不動產、廠房及設備損失（利益）,279.0,704.0,798.0,762.0
非金融資產減損迴轉利益,7458.0,16041.0,0.0,-634.0
其他項目,105812.0,220087.0,10939.0,-3125.0
收益費損項目合計,-88360.0,-78697.0,328849.0,424500.0
應收帳款（增加）減少,-9060.0,15784.0,21286.0,-275156.0
其他應收款（增加）減少,34681.0,60805.0,11333.0,15547.0
存貨（增加）減少,-17205.0,-45643.0,27868.0,157631.0
預付款項（增加）減少,-79944.0,-47751.0,-29029.0,-35068.0
與營業活動相關之資產之淨變動合計,-17315.0,21033.0,31458.0,-137046.0
合約負債增加（減少）,-883.0,810.0,12842.0,-2813.0
應付票據增加（減少）,21564.0,46189.0,325.0,63.0
應付帳款增加（減少）,8422.0,-31387.0,64857.0,55574.0
其他應付款增加（減少）,-519.0,0.0,-11967.0,63671.0
預收款項增加（減少）,11269.0,-1038.0,0.0,-1740.0
淨確定福利負債增加(減少),-68675.0,35607.0,-1557.0,-2069.0
與營業活動相關之負債之淨變動合計,37137.0,-12144.0,64500.0,112686.0
與營業活動相關之資產及負債之淨變動合計,133699.0,207943.0,95958.0,-24360.0
調整項目合計,3360.0,445449.0,424807.0,400140.0
營運產生之現金流入（流出）,-1792.0,6431.0,739116.0,838100.0
收取之利息,-59.0,-3711.0,11624.0,21087.0
支付之利息,135208.0,-75099.0,-5586.0,-7889.0
退還（支付）之所得稅,,373070.0,-76688.0,-77507.0
營業活動之淨現金流入（流出）,0.0,,668466.0,773791.0
投資活動之現金流量,-44149.0,0.0,,
處分透過其他綜合損益按公允價值衡量之金融資產,44149.0,-44149.0,0.0,0.0
取得按攤銷後成本衡量之金融資產,-12879.0,44149.0,-44149.0,-44149.0
處分按攤銷後成本衡量之金融資產,0.0,-36481.0,44149.0,44149.0
取得不動產、廠房及設備,-96.0,0.0,-47232.0,-44724.0
處分不動產、廠房及設備,-2693.0,-104.0,232.0,291.0
存出保證金增加,-1942.0,-5672.0,-24.0,-32.0
存出保證金減少,-61570.0,-1665.0,0.0,0.0
取得無形資產,-79180.0,-87723.0,-5950.0,-6760.0
其他金融資產增加,,-131645.0,-2158.0,-3833.0
預付設備款增加,17161.0,,-1670.0,-198560.0
投資活動之淨現金流入（流出）,1881.0,23064.0,-115023.0,-253618.0
籌資活動之現金流量,-2788.0,0.0,-171825.0,
短期借款增加,16254.0,-1746.0,,77219.0
短期借款減少,12966.0,-5584.0,48556.0,0.0
存入保證金增加,85248.0,15734.0,0.0,0.0
存入保證金減少,4080921.0,7380.0,0.0,-1303.0
租賃本金償還,4166169.0,264539.0,-1746.0,-11188.0
發放現金股利,4166169.0,4080921.0,-8388.0,-379555.0
