會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,737939.0,100.0,805538.0,100.0,704716.0,100.0,3264045.0,100.0
營業成本合計,440399.0,59.68,459665.0,57.06,464272.0,65.88,2013273.0,61.68
營業毛利（毛損）,297540.0,40.32,345873.0,42.94,240444.0,34.12,1250772.0,38.32
營業毛利（毛損）淨額,297540.0,40.32,345873.0,42.94,240444.0,34.12,1250772.0,38.32
營業費用,,,,,,,,
推銷費用,34602.0,4.69,43923.0,5.45,35478.0,5.03,167343.0,5.13
管理費用,125390.0,16.99,100499.0,12.48,87042.0,12.35,406532.0,12.45
研究發展費用,49081.0,6.65,67103.0,8.33,60873.0,8.64,271264.0,8.31
預期信用減損損失（利益）,37.0,0.01,-177.0,-0.02,25.0,0.0,136.0,0.0
營業費用合計,209110.0,28.34,211348.0,26.24,183418.0,26.03,845275.0,25.9
營業利益（損失）,88430.0,11.98,134525.0,16.7,57026.0,8.09,405497.0,12.42
營業外收入及支出,,,,,,,,
利息收入,3758.0,0.51,3878.0,0.48,5316.0,0.75,22120.0,0.68
其他收入,3072.0,0.42,3317.0,0.41,2573.0,0.37,16574.0,0.51
其他利益及損失淨額,3094.0,0.42,1143.0,0.14,13902.0,1.97,1682.0,0.05
財務成本淨額,1792.0,0.24,1919.0,0.24,2014.0,0.29,7913.0,0.24
營業外收入及支出合計,8132.0,1.1,6419.0,0.8,19777.0,2.81,32463.0,0.99
稅前淨利（淨損）,96562.0,13.09,140944.0,17.5,76803.0,10.9,437960.0,13.42
所得稅費用（利益）合計,19316.0,2.62,27109.0,3.37,16240.0,2.3,84744.0,2.6
繼續營業單位本期淨利（淨損）,77246.0,10.47,113835.0,14.13,60563.0,8.59,353216.0,10.82
本期淨利（淨損）,77246.0,10.47,113835.0,14.13,60563.0,8.59,353216.0,10.82
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-8575.0,-1.16,37919.0,4.71,-56611.0,-8.03,2986.0,0.09
不重分類至損益之項目：,-8575.0,-1.16,37919.0,4.71,-56611.0,-8.03,-73180.0,-2.24
國外營運機構財務報表換算之兌換差額,59891.0,8.12,-29063.0,-3.61,9008.0,1.28,597.0,0.02
後續可能重分類至損益之項目：,59891.0,8.12,-29063.0,-3.61,9008.0,1.28,-70791.0,-2.17
其他綜合損益（淨額）,51316.0,6.95,8856.0,1.1,-47603.0,-6.75,36129.0,1.11
本期綜合損益總額,128562.0,17.42,122691.0,15.23,12960.0,1.84,36129.0,1.11
淨利（損）歸屬於：,,,,,,,-34662.0,-1.06
母公司業主（淨利∕損）,77246.0,10.47,113835.0,14.13,60563.0,8.59,318554.0,9.76
母公司業主（綜合損益）,128562.0,17.42,122691.0,15.23,12960.0,1.84,,
基本每股盈餘,,,,,,,353216.0,10.82
繼續營業單位淨利（淨損）,0.1,,0.14,,0.08,,318554.0,9.76
基本每股盈餘,0.1,,0.14,,0.08,,,
稀釋每股盈餘,,,,,,,0.45,
繼續營業單位淨利（淨損）,0.1,,0.14,,0.08,,0.45,
稀釋每股盈餘,0.1,,0.14,,0.08,,,
