會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,5868.0,47444.0,82462.0,37769.0
本期稅前淨利（淨損）,5868.0,47444.0,82462.0,37769.0
折舊費用,21039.0,41995.0,62637.0,83076.0
攤銷費用,35.0,70.0,105.0,139.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,2331.0,4678.0,14063.0,29156.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,193.0,1392.0,3539.0,4016.0
利息費用,2637.0,4450.0,7649.0,11165.0
利息收入,-2181.0,-4617.0,-6731.0,-9583.0
股利收入,-354.0,-25838.0,-1358.0,-1358.0
處分及報廢不動產、廠房及設備損失（利益）,-179.0,-389.0,-26457.0,-26611.0
處分投資損失（利益）,-1475.0,0.0,-389.0,-389.0
非金融資產減損損失,22046.0,-3813.0,1390.0,0.0
非金融資產減損迴轉利益,558.0,17928.0,0.0,-3772.0
其他項目,735.0,-911.0,54448.0,0.0
收益費損項目合計,19189.0,-1623.0,-1539.0,85839.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-39483.0,-6216.0,-2302.0,-2577.0
合約資產（增加）減少,-6922.0,-91381.0,-37575.0,-5633.0
應收票據（增加）減少,-50198.0,-10634.0,-173541.0,-32846.0
應收帳款（增加）減少,25532.0,-156451.0,-11048.0,-92922.0
其他應收款（增加）減少,-50589.0,-43756.0,-184438.0,-9571.0
存貨（增加）減少,-3981.0,-310972.0,-25985.0,-150837.0
其他流動資產（增加）減少,-8925.0,-1404.0,-436428.0,23809.0
與營業活動相關之資產之淨變動合計,94233.0,14019.0,6572.0,-270577.0
合約負債增加（減少）,1919.0,140813.0,14313.0,2134.0
應付票據增加（減少）,3195.0,9821.0,75880.0,-10180.0
應付帳款增加（減少）,-689.0,2197.0,15456.0,91961.0
其他應付款增加（減少）,85752.0,-1350.0,16533.0,11527.0
其他流動負債增加（減少）,35163.0,164096.0,-2062.0,5534.0
淨確定福利負債增加(減少),57209.0,-146876.0,126692.0,-2653.0
與營業活動相關之負債之淨變動合計,63077.0,-128948.0,-309736.0,98323.0
與營業活動相關之資產及負債之淨變動合計,11471.0,-81504.0,-255288.0,-172254.0
調整項目合計,74548.0,8269.0,-172826.0,-86415.0
營運產生之現金流入（流出）,,-73235.0,1357.0,-48646.0
退還（支付）之所得稅,11528.0,,-171469.0,-618.0
營業活動之淨現金流入（流出）,-55736.0,-60356.0,,-49264.0
投資活動之現金流量,447.0,0.0,-62717.0,
取得按攤銷後成本衡量之金融資產,-590.0,-95043.0,0.0,-23695.0
處分按攤銷後成本衡量之金融資產,0.0,31895.0,-157420.0,0.0
取得不動產、廠房及設備,-4109.0,-619.0,33268.0,-236397.0
處分不動產、廠房及設備,688.0,0.0,-603.0,33631.0
存出保證金增加,-47772.0,124.0,0.0,-2028.0
存出保證金減少,,3600.0,4536.0,0.0
其他非流動資產減少,0.0,-120399.0,5933.0,15464.0
收取之利息,-122548.0,,1358.0,8276.0
收取之股利,50000.0,0.0,-175645.0,1358.0
投資活動之淨現金流入（流出）,-10000.0,-25009.0,,-203391.0
籌資活動之現金流量,0.0,50000.0,102868.0,
短期借款增加,-1351.0,-20000.0,50000.0,78874.0
應付短期票券減少,-2772.0,3105.0,0.0,0.0
舉借長期借款,-151.0,0.0,-30000.0,170000.0
償還長期借款,-86822.0,-2341.0,3145.0,-40000.0
存入保證金增加,40774.0,-3740.0,-4313.0,3086.0
存入保證金減少,-19272.0,-151.0,-41760.0,0.0
租賃本金償還,676684.0,1864.0,-7362.0,-4678.0
發放現金股利,657412.0,33098.0,-151.0,-41760.0
支付之利息,657412.0,-158672.0,72427.0,-8753.0
