會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,3869542.0,10.65,3396235.0,9.72,2650629.0,6.91,3531554.0,9.09
透過損益按公允價值衡量之金融資產－流動,0.0,0.0,0.0,0.0,0.0,0.0,8746.0,0.02
合約資產－流動,45674.0,0.13,1338.0,0.0,47786.0,0.12,43325.0,0.11
應收票據淨額,77253.0,0.21,62649.0,0.18,90163.0,0.24,85444.0,0.22
應收帳款淨額,6744001.0,18.57,64667.0,0.19,7222037.0,18.84,8692416.0,22.37
其他應收款淨額,412112.0,1.13,5673034.0,16.24,803245.0,2.1,1167768.0,3.0
存貨,11698003.0,32.21,458277.0,1.31,12994705.0,33.9,11808413.0,30.38
預付款項,929728.0,2.56,11292256.0,32.33,987562.0,2.58,925837.0,2.38
其他流動資產,101068.0,0.28,981928.0,2.81,73997.0,0.19,155938.0,0.4
流動資產合計,23877381.0,65.74,130319.0,0.37,24870124.0,64.87,26419441.0,67.98
非流動資產,,,22060703.0,63.16,,,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,9979.0,0.03,,,9340.0,0.02,7444.0,0.02
不動產、廠房及設備,4298791.0,11.84,9465.0,0.03,4478933.0,11.68,4494351.0,11.56
使用權資產,1974835.0,5.44,4328026.0,12.39,2158085.0,5.63,2209517.0,5.68
投資性不動產淨額,39099.0,0.11,2095624.0,6.0,36283.0,0.09,38200.0,0.1
無形資產,2826494.0,7.78,36129.0,0.1,2890932.0,7.54,2857429.0,7.35
遞延所得稅資產,1959327.0,5.39,2838845.0,8.13,2536681.0,6.62,2139856.0,5.51
其他非流動資產,1335710.0,3.68,2220161.0,6.36,1355883.0,3.54,699706.0,1.8
非流動資產合計,12444235.0,34.26,1337789.0,3.83,13466137.0,35.13,12446503.0,32.02
資產總額,36321616.0,100.0,12866039.0,36.84,38336261.0,100.0,38865944.0,100.0
流動負債,,,34926742.0,100.0,,,,
短期借款,8692273.0,23.93,,,9172632.0,23.93,12277783.0,31.59
應付短期票券,4247917.0,11.7,8545007.0,24.47,4196268.0,10.95,849648.0,2.19
透過損益按公允價值衡量之金融負債－流動,64676.0,0.18,4197266.0,12.02,18046.0,0.05,879.0,0.0
合約負債－流動,795228.0,2.19,1204.0,0.0,791286.0,2.06,830872.0,2.14
應付票據,387467.0,1.07,892300.0,2.55,388605.0,1.01,466946.0,1.2
應付帳款,3520289.0,9.69,288367.0,0.83,4893486.0,12.76,4290595.0,11.04
其他應付款,2612378.0,7.19,2887932.0,8.27,2878865.0,7.51,3567656.0,9.18
本期所得稅負債,383982.0,1.06,2703431.0,7.74,490580.0,1.28,708784.0,1.82
租賃負債－流動,530835.0,1.46,354471.0,1.01,591066.0,1.54,607062.0,1.56
其他流動負債,1223197.0,3.37,481764.0,1.38,1219831.0,3.18,1199365.0,3.09
流動負債合計,22458242.0,61.83,1153723.0,3.3,24640665.0,64.28,24799590.0,63.81
非流動負債,,,21505465.0,61.57,,,,
應付公司債,2000000.0,5.51,,,2000000.0,5.22,2000000.0,5.15
長期借款,268395.0,0.74,2000000.0,5.73,419238.0,1.09,446964.0,1.15
負債準備－非流動,338652.0,0.93,349922.0,1.0,282793.0,0.74,263069.0,0.68
遞延所得稅負債,224123.0,0.62,315959.0,0.9,433011.0,1.13,167017.0,0.43
租賃負債－非流動,1055049.0,2.9,304558.0,0.87,1190616.0,3.11,1245219.0,3.2
其他非流動負債,280302.0,0.77,1236007.0,3.54,299822.0,0.78,461805.0,1.19
非流動負債合計,4166521.0,11.47,285692.0,0.82,4625480.0,12.07,4584074.0,11.79
負債總額,26624763.0,73.3,4492138.0,12.86,29266145.0,76.34,29383664.0,75.6
歸屬於母公司業主之權益,,,25997603.0,74.43,,,,
股本,,,,,,,,
普通股股本,3036166.0,8.36,,,3036166.0,7.92,3036166.0,7.81
股本合計,3036166.0,8.36,3036166.0,8.69,3036166.0,7.92,3036166.0,7.81
資本公積,,,3036166.0,8.69,,,,
資本公積合計,59979.0,0.17,,,59979.0,0.16,431446.0,1.11
保留盈餘,,,59979.0,0.17,,,,
法定盈餘公積,1509898.0,4.16,,,1512423.0,3.95,1512422.0,3.89
特別盈餘公積,1385492.0,3.81,1512423.0,4.33,1942009.0,5.07,1942009.0,5.0
未分配盈餘（或待彌補虧損）,4586209.0,12.63,1942009.0,5.56,3688768.0,9.62,4226611.0,10.87
保留盈餘合計,7481599.0,20.6,3465593.0,9.92,7143200.0,18.63,7681042.0,19.76
其他權益,,,6920025.0,19.81,,,,
其他權益合計,-1671905.0,-4.6,,,-1732343.0,-4.52,-1620071.0,-4.17
庫藏股票,-73872.0,-0.2,-1844783.0,-5.28,-73872.0,-0.19,-53612.0,-0.14
歸屬於母公司業主之權益合計,8831967.0,24.32,-73872.0,-0.21,8433130.0,22.0,9474971.0,24.38
非控制權益,864886.0,2.38,8097515.0,23.18,636986.0,1.66,7309.0,0.02
權益總額,9696853.0,26.7,831624.0,2.38,9070116.0,23.66,9482280.0,24.4
負債及權益總計,36321616.0,100.0,8929139.0,25.57,38336261.0,100.0,38865944.0,100.0
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,34926742.0,100.0,0.0,,0.0,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,1028000.0,,0.0,,1028000.0,,695000.0,
