會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,101150.0,-436935.0,-426642.0,303606.0
本期稅前淨利（淨損）,101150.0,-436935.0,-426642.0,303606.0
折舊費用,255953.0,528005.0,846121.0,1124453.0
攤銷費用,20254.0,40560.0,60950.0,82127.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-8554.0,4029.0,20505.0,18404.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,72827.0,9355.0,26197.0,284.0
利息費用,43366.0,94255.0,172640.0,256180.0
利息收入,-42384.0,-76587.0,-119746.0,-165172.0
股份基礎給付酬勞成本,-3256.0,0.0,0.0,0.0
處分及報廢不動產、廠房及設備損失（利益）,1348.0,-1807.0,-2797.0,2384.0
處分無形資產損失（利益）,339554.0,1383.0,1383.0,157.0
收益費損項目合計,11278.0,599193.0,1005253.0,1318817.0
合約資產（增加）減少,-794.0,-5697.0,9166.0,13627.0
應收票據（增加）減少,777694.0,11792.0,-13704.0,-8985.0
應收帳款（增加）減少,81187.0,1843727.0,273492.0,-1193762.0
其他應收款（增加）減少,-23770.0,35022.0,-309946.0,-674469.0
存貨（增加）減少,-21717.0,381977.0,-1320472.0,-134180.0
預付款項（增加）減少,-3613.0,-73917.0,-79551.0,-17826.0
其他流動資產（增加）減少,-41336.0,-32864.0,23458.0,-58483.0
其他營業資產（增加）減少,778929.0,-124014.0,-160977.0,286748.0
與營業活動相關之資產之淨變動合計,-8407.0,2036026.0,-1578534.0,-1787330.0
合約負債增加（減少）,-12990.0,88665.0,-12349.0,27237.0
應付票據增加（減少）,-658398.0,-112090.0,-11852.0,66489.0
應付帳款增加（減少）,-453295.0,-1290755.0,714799.0,111908.0
其他應付款增加（減少）,18721.0,-517490.0,-329809.0,505021.0
負債準備增加（減少）,-19465.0,-3972.0,-37138.0,-56862.0
其他流動負債增加（減少）,-10000.0,-27598.0,25361.0,-57401.0
淨確定福利負債增加(減少),32759.0,-10000.0,-10000.0,-12065.0
其他營業負債增加（減少）,-1111075.0,38149.0,52279.0,220066.0
與營業活動相關之負債之淨變動合計,-332146.0,-1835091.0,391291.0,804393.0
與營業活動相關之資產及負債之淨變動合計,7408.0,200935.0,-1187243.0,-982937.0
調整項目合計,108558.0,800128.0,-181990.0,335880.0
營運產生之現金流入（流出）,42384.0,363193.0,-608632.0,639486.0
收取之利息,-29821.0,76587.0,119746.0,165172.0
支付之利息,-48345.0,-69605.0,-150263.0,-222813.0
退還（支付）之所得稅,72776.0,-65868.0,-127506.0,-189392.0
營業活動之淨現金流入（流出）,,304307.0,-766655.0,392453.0
投資活動之現金流量,-166483.0,,,
對子公司之收購（扣除所取得之現金）,6933.0,-1338.0,-447341.0,-251440.0
取得不動產、廠房及設備,-3521.0,-283680.0,18617.0,-407775.0
處分不動產、廠房及設備,146.0,13496.0,-12481.0,24017.0
取得無形資產,-162925.0,-5410.0,414.0,-33078.0
處分無形資產,,283.0,-440791.0,0.0
處分投資性不動產,8335478.0,-276649.0,,548.0
投資活動之淨現金流入（流出）,-7243041.0,,28582454.0,-667728.0
籌資活動之現金流量,192109.0,18625175.0,-27001295.0,
短期借款增加,1379568.0,-17690725.0,123335.0,47931445.0
短期借款減少,-1301830.0,134307.0,1568180.0,-43254385.0
應付短期票券減少,-144515.0,1479730.0,-1385334.0,-3229020.0
舉借長期借款,-33883.0,-1380457.0,-434711.0,1610985.0
償還長期借款,1183886.0,-319059.0,-33883.0,-1338156.0
租賃本金償還,160728.0,-33883.0,1418746.0,-582516.0
發放現金股利,1254465.0,815088.0,-175748.0,-151294.0
員工執行認股權,2615077.0,-61588.0,35552.0,20260.0
非控制權益變動,3869542.0,781158.0,2615077.0,-160795.0
籌資活動之淨現金流入（流出）,3869542.0,2615077.0,2650629.0,846524.0
