會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,9501.0,21730.0,35167.0,41080.0
本期稅前淨利（淨損）,9501.0,21730.0,35167.0,41080.0
折舊費用,5882.0,11761.0,17605.0,23553.0
攤銷費用,660.0,1270.0,1879.0,2565.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,87.0,-74.0,-98.0,-62.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-593.0,-1313.0,-1585.0,-1699.0
利息費用,5350.0,11351.0,17668.0,24106.0
利息收入,-264.0,-811.0,-2149.0,-4838.0
股利收入,-32.0,-14580.0,-14748.0,-14747.0
採用權益法認列之關聯企業及合資損失（利益）之份額,11090.0,-466.0,-1063.0,-2627.0
處分及報廢不動產、廠房及設備損失（利益）,3.0,4.0,4.0,4.0
處分投資損失（利益）,19325.0,-32.0,-32.0,-80.0
其他項目,48.0,7110.0,17481.0,-32.0
收益費損項目合計,-2598.0,-7996.0,46834.0,26143.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-453.0,9427.0,13388.0,64842.0
應收票據（增加）減少,144.0,-11.0,109.0,24740.0
應收票據－關係人（增加）減少,10214.0,5052.0,18304.0,-2111.0
應收帳款（增加）減少,3460.0,1011.0,1118.0,-3212.0
應收帳款－關係人（增加）減少,-1253.0,-13445.0,-4521.0,5625.0
其他應收款（增加）減少,-764.0,2861.0,12342.0,613.0
存貨（增加）減少,28126.0,2496.0,3761.0,13992.0
預付款項（增加）減少,-577.0,176.0,-320.0,10688.0
其他流動資產（增加）減少,-1948.0,-1574.0,-866.0,-1082.0
與營業活動相關之資產之淨變動合計,-41896.0,-2003.0,90149.0,114095.0
合約負債增加（減少）,-1508.0,-1231.0,418.0,428.0
應付票據增加（減少）,-9813.0,337.0,199.0,-653.0
應付帳款增加（減少）,422.0,-9933.0,-38014.0,-70189.0
應付帳款－關係人增加（減少）,-609.0,-2726.0,-6615.0,-6260.0
其他應付款增加（減少）,-2215.0,3451.0,1752.0,-2125.0
負債準備增加（減少）,-58144.0,1554.0,2021.0,-895.0
其他流動負債增加（減少）,-30018.0,1203.0,477.0,50.0
淨確定福利負債增加(減少),-18928.0,-4411.0,-6607.0,-8803.0
與營業活動相關之負債之淨變動合計,-9427.0,-11756.0,-46369.0,-88447.0
與營業活動相關之資產及負債之淨變動合計,166.0,-13759.0,43780.0,25648.0
調整項目合計,-5363.0,-6649.0,61261.0,51791.0
營運產生之現金流入（流出）,-5.0,15081.0,96428.0,92871.0
收取之利息,-14629.0,658.0,1465.0,3620.0
收取之股利,,16092.0,16260.0,16260.0
支付之利息,5108.0,-11359.0,-17748.0,-23752.0
退還（支付）之所得稅,-153.0,-4296.0,-4296.0,-6898.0
營業活動之淨現金流入（流出）,-260.0,16176.0,92109.0,82101.0
投資活動之現金流量,-236.0,,,
處分透過其他綜合損益按公允價值衡量之金融資產,4459.0,-2251.0,41036.0,44506.0
處分按攤銷後成本衡量之金融資產,,-998.0,1497.0,39467.0
處分採用權益法之投資,479188.0,2.0,-7532.0,80.0
取得不動產、廠房及設備,-519206.0,448.0,2.0,-8857.0
處分不動產、廠房及設備,443.0,-391.0,528.0,4.0
存出保證金減少,-3146.0,-3190.0,-1554.0,824.0
取得無形資產,-42721.0,,33977.0,-1854.0
預付設備款增加,-52891.0,641396.0,,-3505.0
投資活動之淨現金流入（流出）,183656.0,-679278.0,1377492.0,70665.0
籌資活動之現金流量,130765.0,-19.0,-1185604.0,
短期借款增加,130765.0,443.0,-280000.0,1973492.0
