會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,103203.0,1.41,113694.0,1.5,61353.0,0.78,408059.0,4.93
其他應收款淨額,26397.0,0.36,28959.0,0.38,65603.0,0.83,12080.0,0.15
本期所得稅資產,2.0,0.0,2.0,0.0,25971.0,0.33,30419.0,0.37
存貨,3037565.0,41.47,3083044.0,40.58,2.0,0.0,28757.0,0.35
其他流動資產,123058.0,1.68,321029.0,4.23,3157837.0,39.98,2.0,0.0
流動資產合計,3290225.0,44.92,3546728.0,46.69,554724.0,7.02,3157337.0,38.15
非流動資產,,,,,3865490.0,48.94,604352.0,7.3
透過其他綜合損益按公允價值衡量之金融資產－非流動,0.0,0.0,0.0,0.0,,,4241006.0,51.25
不動產、廠房及設備,30507.0,0.42,32821.0,0.43,0.0,0.0,,
使用權資產,1458.0,0.02,1239.0,0.02,15206.0,0.19,0.0,0.0
其他非流動資產,4002529.0,54.64,4015938.0,52.86,1021.0,0.01,17553.0,0.21
非流動資產合計,4034494.0,55.08,4049998.0,53.31,4015945.0,50.85,802.0,0.01
資產總額,7324719.0,100.0,7596726.0,100.0,4032172.0,51.06,4015945.0,48.53
流動負債,,,,,7897662.0,100.0,4034300.0,48.75
短期借款,1710300.0,23.35,1415807.0,18.64,,,8275306.0,100.0
應付短期票券,82378.0,1.12,191852.0,2.53,1415807.0,17.93,,
合約負債－流動,74500.0,1.02,240695.0,3.17,192256.0,2.43,1458295.0,17.62
應付票據,302.0,0.0,0.0,0.0,455152.0,5.76,0.0,0.0
應付帳款,96.0,0.0,53.0,0.0,0.0,0.0,498978.0,6.03
應付帳款－關係人,100007.0,1.37,0.0,0.0,2021.0,0.03,2151.0,0.03
其他應付款,11376.0,0.16,20451.0,0.27,0.0,0.0,27077.0,0.33
租賃負債－流動,1854.0,0.03,1348.0,0.02,133167.0,1.69,0.0,0.0
其他流動負債,16140.0,0.22,1863.0,0.02,1348.0,0.02,53502.0,0.65
流動負債合計,1996953.0,27.26,8648.0,0.11,1873.0,0.02,1330.0,0.02
非流動負債,,,1880717.0,24.76,2572.0,0.03,1732.0,0.02
長期借款,4000000.0,54.61,,,2204196.0,27.91,12511.0,0.15
遞延所得稅負債,68658.0,0.94,4000000.0,52.65,,,2055576.0,24.84
租賃負債－非流動,147597.0,2.02,57886.0,0.76,4000000.0,50.65,,
非流動負債合計,4216255.0,57.56,147127.0,1.94,57886.0,0.73,4000000.0,48.34
負債總額,6213208.0,84.83,4205013.0,55.35,146655.0,1.86,59465.0,0.72
股本,,,6085730.0,80.11,4204541.0,53.24,146331.0,1.77
普通股股本,712058.0,9.72,,,6408737.0,81.15,4205796.0,50.82
股本合計,712058.0,9.72,712058.0,9.37,,,6261372.0,75.66
資本公積,,,712058.0,9.37,712058.0,9.02,,
資本公積－發行溢價,344317.0,4.7,,,712058.0,9.02,912058.0,11.02
資本公積合計,344317.0,4.7,344317.0,4.53,,,912058.0,11.02
保留盈餘,,,344317.0,4.53,344317.0,4.36,,
未分配盈餘（或待彌補虧損）,77136.0,1.05,,,344317.0,4.36,674317.0,8.15
保留盈餘合計,77136.0,1.05,3009.0,0.04,,,674317.0,8.15
其他權益,,,473612.0,6.23,3009.0,0.04,,
其他權益－其他,-22000.0,-0.3,476621.0,6.27,429541.0,5.44,3009.0,0.04
其他權益合計,-22000.0,-0.3,,,432550.0,5.48,424550.0,5.13
權益總額,1111511.0,15.17,-22000.0,-0.29,,,427559.0,5.17
負債及權益總計,7324719.0,100.0,-22000.0,-0.29,0.0,0.0,,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,1510996.0,19.89,0.0,0.0,0.0,0.0
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,7596726.0,100.0,1488925.0,18.85,0.0,0.0
