會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,2323687.0,100.0,1682847.0,100.0,1885915.0,100.0,7529845.0,100.0
營業成本合計,1946907.0,83.79,1415561.0,84.12,1593915.0,84.52,6310580.0,83.81
營業毛利（毛損）,376780.0,16.21,267286.0,15.88,292000.0,15.48,1219265.0,16.19
營業毛利（毛損）淨額,376780.0,16.21,267286.0,15.88,292000.0,15.48,1219265.0,16.19
營業費用,,,,,,,,
推銷費用,90063.0,3.88,70372.0,4.18,70019.0,3.71,287016.0,3.81
管理費用,155616.0,6.7,147405.0,8.76,154837.0,8.21,615162.0,8.17
研究發展費用,18601.0,0.8,18841.0,1.12,20027.0,1.06,75981.0,1.01
預期信用減損損失（利益）,11472.0,0.49,1700.0,0.1,1242.0,0.07,5380.0,0.07
營業費用合計,275752.0,11.87,238318.0,14.16,246125.0,13.05,983539.0,13.06
營業利益（損失）,101028.0,4.35,28968.0,1.72,45875.0,2.43,235726.0,3.13
營業外收入及支出,,,,,,,,
利息收入,5142.0,0.22,5905.0,0.35,6581.0,0.35,25217.0,0.33
其他收入,2691.0,0.12,24706.0,1.47,2536.0,0.13,32269.0,0.43
其他利益及損失淨額,22875.0,0.98,13019.0,0.77,50978.0,2.7,61858.0,0.82
財務成本淨額,4142.0,0.18,5478.0,0.33,6334.0,0.34,20689.0,0.27
採用權益法認列之關聯企業及合資損益之份額淨額,4853.0,0.21,-451.0,-0.03,3220.0,0.17,12919.0,0.17
營業外收入及支出合計,31419.0,1.35,37701.0,2.24,56981.0,3.02,111574.0,1.48
稅前淨利（淨損）,132447.0,5.7,66669.0,3.96,102856.0,5.45,347300.0,4.61
所得稅費用（利益）合計,19764.0,0.85,7307.0,0.43,12981.0,0.69,46268.0,0.61
繼續營業單位本期淨利（淨損）,112683.0,4.85,59362.0,3.53,89875.0,4.77,301032.0,4.0
本期淨利（淨損）,112683.0,4.85,59362.0,3.53,89875.0,4.77,301032.0,4.0
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-4.0,0.0,-36.0,0.0,-22.0,0.0,13392.0,0.18
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,1430.0,0.06,97.0,0.01,225.0,0.01,-30.0,0.0
不重分類至損益之項目：,1426.0,0.06,61.0,0.0,203.0,0.01,6105.0,0.08
國外營運機構財務報表換算之兌換差額,60656.0,2.61,58189.0,3.46,122317.0,6.49,2769.0,0.04
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,339.0,0.01,357.0,0.02,4740.0,0.25,16698.0,0.22
後續可能重分類至損益之項目：,60995.0,2.62,58546.0,3.48,127057.0,6.74,180425.0,2.4
其他綜合損益（淨額）,62421.0,2.69,58607.0,3.48,127260.0,6.75,776.0,0.01
本期綜合損益總額,175104.0,7.54,117969.0,7.01,217135.0,11.51,181201.0,2.41
淨利（損）歸屬於：,,,,,,,197899.0,2.63
母公司業主（淨利∕損）,112683.0,4.85,59362.0,3.53,89875.0,4.77,498931.0,6.63
母公司業主（綜合損益）,175104.0,7.54,117969.0,7.01,217135.0,11.51,,
基本每股盈餘,,,,,,,301032.0,4.0
繼續營業單位淨利（淨損）,0.77,,0.41,,0.61,,498931.0,6.63
基本每股盈餘,0.77,,0.41,,0.61,,,
稀釋每股盈餘,,,,,,,2.06,
繼續營業單位淨利（淨損）,0.77,,0.41,,0.61,,2.06,
稀釋每股盈餘,0.77,,0.41,,0.61,,,
