會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,1775501.0,100.17,1952030.0,100.09,1468223.0,100.21,6517131.0,100.17
銷貨退回,0.0,0.0,0.0,0.0,351.0,0.02,569.0,0.01
銷貨折讓,2992.0,0.17,1840.0,0.09,2763.0,0.19,10426.0,0.16
銷貨收入淨額,1772509.0,100.0,1950190.0,100.0,1465109.0,100.0,6506136.0,100.0
營業收入合計,1772509.0,100.0,1950190.0,100.0,1465109.0,100.0,6506136.0,100.0
銷貨成本,1671836.0,94.32,1774318.0,90.98,1415198.0,96.59,6135998.0,94.31
營業成本合計,1671836.0,94.32,1774318.0,90.98,1415198.0,96.59,6135998.0,94.31
營業毛利（毛損）,100673.0,5.68,175872.0,9.02,49911.0,3.41,370138.0,5.69
營業毛利（毛損）淨額,100673.0,5.68,175872.0,9.02,49911.0,3.41,370138.0,5.69
營業費用,,,,,,,,
推銷費用,122063.0,6.89,116626.0,5.98,92275.0,6.3,395760.0,6.08
管理費用,32141.0,1.81,33779.0,1.73,34983.0,2.39,148889.0,2.29
研究發展費用,3314.0,0.19,4314.0,0.22,3762.0,0.26,15451.0,0.24
預期信用減損損失（利益）,547.0,0.03,1200.0,0.06,5788.0,0.4,1288.0,0.02
營業費用合計,158065.0,8.92,155919.0,8.0,136808.0,9.34,561388.0,8.63
營業利益（損失）,-57392.0,-3.24,19953.0,1.02,-86897.0,-5.93,-191250.0,-2.94
營業外收入及支出,,,,,,,,
利息收入,882.0,0.05,1161.0,0.06,1374.0,0.09,7901.0,0.12
其他收入,10656.0,0.6,12092.0,0.62,152328.0,10.4,185321.0,2.85
其他利益及損失淨額,11198.0,0.63,-55835.0,-2.86,8747.0,0.6,-87664.0,-1.35
財務成本淨額,4054.0,0.23,4482.0,0.23,4501.0,0.31,18148.0,0.28
採用權益法認列之關聯企業及合資損益之份額淨額,29524.0,1.67,29604.0,1.52,14709.0,1.0,96043.0,1.48
營業外收入及支出合計,48206.0,2.72,-17460.0,-0.9,172657.0,11.78,183453.0,2.82
稅前淨利（淨損）,-9186.0,-0.52,2493.0,0.13,85760.0,5.85,-7797.0,-0.12
所得稅費用（利益）合計,5289.0,0.3,-1077.0,-0.06,227.0,0.02,34860.0,0.54
繼續營業單位本期淨利（淨損）,-14475.0,-0.82,3570.0,0.18,85533.0,5.84,-42657.0,-0.66
本期淨利（淨損）,-14475.0,-0.82,,,85533.0,5.84,,
其他綜合損益(淨額),,,0.0,0.0,,,0.0,0.0
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,18515.0,1.04,3570.0,0.18,-305302.0,-20.84,0.0,0.0
不重分類至損益之項目：,18515.0,1.04,,,-305302.0,-20.84,-42657.0,-0.66
國外營運機構財務報表換算之兌換差額,16183.0,0.91,-265030.0,-13.59,4336.0,0.3,,
後續可能重分類至損益之項目：,16183.0,0.91,-265030.0,-13.59,4336.0,0.3,10326.0,0.16
其他綜合損益（淨額）,34698.0,1.96,-6781.0,-0.35,-300966.0,-20.54,-532352.0,-8.18
本期綜合損益總額,20223.0,1.14,-6781.0,-0.35,-215433.0,-14.7,-522026.0,-8.02
淨利（損）歸屬於：,,,-271811.0,-13.94,,,6425.0,0.1
母公司業主（淨利∕損）,-14475.0,-0.82,-268241.0,-13.75,85533.0,5.84,6425.0,0.1
共同控制下前手權益（淨利∕損）,0.0,0.0,,,-215433.0,-14.7,-515601.0,-7.92
非控制權益（淨利∕損）,0.0,0.0,3570.0,0.18,,,-558258.0,-8.58
母公司業主（綜合損益）,20223.0,1.14,-268241.0,-13.75,0.39,,,
基本每股盈餘,,,,,0.39,,-42657.0,-0.66
基本每股盈餘,-0.07,,0.02,,,,-558258.0,-8.58
稀釋每股盈餘,,,0.0,,0.39,,,
稀釋每股盈餘,-0.07,,0.02,,0.0,,-0.19,
