會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,268713.0,852784.0,1169936.0,711256.0
本期稅前淨利（淨損）,268713.0,852784.0,1169936.0,711256.0
折舊費用,410824.0,859625.0,1298990.0,1829400.0
攤銷費用,2190.0,6052.0,10123.0,13744.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-8668.0,-6501.0,11092.0,8243.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-178.0,293.0,576.0,513.0
利息費用,66094.0,138504.0,242934.0,372672.0
利息收入,-37521.0,-68777.0,-107687.0,-154479.0
股利收入,214.0,-49504.0,-49620.0,-66517.0
採用權益法認列之關聯企業及合資損失（利益）之份額,904.0,-1076.0,-3093.0,-20914.0
處分及報廢不動產、廠房及設備損失（利益）,9468.0,-3337.0,2036.0,-644.0
非金融資產減損損失,-226714.0,-3748.0,20435.0,-29810.0
未實現外幣兌換損失（利益）,216613.0,-213512.0,-167170.0,-275491.0
收益費損項目合計,76651.0,658019.0,1258616.0,1676717.0
應收票據（增加）減少,-947984.0,60127.0,48449.0,83331.0
應收帳款（增加）減少,2837.0,-1538714.0,-944531.0,-45078.0
其他應收款（增加）減少,-915142.0,-87922.0,-73955.0,-50123.0
存貨（增加）減少,-57465.0,-1404105.0,-275722.0,1222372.0
預付款項（增加）減少,27761.0,21523.0,165684.0,233546.0
其他流動資產（增加）減少,6077.0,39790.0,46023.0,5773.0
其他營業資產（增加）減少,-1807265.0,-2909301.0,0.0,145523.0
與營業活動相關之資產之淨變動合計,91465.0,33650.0,-1034052.0,1595344.0
合約負債增加（減少）,62735.0,143321.0,-35628.0,-64703.0
應付票據增加（減少）,-254903.0,-663312.0,91363.0,-36546.0
應付帳款增加（減少）,-179571.0,-158291.0,-1649058.0,-1624692.0
其他應付款增加（減少）,5588.0,25314.0,25861.0,-205368.0
其他流動負債增加（減少）,-6170.0,-12533.0,35065.0,-1393.0
淨確定福利負債增加(減少),-280856.0,-631851.0,-18265.0,-57816.0
其他營業負債增加（減少）,-2088121.0,-3541152.0,-1550662.0,8683.0
與營業活動相關之負債之淨變動合計,-1871508.0,-2883133.0,-2584714.0,-1981835.0
與營業活動相關之資產及負債之淨變動合計,-1602795.0,-2030349.0,-1326098.0,-386491.0
調整項目合計,24309.0,35408.0,-156162.0,1290226.0
營運產生之現金流入（流出）,-52547.0,49504.0,63789.0,2001482.0
收取之利息,-29325.0,-121169.0,49620.0,139309.0
收取之股利,-1660358.0,-86744.0,-215050.0,49620.0
支付之利息,,-2153350.0,-362815.0,-332347.0
退還（支付）之所得稅,-111095.0,,-620618.0,-395908.0
營業活動之淨現金流入（流出）,4772.0,-468548.0,,1462156.0
投資活動之現金流量,-29726.0,22344.0,0.0,
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,-7120.0,-12747.0,-885966.0,0.0
取得不動產、廠房及設備,-48460.0,-11774.0,45658.0,-1298372.0
處分不動產、廠房及設備,-350153.0,21787.0,0.0,51737.0
存出保證金減少,-541782.0,-550364.0,237.0,28013.0
取得無形資產,,-999302.0,-12478.0,-15027.0
其他金融資產增加,1463988.0,,-293042.0,0.0
其他金融資產減少,4235499.0,2101101.0,-695570.0,349969.0
預付設備款增加,-3714637.0,11894564.0,-1841161.0,-604587.0
投資活動之淨現金流入（流出）,20471.0,-10680544.0,,-1488267.0
籌資活動之現金流量,0.0,5771.0,1555831.0,
短期借款增加,-50054.0,0.0,20814682.0,495859.0
舉借長期借款,1955267.0,-85116.0,-20175111.0,27332855.0
償還長期借款,71532.0,3235776.0,253208.0,-27232710.0
存入保證金增加,-175341.0,163442.0,0.0,253259.0
租賃本金償還,5952782.0,246566.0,-102006.0,-104690.0
發放現金股利,5777441.0,5952782.0,-909410.0,-909410.0
籌資活動之淨現金流入（流出）,5777441.0,6199348.0,1437194.0,-164837.0
