會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,11597955.0,100.0,11340048.0,100.0,11471525.0,100.0,43487454.0,100.0
營業成本合計,5993745.0,51.68,5875431.0,51.81,6399618.0,55.79,24249635.0,55.76
營業毛利（毛損）,5604210.0,48.32,5464617.0,48.19,5071907.0,44.21,19237819.0,44.24
營業毛利（毛損）淨額,5604210.0,48.32,5464617.0,48.19,5071907.0,44.21,19237819.0,44.24
營業費用,,,,,,,,
推銷費用,440124.0,3.79,433994.0,3.83,500787.0,4.37,1794296.0,4.13
管理費用,542888.0,4.68,561625.0,4.95,631630.0,5.51,2161518.0,4.97
研究發展費用,1403623.0,12.1,1488742.0,13.13,1522410.0,13.27,5912844.0,13.6
營業費用合計,2386635.0,20.58,2484361.0,21.91,2654827.0,23.14,9868658.0,22.69
營業利益（損失）,3217575.0,27.74,2980256.0,26.28,2417080.0,21.07,9369161.0,21.54
營業外收入及支出,,,,,,,,
利息收入,11938.0,0.1,20053.0,0.18,33582.0,0.29,128952.0,0.3
其他收入,11429.0,0.1,190686.0,1.68,107973.0,0.94,328072.0,0.75
其他利益及損失淨額,213054.0,1.84,247494.0,2.18,334186.0,2.91,675572.0,1.55
財務成本淨額,48105.0,0.41,49192.0,0.43,52835.0,0.46,209363.0,0.48
營業外收入及支出合計,188316.0,1.62,409041.0,3.61,422906.0,3.69,923233.0,2.12
稅前淨利（淨損）,3405891.0,29.37,3389297.0,29.89,2839986.0,24.76,10292394.0,23.67
所得稅費用（利益）合計,476920.0,4.11,453870.0,4.0,339880.0,2.96,1322619.0,3.04
繼續營業單位本期淨利（淨損）,2928971.0,25.25,2935427.0,25.89,2500106.0,21.79,8969775.0,20.63
本期淨利（淨損）,2928971.0,25.25,2935427.0,25.89,2500106.0,21.79,8969775.0,20.63
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,1308.0,0.01,-635554.0,-5.6,81743.0,0.71,83155.0,0.19
不重分類至損益之項目：,1308.0,0.01,-635554.0,-5.6,81743.0,0.71,-230765.0,-0.53
國外營運機構財務報表換算之兌換差額,123389.0,1.06,110402.0,0.97,237107.0,2.07,-147610.0,-0.34
後續可能重分類至損益之項目：,123389.0,1.06,110402.0,0.97,237107.0,2.07,356060.0,0.82
其他綜合損益（淨額）,124697.0,1.08,-525152.0,-4.63,318850.0,2.78,356060.0,0.82
本期綜合損益總額,3053668.0,26.33,2410275.0,21.25,2818956.0,24.57,208450.0,0.48
淨利（損）歸屬於：,,,,,,,9178225.0,21.11
母公司業主（淨利∕損）,2929043.0,25.25,2935410.0,25.89,2500178.0,21.79,,
非控制權益（淨利∕損）,-72.0,0.0,17.0,0.0,-72.0,0.0,8969775.0,20.63
母公司業主（綜合損益）,3053739.0,26.33,2410255.0,21.25,2819057.0,24.57,0.0,0.0
非控制權益（綜合損益）,-71.0,0.0,20.0,0.0,-101.0,0.0,9178251.0,21.11
基本每股盈餘,,,,,,,-26.0,0.0
繼續營業單位淨利（淨損）,1.58,,1.59,,1.35,,,
基本每股盈餘,1.58,,1.59,,1.35,,4.85,
稀釋每股盈餘,,,,,,,4.85,
繼續營業單位淨利（淨損）,1.54,,1.56,,1.31,,,
稀釋每股盈餘,1.54,,1.56,,1.31,,4.68,
