民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,-48.0,27664.0,,,,
本期稅前淨利（淨損）,-48.0,27664.0,,,,
折舊費用,565.0,1001.0,,,,
呆帳費用提列（轉列收入）數,-1009.0,-2404.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-5441.0,-5053.0,,,,
利息費用,5604.0,3653.0,,,,
利息收入,-12.0,-102.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-3182.0,-21773.0,,,,
處分投資損失（利益）,-119.0,-2387.0,,,,
未實現外幣兌換損失（利益）,-862.0,177.0,,,,
其他項目,-500.0,0.0,,,,
收益費損項目合計,-4956.0,-26888.0,,,,
持有供交易之金融資產（增加）減少,-17256.0,-14848.0,,,,
應收票據（增加）減少,9532.0,5163.0,,,,
應收帳款（增加）減少,-7883.0,-12025.0,,,,
其他應收款（增加）減少,379.0,-280.0,,,,
其他應收款－關係人（增加）減少,500.0,0.0,,,,
存貨（增加）減少,1686.0,-4771.0,,,,
預付款項（增加）減少,791.0,4481.0,,,,
其他流動資產（增加）減少,-289.0,-8.0,,,,
與營業活動相關之資產之淨變動合計,-12540.0,-22288.0,,,,
應付票據增加（減少）,-501.0,-2742.0,,,,
應付帳款增加（減少）,3041.0,1983.0,,,,
應付帳款－關係人增加（減少）,-943.0,-1333.0,,,,
其他應付款增加（減少）,-522.0,4404.0,,,,
預收款項增加（減少）,-238.0,452.0,,,,
其他流動負債增加（減少）,-10.0,5.0,,,,
淨確定福利負債增加(減少),-9.0,-120.0,,,,
與營業活動相關之負債之淨變動合計,818.0,2649.0,,,,
與營業活動相關之資產及負債之淨變動合計,-11722.0,-19639.0,,,,
調整項目合計,-16678.0,-46527.0,,,,
營運產生之現金流入（流出）,-16726.0,-18863.0,,,,
收取之利息,12.0,102.0,,,,
支付之利息,-5653.0,-3750.0,,,,
營業活動之淨現金流入（流出）,-22367.0,-22511.0,,,,
投資活動之現金流量,,,,,,
取得備供出售金融資產,-17906.0,-35934.0,,,,
處分備供出售金融資產,3260.0,7620.0,,,,
預付投資款增加,0.0,-48720.0,,,,
存出保證金減少,1853.0,859.0,,,,
取得投資性不動產,-20.0,0.0,,,,
其他金融資產增加,0.0,-2000.0,,,,
收取之股利,0.0,-4312.0,,,,
投資活動之淨現金流入（流出）,-12813.0,-82487.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,0.0,172322.0,,,,
短期借款減少,-241631.0,0.0,,,,
應付短期票券增加,268923.0,0.0,,,,
應付短期票券減少,0.0,-67084.0,,,,
償還長期借款,-833.0,0.0,,,,
其他應付款－關係人增加,7994.0,0.0,,,,
其他應付款－關係人減少,0.0,-1085.0,,,,
籌資活動之淨現金流入（流出）,34453.0,104153.0,,,,
匯率變動對現金及約當現金之影響,-10.0,-44.0,,,,
本期現金及約當現金增加（減少）數,-737.0,-889.0,,,,
期初現金及約當現金餘額,9455.0,10342.0,,,,
期末現金及約當現金餘額,8718.0,9453.0,,,,
資產負債表帳列之現金及約當現金,8718.0,9453.0,,,,
