會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,415090.0,2.95,799931.0,5.54,665969.0,5.21,906914.0,6.95
透過損益按公允價值衡量之金融資產－流動,16170.0,0.11,17060.0,0.12,15398.0,0.12,17438.0,0.13
應收票據淨額,150.0,0.0,2570.0,0.02,3000.0,0.02,2611.0,0.02
其他應收款淨額,25.0,0.0,10.0,0.0,100.0,0.0,308.0,0.0
本期所得稅資產,0.0,0.0,41.0,0.0,143.0,0.0,91.0,0.0
存貨,10179297.0,72.25,0.0,0.0,0.0,0.0,9116030.0,69.87
其他流動資產,1162156.0,8.25,10157054.0,70.35,8975452.0,70.23,691987.0,5.3
流動資產合計,11772888.0,83.56,1141569.0,7.91,811891.0,6.35,10735379.0,82.28
非流動資產,,,12118235.0,83.94,10471953.0,81.94,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,32106.0,0.23,,,,,30682.0,0.24
不動產、廠房及設備,35621.0,0.25,32106.0,0.22,30892.0,0.24,35265.0,0.27
使用權資產,37783.0,0.27,36127.0,0.25,36160.0,0.28,44914.0,0.34
投資性不動產淨額,1885232.0,13.38,47784.0,0.33,46349.0,0.36,1884035.0,14.44
無形資產,13370.0,0.09,1881932.0,13.04,1878223.0,14.7,13370.0,0.1
遞延所得稅資產,45922.0,0.33,13370.0,0.09,13370.0,0.1,43700.0,0.33
其他非流動資產,265600.0,1.89,41497.0,0.29,42461.0,0.33,260630.0,2.0
非流動資產合計,2315634.0,16.44,265866.0,1.84,260690.0,2.04,2312596.0,17.72
資產總額,14088522.0,100.0,2318682.0,16.06,2308145.0,18.06,13047975.0,100.0
流動負債,,,14436917.0,100.0,12780098.0,100.0,,
短期借款,1156695.0,8.21,,,,,1175554.0,9.01
應付短期票券,2578157.0,18.3,1269380.0,8.79,1061050.0,8.3,1807031.0,13.85
透過損益按公允價值衡量之金融負債－流動,0.0,0.0,2469955.0,17.11,1696733.0,13.28,504410.0,3.87
合約負債－流動,898265.0,6.38,0.0,0.0,553539.0,4.33,42972.0,0.33
應付票據,17863.0,0.13,969013.0,6.71,25760.0,0.2,522836.0,4.01
應付帳款,430630.0,3.06,9272.0,0.06,540756.0,4.23,129204.0,0.99
其他應付款,51640.0,0.37,541582.0,3.75,135089.0,1.06,167670.0,1.29
本期所得稅負債,5884.0,0.04,479275.0,3.32,142420.0,1.11,5117.0,0.04
租賃負債－流動,3841.0,0.03,24788.0,0.17,5060.0,0.04,4059125.0,31.11
其他流動負債,4382161.0,31.1,5019.0,0.03,4089270.0,32.0,8413919.0,64.48
流動負債合計,9525136.0,67.61,4396524.0,30.45,8249677.0,64.55,,
非流動負債,,,10164808.0,70.41,,,998525.0,7.65
應付公司債,998209.0,7.09,,,998419.0,7.81,312000.0,2.39
長期借款,551120.0,3.91,998314.0,6.92,312000.0,2.44,41302.0,0.32
租賃負債－非流動,34877.0,0.25,551120.0,3.82,42612.0,0.33,3291.0,0.03
其他非流動負債,2250.0,0.02,43889.0,0.3,3291.0,0.03,1355118.0,10.39
非流動負債合計,1586456.0,11.26,2150.0,0.01,1356322.0,10.61,9769037.0,74.87
負債總額,11111592.0,78.87,1595473.0,11.05,9605999.0,75.16,,
歸屬於母公司業主之權益,,,11760281.0,81.46,,,,
股本,,,,,,,966222.0,7.41
普通股股本,961036.0,6.82,,,962889.0,7.53,3466.0,0.03
預收股本,959.0,0.01,961995.0,6.66,3333.0,0.03,969688.0,7.43
股本合計,961995.0,6.83,894.0,0.01,966222.0,7.56,,
資本公積,,,962889.0,6.67,,,345528.0,2.65
資本公積合計,327486.0,2.32,,,337164.0,2.64,,
保留盈餘,,,329696.0,2.28,,,410213.0,3.14
法定盈餘公積,361575.0,2.57,,,410213.0,3.21,1542827.0,11.82
未分配盈餘（或待彌補虧損）,1313768.0,9.33,410213.0,2.84,1449608.0,11.34,1953040.0,14.97
保留盈餘合計,1675343.0,11.89,961732.0,6.66,1859821.0,14.55,,
其他權益,,,1371945.0,9.5,,,10682.0,0.08
透過其他綜合損益按公允價值衡量之金融資產未實現評價損益,12106.0,0.09,,,10892.0,0.09,10682.0,0.08
其他權益合計,12106.0,0.09,12106.0,0.08,10892.0,0.09,3278938.0,25.13
歸屬於母公司業主之權益合計,2976930.0,21.13,12106.0,0.08,3174099.0,24.84,3278938.0,25.13
權益總額,2976930.0,21.13,2676636.0,18.54,3174099.0,24.84,13047975.0,100.0
負債及權益總計,14088522.0,100.0,2676636.0,18.54,12780098.0,100.0,0.0,
待註銷股本股數（單位：股）,0.0,,14436917.0,100.0,0.0,,346567.0,
預收股款（權益項下）之約當發行股數（單位：股）,95903.0,,0.0,,333333.0,,0.0,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,89332.0,,0.0,,,
