會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,2127618.0,2128691.0,2147450.0,2155316.0
本期稅前淨利（淨損）,2127618.0,0.0,2147450.0,2155316.0
折舊費用,40315.0,2128691.0,127846.0,177651.0
攤銷費用,1290.0,82129.0,3763.0,2257.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-44057.0,2525.0,-73.0,-73.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,32553.0,-73.0,183710.0,163783.0
利息費用,-97.0,91611.0,111615.0,157624.0
利息收入,-28.0,69448.0,-213.0,-423.0
股利收入,62.0,-181.0,-104749.0,-104749.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-2018124.0,-31617.0,-5.0,14.0
處分及報廢不動產、廠房及設備損失（利益）,-164.0,31.0,93.0,93.0
處分待出售非流動資產損失（利益）,-1988250.0,93.0,-2018124.0,-2018124.0
其他項目,-85313.0,-2018124.0,11604.0,9873.0
收益費損項目合計,-20348.0,-329.0,-1684533.0,-1612074.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-76737.0,-1804487.0,-599390.0,-524553.0
應收票據（增加）減少,-65806.0,-517365.0,-8521.0,-5566.0
應收帳款（增加）減少,-13352.0,-57461.0,-113116.0,-127937.0
存貨（增加）減少,-9529.0,-38157.0,0.0,29070.0
預付款項（增加）減少,-5939.0,-58647.0,13302.0,13382.0
其他流動資產（增加）減少,-277024.0,-29704.0,3265.0,2588.0
其他金融資產（增加）減少,16267.0,-9074.0,7156.0,-1843.0
與營業活動相關之資產之淨變動合計,-22716.0,-1132.0,-20283.0,-614859.0
合約負債增加（減少）,31218.0,-711540.0,-717587.0,-61808.0
應付票據增加（減少）,65645.0,-44110.0,-54186.0,-43249.0
應付帳款增加（減少）,-75.0,-40507.0,-39491.0,-50884.0
其他應付款增加（減少）,90339.0,-77331.0,-71605.0,31927.0
其他流動負債增加（減少）,-186685.0,29132.0,18142.0,7428.0
與營業活動相關之負債之淨變動合計,-2174935.0,2656.0,7900.0,-116586.0
與營業活動相關之資產及負債之淨變動合計,-47317.0,-130160.0,-139240.0,-731445.0
調整項目合計,97.0,-841700.0,-856827.0,-2343519.0
營運產生之現金流入（流出）,-33851.0,-2646187.0,-2541360.0,-188203.0
收取之利息,-48118.0,-517496.0,-393910.0,423.0
收取之股利,-129189.0,181.0,213.0,104749.0
支付之利息,,31617.0,104749.0,-158038.0
退還（支付）之所得稅,0.0,-70793.0,-112937.0,-81289.0
營業活動之淨現金流入（流出）,2448737.0,-79069.0,-88289.0,-322358.0
投資活動之現金流量,-4502.0,-635560.0,-490174.0,
處分透過其他綜合損益按公允價值衡量之金融資產,-40.0,,,-16465.0
處分待出售非流動資產,-137.0,-16465.0,-16465.0,2448737.0
取得不動產、廠房及設備,-468848.0,0.0,0.0,-37592.0
處分不動產、廠房及設備,1975210.0,2448737.0,2448737.0,0.0
取得投資性不動產,,-22522.0,-33597.0,-1686837.0
處分投資性不動產,252868.0,0.0,0.0,422.0
其他金融資產增加,405592.0,-1937.0,-26114.0,7628.0
其他金融資產減少,-1012737.0,422.0,422.0,0.0
其他非流動資產增加,-6977.0,-206.0,-1476.0,-120825.0
投資活動之淨現金流入（流出）,22500.0,-992697.0,-1709292.0,595068.0
籌資活動之現金流量,-338754.0,1415332.0,662215.0,
短期借款減少,1507267.0,,,262397.0
舉借長期借款,499153.0,340883.0,329995.0,1450342.0
償還長期借款,2006420.0,701842.0,1450341.0,-1310678.0
存入保證金減少,2006420.0,-1119912.0,-1235333.0,-34846.0
