民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,26381.0,51159.0,,,,
本期稅前淨利（淨損）,26381.0,51159.0,,,,
折舊費用,25026.0,23801.0,,,,
攤銷費用,1914.0,1159.0,,,,
呆帳費用提列（轉列收入）數,-4100.0,3244.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,5886.0,-579.0,,,,
利息費用,3839.0,2816.0,,,,
利息收入,-150.0,-1187.0,,,,
股利收入,0.0,0.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-1146.0,-3602.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,7.0,0.0,,,,
不動產、廠房及設備轉列費用數,63.0,58.0,,,,
處分投資損失（利益）,-133.0,-197.0,,,,
其他項目,-254.0,158.0,,,,
收益費損項目合計,30952.0,25671.0,,,,
應收票據－關係人（增加）減少,47728.0,78406.0,,,,
應收帳款－關係人（增加）減少,88244.0,-88851.0,,,,
其他應收款－關係人（增加）減少,-11549.0,2348.0,,,,
存貨（增加）減少,-203185.0,-402647.0,,,,
生物資產（增加）減少,-897.0,-10054.0,,,,
預付款項（增加）減少,-2729.0,28375.0,,,,
其他流動資產（增加）減少,-3093.0,-1431.0,,,,
其他營業資產（增加）減少,4069.0,-628.0,,,,
與營業活動相關之資產之淨變動合計,-81412.0,-394482.0,,,,
應付票據－關係人增加（減少）,8961.0,26475.0,,,,
應付帳款－關係人增加（減少）,9109.0,110.0,,,,
其他應付款增加（減少）,-24889.0,-12608.0,,,,
預收款項增加（減少）,-61647.0,4677.0,,,,
其他流動負債增加（減少）,10095.0,39147.0,,,,
淨確定福利負債增加(減少),440.0,-7490.0,,,,
與營業活動相關之負債之淨變動合計,-57931.0,50311.0,,,,
與營業活動相關之資產及負債之淨變動合計,-139343.0,-344171.0,,,,
調整項目合計,-108391.0,-318500.0,,,,
營運產生之現金流入（流出）,-82010.0,-267341.0,,,,
收取之利息,150.0,1221.0,,,,
支付之利息,-3680.0,-2019.0,,,,
退還（支付）之所得稅,0.0,0.0,,,,
營業活動之淨現金流入（流出）,-85540.0,-268139.0,,,,
投資活動之現金流量,,,,,,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,0.0,,,,
處分透過其他綜合損益按公允價值衡量之金融資產,3135.0,5216.0,,,,
取得採用權益法之投資,0.0,-14700.0,,,,
處分採用權益法之投資,0.0,0.0,,,,
處分待出售非流動資產,0.0,0.0,,,,
取得不動產、廠房及設備,-152294.0,-21708.0,,,,
處分不動產、廠房及設備,81.0,0.0,,,,
存出保證金增加,-633.0,-1119.0,,,,
存出保證金減少,0.0,0.0,,,,
其他金融資產增加,-14080.0,0.0,,,,
其他非流動資產增加,-1528.0,0.0,,,,
收取之股利,0.0,0.0,,,,
投資活動之淨現金流入（流出）,-165319.0,-32311.0,,,,
籌資活動之現金流量,,,,,,
短期借款減少,221958.0,393146.0,,,,
舉借長期借款,-9091.0,-25000.0,,,,
償還長期借款,0.0,0.0,,,,
存入保證金增加,303.0,-299.0,,,,
發放現金股利,0.0,0.0,,,,
籌資活動之淨現金流入（流出）,213170.0,367847.0,,,,
匯率變動對現金及約當現金之影響,40.0,423.0,,,,
本期現金及約當現金增加（減少）數,-37649.0,67820.0,,,,
期初現金及約當現金餘額,875250.0,618268.0,,,,
期末現金及約當現金餘額,837601.0,686088.0,,,,
資產負債表帳列之現金及約當現金,837601.0,686088.0,,,,
