會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,616114.0,100.0,619266.0,100.0,645255.0,100.0,2589138.0,100.0
銷貨收入淨額,616114.0,100.0,444770.0,71.82,445826.0,69.09,1838268.0,71.0
營業收入合計,616114.0,100.0,174496.0,28.18,199429.0,30.91,750870.0,29.0
銷貨成本,461403.0,74.89,174496.0,28.18,199429.0,30.91,750870.0,29.0
營業成本合計,461403.0,74.89,,,,,,
營業毛利（毛損）,154711.0,25.11,10259.0,1.66,13810.0,2.14,44665.0,1.73
營業毛利（毛損）淨額,154711.0,25.11,29877.0,4.82,35682.0,5.53,104871.0,4.05
營業費用,,,9171.0,1.48,12713.0,1.97,48937.0,1.89
推銷費用,8289.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0
管理費用,28135.0,4.57,49307.0,7.96,62205.0,9.64,198473.0,7.67
研究發展費用,9937.0,1.61,125189.0,20.22,,,,
營業費用合計,46361.0,7.52,,,0.0,0.0,0.0,0.0
營業利益（損失）,108350.0,17.59,238.0,0.04,137224.0,21.27,552397.0,21.34
營業外收入及支出,,,6597.0,1.07,,,,
利息收入,113.0,0.02,17094.0,2.76,544.0,0.08,1728.0,0.07
其他收入,5119.0,0.83,1584.0,0.26,1312.0,0.2,22192.0,0.86
其他利益及損失淨額,16054.0,2.61,22345.0,3.61,25929.0,4.02,44813.0,1.73
財務成本淨額,539.0,0.09,147534.0,23.82,2305.0,0.36,6402.0,0.25
營業外收入及支出合計,20747.0,3.37,21765.0,3.51,25480.0,3.95,62331.0,2.41
稅前淨利（淨損）,129097.0,20.95,125769.0,20.31,162704.0,25.22,614728.0,23.74
所得稅費用（利益）合計,25823.0,4.19,125769.0,20.31,32648.0,5.06,115214.0,4.45
繼續營業單位本期淨利（淨損）,103274.0,16.76,125769.0,20.31,130056.0,20.16,499514.0,19.29
本期淨利（淨損）,103274.0,16.76,,,130056.0,20.16,499514.0,19.29
本期綜合損益總額,103274.0,16.76,1.85,,130056.0,20.16,499514.0,19.29
基本每股盈餘,,,,,,,,
基本每股盈餘,1.52,,1.83,,1.91,,7.34,
稀釋每股盈餘,,,,,,,,
稀釋每股盈餘,1.52,,,,1.83,,7.25,
