會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,129097.0,276631.0,439335.0,614728.0
本期稅前淨利（淨損）,129097.0,276631.0,439335.0,614728.0
折舊費用,20941.0,42582.0,64282.0,86353.0
攤銷費用,193.0,361.0,519.0,676.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,539.0,0.0,0.0,0.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-113.0,40.0,-60.0,-476.0
利息費用,0.0,2123.0,4428.0,6402.0
利息收入,21560.0,-351.0,-895.0,-1728.0
股份基礎給付酬勞成本,-5466.0,158.0,28527.0,28527.0
處分及報廢不動產、廠房及設備損失（利益）,-34625.0,44913.0,307.0,535.0
不動產、廠房及設備轉列費用數,-478.0,2169.0,97108.0,0.0
收益費損項目合計,-5018.0,6.0,1094.0,120289.0
應收票據（增加）減少,-6.0,-18927.0,-6.0,-160.0
應收票據－關係人（增加）減少,-32869.0,-635.0,-50422.0,6.0
應收帳款（增加）減少,8143.0,11026.0,-235.0,-30796.0
應收帳款－關係人（增加）減少,-251.0,0.0,-2565.0,320.0
其他應收款（增加）減少,0.0,-75050.0,0.0,10895.0
其他應收款－關係人（增加）減少,-70570.0,18713.0,-75567.0,-3.0
存貨（增加）減少,5203.0,-1180.0,25667.0,64650.0
預付款項（增加）減少,13530.0,0.0,-2534.0,12260.0
其他流動資產（增加）減少,-3047.0,-63878.0,-104568.0,-463.0
其他金融資產（增加）減少,431.0,280.0,4916.0,0.0
與營業活動相關之資產之淨變動合計,-5281.0,9646.0,10741.0,56709.0
應付票據增加（減少）,11.0,-26277.0,-64880.0,-24400.0
應付帳款增加（減少）,-2036.0,0.0,0.0,-126506.0
應付帳款－關係人增加（減少）,-827.0,1947.0,33100.0,29.0
其他應付款增加（減少）,7984.0,0.0,0.0,27131.0
其他應付款－關係人增加（減少）,-62586.0,-1296.0,-423.0,0.0
負債準備增加（減少）,-41026.0,-473.0,-140.0,-85.0
其他流動負債增加（減少）,88071.0,-16173.0,-16686.0,3494.0
與營業活動相關之負債之淨變動合計,113.0,-80051.0,-121254.0,-120337.0
與營業活動相關之資產及負債之淨變動合計,0.0,-35138.0,-24146.0,-63628.0
調整項目合計,88184.0,241493.0,415189.0,56661.0
營運產生之現金流入（流出）,,351.0,895.0,671389.0
收取之利息,-57991.0,-32585.0,-65948.0,1728.0
退還（支付）之所得稅,0.0,209259.0,350136.0,-65972.0
營業活動之淨現金流入（流出）,-57991.0,,,607145.0
投資活動之現金流量,,-107115.0,-178628.0,
取得不動產、廠房及設備,67897.0,0.0,0.0,-259785.0
處分不動產、廠房及設備,-10000.0,-30.0,0.0,28.0
取得無形資產,-8215.0,-107145.0,-350.0,-131.0
其他非流動資產增加,-4615.0,,-178978.0,-341.0
投資活動之淨現金流入（流出）,0.0,217232.0,,-260229.0
籌資活動之現金流量,-647.0,-138088.0,270943.0,
短期借款增加,44420.0,220298.0,-205700.0,271892.0
短期借款減少,74613.0,61240.0,220298.0,-207804.0
發行公司債,252247.0,-16391.0,61240.0,220298.0
舉借長期借款,326860.0,-9234.0,-26757.0,81240.0
償還長期借款,326860.0,-203536.0,-14021.0,-37116.0
