會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,818816.0,100.0,740122.0,100.0,648791.0,100.0,2500079.0,100.0
營業成本合計,732207.0,89.42,649138.0,87.71,556041.0,85.7,2203568.0,88.14
營業毛利（毛損）,86609.0,10.58,90984.0,12.29,92750.0,14.3,296511.0,11.86
營業毛利（毛損）淨額,86609.0,10.58,90984.0,12.29,92750.0,14.3,296511.0,11.86
營業費用,,,,,,,,
推銷費用,10370.0,1.27,8951.0,1.21,8202.0,1.26,32947.0,1.32
管理費用,13344.0,1.63,17212.0,2.33,13464.0,2.08,56964.0,2.28
研究發展費用,5914.0,0.72,5334.0,0.72,5140.0,0.79,20879.0,0.84
預期信用減損損失（利益）,225.0,0.03,-222.0,-0.03,-5.0,0.0,-3.0,0.0
營業費用合計,29853.0,3.65,31275.0,4.23,26801.0,4.13,110787.0,4.43
營業利益（損失）,56756.0,6.93,59709.0,8.07,65949.0,10.16,185724.0,7.43
營業外收入及支出,,,,,,,,
利息收入,247.0,0.03,536.0,0.07,1105.0,0.17,5297.0,0.21
其他收入,167.0,0.02,86.0,0.01,772.0,0.12,2884.0,0.12
其他利益及損失淨額,70005.0,8.55,179485.0,24.25,76595.0,11.81,294663.0,11.79
財務成本淨額,3836.0,0.47,4012.0,0.54,3002.0,0.46,13302.0,0.53
營業外收入及支出合計,66583.0,8.13,176095.0,23.79,75470.0,11.63,289542.0,11.58
稅前淨利（淨損）,123339.0,15.06,235804.0,31.86,141419.0,21.8,475266.0,19.01
所得稅費用（利益）合計,25370.0,3.1,36285.0,4.9,28153.0,4.34,83308.0,3.33
繼續營業單位本期淨利（淨損）,97969.0,11.96,199519.0,26.96,113266.0,17.46,391958.0,15.68
停業單位損益,,,,,,,,
停業單位損益合計,-173.0,-0.02,455.0,0.06,0.0,0.0,282.0,0.01
本期淨利（淨損）,97796.0,11.94,199974.0,27.02,113266.0,17.46,392240.0,15.69
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-26.0,0.0,33.0,0.0,-611.0,-0.09,3809.0,0.15
不重分類至損益之項目：,-26.0,0.0,33.0,0.0,-611.0,-0.09,-604.0,-0.02
國外營運機構財務報表換算之兌換差額,-3457.0,-0.42,-343.0,-0.05,141.0,0.02,762.0,0.03
與可能重分類之項目相關之所得稅,-691.0,-0.08,-69.0,-0.01,28.0,0.0,2443.0,0.1
後續可能重分類至損益之項目：,-2766.0,-0.34,-274.0,-0.04,113.0,0.02,-3686.0,-0.15
其他綜合損益（淨額）,-2792.0,-0.34,-241.0,-0.03,-498.0,-0.08,-737.0,-0.03
本期綜合損益總額,95004.0,11.6,199733.0,26.99,112768.0,17.38,-2949.0,-0.12
淨利（損）歸屬於：,,,,,,,-506.0,-0.02
母公司業主（淨利∕損）,97796.0,11.94,199974.0,27.02,113266.0,17.46,391734.0,15.67
母公司業主（綜合損益）,95004.0,11.6,199733.0,26.99,112768.0,17.38,,
基本每股盈餘,,,,,,,392240.0,15.69
繼續營業單位淨利（淨損）,1.5,,3.05,,1.73,,391734.0,15.67
停業單位淨利（淨損）,0.0,,0.01,,0.0,,,
基本每股盈餘,1.5,,3.06,,1.73,,6.0,
稀釋每股盈餘,,,,,,,0.0,
繼續營業單位淨利（淨損）,1.49,,3.04,,1.72,,6.0,
停業單位淨利（淨損）,0.0,,0.0,,0.0,,,
稀釋每股盈餘,1.49,,3.04,,1.72,,5.96,
