會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,123339.0,359143.0,500562.0,475266.0
停業單位稅前淨利（淨損）,-173.0,282.0,282.0,282.0
本期稅前淨利（淨損）,123166.0,359425.0,500844.0,475548.0
折舊費用,12225.0,24391.0,36438.0,48562.0
攤銷費用,1169.0,2485.0,3898.0,5464.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-60.0,3.0,-2.0,-3.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-4126.0,0.0,0.0,-208.0
利息費用,3836.0,7848.0,10850.0,13302.0
利息收入,-286.0,-783.0,-1888.0,-5297.0
處分及報廢不動產、廠房及設備損失（利益）,-40.0,1629.0,1625.0,1461.0
處分待出售非流動資產損失（利益）,12718.0,-115750.0,-115750.0,-115750.0
投資性不動產公允價值調整損失(利益),2625.0,-80177.0,0.0,0.0
收益費損項目合計,56740.0,1980.0,-64829.0,-52469.0
應收票據（增加）減少,11005.0,256120.0,2484.0,2522.0
應收帳款（增加）減少,60172.0,10900.0,364730.0,606499.0
其他應收款（增加）減少,2158.0,57759.0,16342.0,22439.0
存貨（增加）減少,-166.0,1093.0,132093.0,210286.0
預付款項（增加）減少,132534.0,-18.0,4798.0,4965.0
其他流動資產（增加）減少,-3221.0,327834.0,329.0,393.0
與營業活動相關之資產之淨變動合計,-72676.0,-3469.0,520776.0,847104.0
合約負債增加（減少）,-42246.0,-84928.0,-4357.0,-3039.0
應付票據增加（減少）,-31871.0,-42216.0,-140755.0,-341836.0
應付帳款增加（減少）,-2312.0,-25987.0,-161837.0,-259047.0
其他應付款增加（減少）,-265.0,-2916.0,-42763.0,-54552.0
其他流動負債增加（減少）,-152591.0,-521.0,-2866.0,-2889.0
淨確定福利負債增加(減少),-20057.0,-160037.0,-772.0,-8194.0
與營業活動相關之負債之淨變動合計,-7339.0,167797.0,-353350.0,-669557.0
與營業活動相關之資產及負債之淨變動合計,115827.0,87620.0,167426.0,177547.0
調整項目合計,286.0,447045.0,102597.0,125078.0
營運產生之現金流入（流出）,-3967.0,783.0,603441.0,600626.0
收取之利息,-13.0,-7994.0,1888.0,5297.0
支付之利息,112133.0,-39664.0,-11240.0,-13648.0
退還（支付）之所得稅,,400170.0,-39751.0,-40070.0
營業活動之淨現金流入（流出）,-9392.0,,554338.0,552205.0
投資活動之現金流量,265.0,-29275.0,,
處分透過其他綜合損益按公允價值衡量之金融資產,-66.0,-10139.0,3875.0,3875.0
處分子公司,117576.0,265.0,122534.0,122534.0
取得不動產、廠房及設備,-985.0,-220.0,-13149.0,-18412.0
處分不動產、廠房及設備,0.0,95963.0,320.0,572.0
存出保證金減少,107398.0,-2261.0,60.0,60.0
取得無形資產,,0.0,-1930.0,-1978.0
其他金融資產減少,-136800.0,54333.0,573022.0,606918.0
其他非流動資產增加,0.0,,-2840.0,-12702.0
收取之股利,-19798.0,-398800.0,0.0,0.0
投資活動之淨現金流入（流出）,0.0,0.0,681892.0,700867.0
籌資活動之現金流量,-156598.0,-39591.0,,
短期借款減少,-3623.0,0.0,-846300.0,-878530.0
舉借長期借款,59310.0,-438391.0,0.0,0.0
償還長期借款,346426.0,-4377.0,-59383.0,-79174.0
租賃本金償還,405736.0,11735.0,0.0,0.0
發放現金股利,359639.0,346426.0,-52296.0,-52296.0
籌資活動之淨現金流入（流出）,46097.0,358161.0,-957979.0,-1010000.0
