會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,19723363.0,45034572.0,51140255.0,43794387.0
本期稅前淨利（淨損）,19723363.0,45034572.0,51140255.0,43794387.0
折舊費用,1860976.0,3720284.0,5604403.0,7511001.0
攤銷費用,141347.0,687975.0,820330.0,945271.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-14611.0,-21535.0,19094.0,-1033.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-61197.0,-118906.0,-229680.0,-192016.0
利息費用,175189.0,362201.0,650309.0,1037054.0
利息收入,-64294.0,-155678.0,-257107.0,-380017.0
股利收入,-5450387.0,-2196130.0,-8440570.0,-8441831.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-1885.0,-12065603.0,-10365742.0,-5761275.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,-5564.0,-19889.0,-31512.0
處分其他資產損失（利益）,-58583.0,0.0,-2319.0,-2319.0
未實現外幣兌換損失（利益）,-3473445.0,-275482.0,-490842.0,123984.0
收益費損項目合計,959074.0,-10068438.0,-12712013.0,-5192693.0
應收票據（增加）減少,387065.0,1820407.0,2463606.0,3809974.0
應收帳款（增加）減少,-1078438.0,126368.0,4966887.0,5450086.0
應收帳款－關係人（增加）減少,-133137.0,-1432833.0,809278.0,491316.0
其他應收款（增加）減少,45163.0,-2263336.0,-132189.0,-114820.0
其他應收款－關係人（增加）減少,1434942.0,113061.0,166972.0,174828.0
存貨（增加）減少,-2146261.0,-2001411.0,533777.0,2113774.0
其他流動資產（增加）減少,-531592.0,-1691285.0,-915648.0,-1383410.0
與營業活動相關之資產之淨變動合計,-5290996.0,-5329029.0,7892683.0,10541748.0
應付帳款增加（減少）,2018002.0,-5058477.0,-6404335.0,-2322994.0
應付帳款－關係人增加（減少）,-161896.0,674611.0,-2514693.0,-1873422.0
其他應付款增加（減少）,505195.0,-129524.0,-400212.0,4963059.0
其他應付款－關係人增加（減少）,3415593.0,-29361.0,2010616.0,708263.0
其他流動負債增加（減少）,-105143.0,3631313.0,5517535.0,-1025697.0
淨確定福利負債增加(減少),380755.0,-1899070.0,-1947507.0,-2272319.0
與營業活動相關之負債之淨變動合計,-150837.0,-2810508.0,-3738596.0,-1823110.0
與營業活動相關之資產及負債之淨變動合計,-3624282.0,-8139537.0,4154087.0,8718638.0
調整項目合計,16099081.0,-18207975.0,-8557926.0,3525945.0
營運產生之現金流入（流出）,108353.0,26826597.0,42582329.0,47320332.0
收取之利息,207016.0,187011.0,259486.0,378613.0
收取之股利,-175013.0,3752978.0,20939162.0,20940421.0
支付之利息,-791401.0,-362025.0,-660574.0,-716799.0
退還（支付）之所得稅,15448036.0,-10541821.0,-11268502.0,-11120952.0
營業活動之淨現金流入（流出）,,19862740.0,51851901.0,56801615.0
投資活動之現金流量,0.0,,,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,0.0,0.0,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,2422695.0,0.0,4250.0,4250.0
處分透過損益按公允價值衡量之金融資產,0.0,0.0,0.0,2422695.0
取得採用權益法之投資,-3955399.0,2422695.0,2422695.0,-1000000.0
採用權益法之被投資公司減資退回股款,2003.0,-1000000.0,-1000000.0,0.0
取得不動產、廠房及設備,-1319980.0,-9112837.0,-11990954.0,-14775464.0
處分不動產、廠房及設備,0.0,9769.0,26009.0,38627.0
其他應收款－關係人增加,-9167.0,-992648.0,-491425.0,-3304467.0
其他應收款－關係人減少,0.0,0.0,0.0,0.0
取得無形資產,386069.0,-21158.0,-31263.0,-11181.0
其他非流動資產增加,-2473779.0,-585835.0,-1411907.0,-1695154.0
其他非流動資產減少,,0.0,0.0,0.0
投資活動之淨現金流入（流出）,45324.0,-9280014.0,-12472595.0,-18320694.0
籌資活動之現金流量,-4331184.0,,,
短期借款增加,0.0,27925300.0,85607845.0,129692300.0
短期借款減少,-2100000.0,-32403228.0,-75642521.0,-119276976.0
應付短期票券增加,0.0,0.0,10500000.0,17350000.0
發行公司債,0.0,-2100000.0,0.0,0.0
償還公司債,242546.0,0.0,-5000000.0,-9400000.0
舉借長期借款,0.0,-5000000.0,8253042.0,7565803.0
償還長期借款,0.0,441486.0,-1133286.0,-316012.0
其他應付款－關係人增加,-572440.0,0.0,0.0,0.0
其他應付款－關係人減少,-9885.0,0.0,-6251900.0,-3731462.0
租賃本金償還,0.0,-891780.0,-31793.0,-47076.0
其他非流動負債減少,-45778.0,-19934.0,0.0,-69095.0
發放現金股利,-2860.0,0.0,-3312.0,-52172634.0
籌資活動之淨現金流入（流出）,-6774277.0,-16424.0,-52203024.0,-30405152.0
匯率變動對現金及約當現金之影響,695765.0,-3276.0,-35904949.0,-4681060.0
本期現金及約當現金增加（減少）數,6895745.0,-12067856.0,2419637.0,3394709.0
期初現金及約當現金餘額,13715454.0,-395415.0,5893994.0,13715454.0
期末現金及約當現金餘額,20611199.0,-1880545.0,13715454.0,17110163.0
資產負債表帳列之現金及約當現金,20611199.0,13715454.0,19609448.0,17110163.0
