會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,2743919.0,2.89,2951479.0,3.18,6452362.0,6.75,7051419.0,7.49
透過損益按公允價值衡量之金融資產－流動,3060992.0,3.23,2241919.0,2.41,2395392.0,2.51,2181499.0,2.32
按攤銷後成本衡量之金融資產－流動,4071.0,0.0,3783.0,0.0,3835.0,0.0,26490.0,0.03
應收帳款淨額,3712664.0,3.91,3903648.0,4.2,3151497.0,3.3,2530507.0,2.69
本期所得稅資產,284.0,0.0,279.0,0.0,282.0,0.0,42430.0,0.05
存貨,5215840.0,5.5,4509615.0,4.86,3631218.0,3.8,278.0,0.0
其他流動資產,1670895.0,1.76,1811426.0,1.95,523117.0,0.55,3778701.0,4.01
流動資產合計,16408665.0,17.29,15422149.0,16.61,1306454.0,1.37,1441840.0,1.53
非流動資產,,,,,17464157.0,18.27,17053164.0,18.11
按攤銷後成本衡量之金融資產－非流動,25217.0,0.03,24806.0,0.03,,,,
採用權益法之投資,2742250.0,2.89,2574040.0,2.77,25623.0,0.03,1101367.0,1.17
不動產、廠房及設備,2623466.0,2.76,2623366.0,2.82,2958263.0,3.09,2869141.0,3.05
使用權資產,4469392.0,4.71,4370972.0,4.71,2602634.0,2.72,4028326.0,4.28
投資性不動產淨額,64717108.0,68.19,63708009.0,68.6,4366257.0,4.57,4066683.0,4.32
無形資產,16831.0,0.02,66405.0,0.07,63686367.0,66.62,62526250.0,66.4
遞延所得稅資產,385193.0,0.41,492120.0,0.53,61482.0,0.06,57951.0,0.06
其他非流動資產,3512656.0,3.7,3591792.0,3.87,496528.0,0.52,822259.0,0.87
非流動資產合計,78492113.0,82.71,77451510.0,83.39,3939222.0,4.12,1641918.0,1.74
資產總額,94900778.0,100.0,92873659.0,100.0,78136376.0,81.73,77113895.0,81.89
流動負債,,,,,95600533.0,100.0,94167059.0,100.0
短期借款,5173531.0,5.45,6511677.0,7.01,,,,
